t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,2,0,0,0,0,0,0,0
120,0,0,1,1,0,0,2,1
180,1,0,0,0,0,0,1,1
240,2,0,0,0,0,0,1,1
300,0,0,1,2,0,0,0,0
360,0,0,0,0,1,0,0,0
420,0,0,0,2,1,1,0,0
480,0,0,1,1,0,0,3,1
540,0,0,0,1,3,0,0,0
600,0,0,1,2,3,0,0,0
660,0,0,1,1,0,0,2,1
720,2,0,0,1,0,0,1,1
780,1,2,0,0,0,0,0,1
840,0,0,1,2,0,0,1,0
900,0,0,0,0,0,0,0,1
960,0,0,1,2,2,1,0,0
1020,0,0,1,3,0,0,1,1
1080,0,0,1,1,0,0,1,0
1140,2,1,0,0,3,0,1,1
1200,0,0,2,1,0,0,0,0
1260,3,0,0,0,1,0,0,0
1320,2,0,0,0,4,2,0,0
1380,0,0,0,1,0,0,2,0
1440,0,0,0,0,1,1,0,0
1500,0,0,1,2,0,0,2,0
1560,0,0,1,2,0,0,1,1
1620,0,0,1,1,2,0,1,1
1680,1,3,0,0,2,0,0,1
1740,0,0,1,2,2,0,0,0
1800,2,0,0,0,5,1,0,0
1860,0,0,2,1,0,0,1,2
1920,1,0,1,1,0,0,0,1
1980,0,1,0,0,0,0,0,0
2040,0,0,2,1,0,2,0,0
2100,1,0,0,1,0,1,0,0
2160,0,1,0,0,0,0,1,0
2220,1,3,0,0,0,0,1,1
2280,1,0,1,2,0,1,1,1
2340,0,2,0,0,0,0,0,1
2400,0,0,2,1,0,1,0,0
2460,2,0,1,1,0,0,1,1
2520,0,3,0,0,0,1,0,0
2580,0,0,2,1,0,0,0,2
2640,1,0,1,1,0,0,1,1
2700,1,2,0,0,0,0,0,0
2760,0,0,1,1,0,0,1,2
2820,0,0,0,1,0,0,1,1
2880,0,0,1,0,0,0,0,0
2940,0,0,2,1,0,0,1,1
3000,0,1,1,1,1,4,0,0
3060,0,0,0,1,0,0,0,1
3120,0,0,2,2,0,0,1,3
3180,2,0,2,1,1,2,0,0
3240,0,3,1,0,0,0,0,1
3300,1,0,2,1,0,0,1,1
3360,0,0,0,1,0,0,1,1
3420,0,0,3,1,0,0,1,1
3480,0,1,1,0,1,0,0,0
3540,1,0,0,0,0,0,0,0
3600,0,0,1,1,0,0,1,2
3660,0,0,0,0,0,0,0,0
