variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
vecinos,4042,1,4043,1.00e-03,15.4,3562,82.22,201.61,49.26,115,-64467.4,-26.884,-73.702,2005,1341,660,7.929,2644,490.3,172.6,107,0.0,0,0,29,37,395.05,315.49,363.59,12.218,0.012,0,0.0,0.0001,21.9444,0.684,0.0059,0.0479,,,-738863.73,-324019.18,-741789.73,,,,mappo,retraso
vecinos,4042,2,4044,9.95e-04,15.2,3592,77.79,186.22,47.02,138,-61764.6,-25.757,-68.388,2020,1379,636,7.283,2701,467.9,165.0,128,0.0017,6,1,35,38,382.61,303.31,353.58,11.789,0.029,0,0.0,-0.0159,3.1683,0.6624,0.0101,0.1549,,,-690717.93,-311091.06,-695581.93,,,,mappo,retraso
vecinos,4042,3,4045,9.90e-04,15.2,3620,78.01,188.78,47.5,127,-62660.6,-26.13,-68.85,2048,1450,590,7.026,2771,478.0,168.2,20,0.0,0,0,27,37,335.02,252.35,288.59,9.613,0.072,0,0.0,-0.0136,3.209,0.6129,0.0102,0.1375,,,-705028.69,-315101.35,-706818.69,,,,mappo,retraso
vecinos,4042,4,4046,9.85e-04,14.5,3620,68.99,174.91,43.63,113,-55208.9,-23.879,-65.649,1981,1411,558,6.733,2831,457.9,160.7,0,0.0,11,1,38,38,306.46,223.48,253.86,8.801,0.106,0,0.0,-0.0098,1.8132,0.5556,0.0093,0.1166,,,-650255.17,-277472.64,-653097.17,,,,mappo,retraso
vecinos,4042,5,4047,9.80e-04,14.9,3620,83.71,197.87,54.84,138,-68645.0,-30.81,-77.382,1930,1409,501,7.06,2819,490.8,173.3,0,0.0,9,2,36,37,284.58,201.75,231.78,7.56,0.117,0,0.0,-0.0067,2.1755,0.5391,0.005,0.0571,,,-746737.16,-344642.75,-750417.16,,,,mappo,retraso
vecinos,4042,6,4048,9.75e-04,15.1,3620,94.47,202.84,62.34,139,-77487.5,-35.094,-79.522,1937,1469,456,7.029,2801,502.4,178.1,0,0.0,0,0,33,37,280.91,197.92,222.81,7.395,0.124,0,0.0,-0.0049,1.7536,0.5018,0.0042,0.0515,,,-770165.75,-389226.5,-772917.75,,,,mappo,retraso
vecinos,4042,7,4049,9.70e-04,14.5,3620,92.6,190.55,63.44,138,-76734.9,-36.094,-77.383,1882,1443,413,6.481,2829,486.3,172.5,0,0.0019,10,3,35,37,273.53,190.68,211.78,7.221,0.123,0,0.0,-0.0086,0.7756,0.4637,0.0069,0.0806,,,-728172.88,-385230.77,-730670.88,,,,mappo,retraso
vecinos,4042,8,4050,9.65e-04,14.7,3620,90.25,182.28,59.47,138,-76323.4,-34.504,-71.197,1981,1553,389,6.048,2784,471.6,167.8,0,0.0,0,0,31,37,282.14,199.47,220.21,7.308,0.124,0,0.0,-0.0058,1.2364,0.4585,0.0089,0.1029,,,-705208.53,-383134.84,-708998.53,,,,mappo,retraso
vecinos,4042,9,4051,9.60e-04,13.8,3620,86.27,166.08,58.96,143,-72532.5,-33.989,-66.67,1928,1537,348,5.244,2835,449.4,159.8,0,0.0,0,0,32,38,258.5,175.71,201.45,6.002,0.184,0,0.0,-0.0151,1.0525,0.3978,0.0077,0.0867,,,-642696.98,-364047.14,-648800.98,,,,mappo,retraso
vecinos,4042,10,4052,9.55e-04,13.8,3620,83.56,167.61,57.24,152,-69253.5,-32.544,-66.712,1923,1539,347,5.435,2832,451.3,160.1,0,0.0033,12,1,37,37,261.94,179.25,197.56,6.33,0.149,0,0.0,-0.0108,0.9678,0.3725,0.0048,0.0644,165.62,100.64,-641438.3,-347754.37,-644930.3,165.62,168.65,167.135,mappo,retraso
