variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
vecinos,42,1,43,1.00e-03,10.2,2582,20.16,42.34,8.34,34,-6637.5,-2.923,-7.079,1889,1242,641,1.46,2505,293.0,101.2,0,0.0,0,0,9,13,181.04,49.25,53.4,1.842,0.341,0,0.0,-0.0174,0.1333,0.6796,0.0089,0.1531,,,-66864.03,-34117.14,-66864.03,,,,mappo,retraso
vecinos,42,2,44,9.95e-04,10.4,2582,16.24,36.47,7.33,30,-5787.7,-2.549,-6.397,1892,1248,638,1.27,2505,282.9,97.5,0,0.0,0,0,9,12,174.34,42.24,45.05,1.565,0.464,0,0.0,-0.0156,0.0544,0.6527,0.0084,0.1467,,,-60511.34,-29828.88,-60511.34,,,,mappo,retraso
vecinos,42,3,45,9.90e-04,9.9,2582,12.63,31.35,6.29,26,-4867.0,-2.157,-5.725,1887,1264,618,1.064,2500,273.4,94.1,0,0.0,0,0,8,12,168.96,37.11,39.17,1.274,0.628,0,0.0,-0.0164,0.0376,0.5965,0.0087,0.1171,,,-54014.09,-25350.5,-54014.09,,,,mappo,retraso
vecinos,42,4,46,9.85e-04,9.9,2582,16.05,35.63,6.29,28,-4916.1,-2.176,-5.691,1887,1258,623,1.195,2509,279.6,96.6,0,0.0,0,0,7,12,167.51,35.77,37.94,1.277,0.615,0,0.0,-0.0124,0.0404,0.5642,0.0071,0.0961,,,-53698.9,-25407.75,-53698.9,,,,mappo,retraso
vecinos,42,5,47,9.80e-04,10.0,2582,12.02,30.84,5.97,23,-4614.2,-2.045,-5.608,1877,1233,638,1.071,2504,272.4,93.7,0,0.0,0,0,8,11,168.07,35.75,38.72,1.242,0.639,0,0.0,-0.0066,0.0327,0.5319,0.0056,0.0761,,,-52631.54,-23978.2,-52631.54,,,,mappo,retraso
vecinos,42,6,48,9.75e-04,9.8,2582,11.38,29.47,5.88,33,-4544.4,-2.001,-5.477,1888,1239,646,1.033,2507,269.4,92.7,0,0.0,0,0,7,13,167.12,34.52,37.27,1.209,0.652,0,0.0,-0.0101,0.0399,0.469,0.0077,0.0993,,,-51703.41,-23769.21,-51703.41,,,,mappo,retraso
vecinos,42,7,49,9.70e-04,10.0,2582,16.5,35.91,5.26,18,-4039.2,-1.788,-4.995,1882,1245,631,1.149,2509,277.2,96.0,0,0.0,0,0,6,10,162.16,30.34,32.05,0.994,0.756,0,0.0,-0.0048,0.0289,0.4072,0.0059,0.0668,,,-47001.07,-21141.23,-47001.07,,,,mappo,retraso
vecinos,42,8,50,9.65e-04,10.1,2582,16.77,36.26,5.05,19,-3866.0,-1.711,-4.933,1870,1213,652,1.135,2503,278.0,96.3,0,0.0,0,0,6,10,162.19,30.48,32.37,0.984,0.772,0,0.0,-0.0007,0.0237,0.3738,0.0037,0.0482,,,-46123.21,-20201.85,-46123.21,,,,mappo,retraso
vecinos,42,9,51,9.60e-04,10.0,2582,13.32,30.83,5.24,21,-4029.5,-1.781,-4.883,1897,1279,612,0.958,2507,268.4,92.8,0,0.0,0,0,6,10,161.11,28.91,30.61,0.859,0.842,0,0.0,-0.0049,0.0253,0.3314,0.0054,0.0541,,,-46312.4,-21136.0,-46312.4,,,,mappo,retraso
vecinos,42,10,52,9.55e-04,10.0,2582,13.0,30.29,5.11,19,-3943.7,-1.748,-4.735,1907,1313,589,0.922,2507,266.4,92.1,0,0.0,0,0,6,10,160.25,27.87,29.3,0.762,0.884,0,0.0,-0.0029,0.0204,0.2655,0.0036,0.044,30.95,14.18,-45147.65,-20562.44,-45147.65,30.95,31.29,31.12,mappo,retraso
