t,semaforo_C11,semaforo_C12,semaforo_C13,semaforo_C21,semaforo_C22,semaforo_C23,semaforo_C31,semaforo_C32,semaforo_C33
480,0,0,1,0,0,0,2,0,3
481,0,0,1,0,0,0,2,0,0
482,0,0,1,0,0,0,3,0,0
483,0,0,2,0,0,0,3,0,0
484,0,0,2,0,0,0,3,0,0
485,0,0,2,0,0,0,0,0,0
486,0,0,2,0,0,0,0,0,0
487,0,0,2,0,0,0,0,0,0
488,0,0,2,0,0,0,0,1,0
489,0,0,2,0,0,0,0,1,0
490,0,0,2,1,0,0,0,1,0
491,0,0,2,1,0,0,0,2,1
492,0,0,2,1,0,0,0,2,1
493,0,0,3,2,1,0,0,2,1
494,0,1,3,2,1,0,0,2,2
495,0,1,3,2,1,1,1,2,2
496,0,1,0,2,2,1,1,2,2
497,0,2,0,2,2,1,1,2,2
498,0,2,0,2,2,2,2,2,2
499,0,2,0,2,2,2,2,2,2
500,0,2,0,2,2,2,2,2,2
501,0,2,0,2,2,2,2,3,2
502,0,2,0,2,2,2,2,3,2
503,1,2,0,3,2,2,2,3,2
504,1,2,0,3,2,2,2,0,3
505,1,2,0,3,2,2,2,0,3
506,2,2,1,0,3,2,2,0,3
507,2,3,1,0,3,2,2,0,0
508,2,3,1,0,3,3,3,0,0
509,2,3,2,0,0,3,3,0,0
510,2,0,2,0,0,3,3,0,0
511,2,0,2,0,0,0,0,0,0
512,2,0,2,0,0,0,0,0,0
513,2,0,2,0,0,0,0,0,0
514,2,0,2,0,0,0,0,1,0
515,2,0,2,0,0,0,0,1,0
516,3,0,2,0,0,0,0,1,0
517,3,0,2,0,0,0,0,2,1
518,3,0,2,0,0,0,0,2,1
519,0,0,3,0,1,0,0,2,1
520,0,0,3,0,1,0,0,2,2
521,0,0,3,0,1,1,0,2,2
522,0,0,0,0,2,1,0,2,2
523,0,0,0,0,2,1,0,2,2
524,0,0,0,0,2,2,0,2,2
525,0,0,0,0,2,2,0,2,2
526,0,0,0,0,2,2,1,2,2
527,0,0,0,0,2,2,1,3,2
528,0,0,0,0,2,2,1,3,2
529,1,0,0,0,2,2,2,3,2
530,1,1,0,0,2,2,2,0,3
531,1,1,0,1,2,2,2,0,3
532,2,1,0,1,3,2,2,0,3
533,2,2,0,1,3,2,2,0,0
534,2,2,0,2,3,3,2,0,0
535,2,2,0,2,0,3,2,0,0
536,2,2,0,2,0,3,2,0,0
537,2,2,1,2,0,0,2,0,0
538,2,2,1,2,0,0,2,0,0
539,2,2,1,2,0,0,3,0,0
540,2,2,2,2,0,0,3,0,0
541,2,2,2,2,0,0,3,0,0
542,3,2,2,2,0,0,0,0,0
543,3,3,2,2,0,0,0,0,0
544,3,3,2,3,0,0,0,0,0
545,0,3,2,3,1,0,0,0,0
546,0,0,2,3,1,0,0,0,0
547,0,0,2,0,1,0,0,0,0
548,0,0,2,0,2,0,0,0,1
549,0,0,2,0,2,0,0,0,1
550,0,0,3,0,2,0,0,1,1
551,0,0,3,0,2,0,0,1,2
552,0,0,3,0,2,1,0,1,2
553,0,0,0,0,2,1,0,2,2
554,0,0,0,0,2,1,0,2,2
555,0,0,0,0,2,2,0,2,2
556,0,1,0,0,2,2,0,2,2
557,0,1,0,1,2,2,0,2,2
558,0,1,0,1,3,2,0,2,2
559,0,2,0,1,3,2,0,2,2
560,0,2,0,2,3,2,0,2,2
561,0,2,0,2,0,2,0,2,3
562,0,2,0,2,0,2,1,2,3
563,0,2,1,2,0,2,1,3,3
564,0,2,1,2,0,2,1,3,0
565,1,2,1,2,0,3,2,3,0
566,1,2,2,2,0,3,2,0,0
567,1,2,2,2,0,3,2,0,0
568,2,2,2,2,0,0,2,0,0
569,2,3,2,2,0,0,2,0,0
570,2,3,2,3,0,0,2,0,0
571,2,3,2,3,0,0,2,0,0
572,2,0,2,3,0,0,2,0,0
573,2,0,2,0,0,0,2,0,0
574,2,0,2,0,0,0,2,0,0
575,2,0,2,0,0,0,3,0,0
576,2,0,3,0,0,0,3,1,0
577,2,0,3,0,0,0,3,1,0
578,3,0,3,0,0,0,0,1,0
579,3,0,0,0,0,0,0,2,1
580,3,0,0,0,0,0,0,2,1
581,0,0,0,0,0,0,0,2,1
582,0,1,0,0,0,0,0,2,2
583,0,1,0,0,0,0,0,2,2
584,0,1,0,0,0,0,0,2,2
585,0,2,0,0,0,0,0,2,2
586,0,2,0,0,1,0,0,2,2
587,0,2,0,0,1,0,0,2,2
588,0,2,0,0,1,0,0,2,2
589,0,2,1,0,2,0,0,3,2
590,0,2,1,0,2,0,0,3,2
591,0,2,1,0,2,0,0,3,2
592,0,2,2,0,2,0,0,0,3
593,0,2,2,0,2,0,1,0,3
594,0,2,2,0,2,0,1,0,3
595,0,3,2,0,2,0,1,0,0
596,0,3,2,0,2,0,2,0,0
597,0,3,2,0,2,0,2,0,0
598,0,0,2,1,2,1,2,0,0
599,0,0,2,1,3,1,2,0,0
600,0,0,2,1,3,1,2,0,0
601,1,0,2,2,3,2,2,0,0
602,1,0,3,2,0,2,2,0,0
603,1,0,3,2,0,2,2,0,0
604,2,0,3,2,0,2,2,0,0
