variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
local,42,1,43,1.00e-03,25.8,4350,17.11,37.24,20.44,57,-16338.0,-2.395,-5.258,5700,3789,1891,1.665,4184,322.3,111.8,0,0.0,0,0,6,12,143.79,37.98,40.02,1.68,0.438,0,0.0,-0.0164,0.046,0.6768,0.011,0.1584,,,-149853.27,-83901.04,-149853.27,,,,ippo,retraso
local,42,2,44,9.95e-04,25.5,4350,15.34,34.67,18.39,50,-14593.4,-2.136,-4.848,5706,3798,1888,1.576,4192,316.8,109.8,0,0.0,0,0,6,9,139.27,33.92,35.9,1.504,0.505,0,0.0,-0.0128,0.0385,0.6584,0.0081,0.1254,,,-138308.64,-75179.25,-138308.64,,,,ippo,retraso
local,42,3,45,9.90e-04,25.8,4350,13.96,32.89,16.87,49,-13273.4,-1.948,-4.599,5635,3636,1982,1.552,4182,313.5,108.6,0,0.0,0,0,5,10,136.09,30.37,32.13,1.424,0.548,0,0.0,-0.0063,0.0359,0.6225,0.0068,0.0876,,,-129584.29,-68289.55,-129584.29,,,,ippo,retraso
local,42,4,46,9.85e-04,25.5,4350,13.28,32.22,16.23,43,-12568.2,-1.862,-4.498,5564,3549,2001,1.539,4197,312.7,108.3,0,0.0,0,0,5,9,134.56,29.54,30.43,1.394,0.562,0,0.0,-0.0065,0.0332,0.6028,0.0055,0.0754,,,-125136.32,-64993.59,-125136.32,,,,ippo,retraso
local,42,5,47,9.80e-04,25.8,4350,12.59,31.31,15.43,38,-11918.5,-1.763,-4.39,5515,3414,2086,1.534,4199,310.9,107.6,0,0.0,0,0,5,8,133.54,28.14,29.76,1.402,0.545,0,0.0,-0.0043,0.0289,0.5816,0.0044,0.0584,,,-121059.75,-61461.24,-121059.75,,,,ippo,retraso
local,42,6,48,9.75e-04,25.9,4350,12.08,30.76,14.78,41,-11357.6,-1.678,-4.297,5513,3386,2113,1.525,4196,310.1,107.3,0,0.0,0,0,5,9,134.0,28.07,28.76,1.376,0.578,0,0.0,-0.0027,0.0212,0.5546,0.0039,0.0542,,,-118446.37,-58824.08,-118446.37,,,,ippo,retraso
local,42,7,49,9.70e-04,25.2,4350,11.82,30.3,14.53,42,-11123.3,-1.646,-4.244,5501,3369,2115,1.481,4195,308.6,106.8,0,0.0,0,0,5,10,133.31,27.9,29.21,1.349,0.582,0,0.0,-0.0033,0.0219,0.5312,0.0042,0.0566,,,-116724.6,-57756.59,-116724.6,,,,ippo,retraso
local,42,8,50,9.65e-04,25.0,4350,11.79,30.45,14.55,39,-11083.7,-1.644,-4.244,5488,3372,2099,1.512,4196,309.6,107.1,0,0.0,0,0,4,8,132.85,27.52,28.71,1.308,0.608,0,0.0,-0.003,0.0234,0.5006,0.0039,0.0558,,,-116452.46,-57565.33,-116452.46,,,,ippo,retraso
local,42,9,51,9.60e-04,25.5,4350,11.57,30.21,14.23,36,-10961.9,-1.618,-4.19,5515,3381,2116,1.512,4199,308.9,106.9,0,0.0,0,0,4,8,132.73,27.27,29.16,1.319,0.595,0,0.0,-0.0026,0.0215,0.4749,0.0036,0.0447,,,-115538.48,-56555.14,-115538.48,,,,ippo,retraso
local,42,10,52,9.55e-04,25.8,4350,11.53,29.86,14.24,36,-10888.9,-1.615,-4.18,5499,3405,2077,1.484,4200,307.9,106.6,0,0.0,0,0,5,8,131.86,26.26,27.33,1.266,0.629,0,0.0,-0.0033,0.0224,0.4497,0.0046,0.0658,29.35,11.07,-114929.23,-56282.17,-114929.23,29.35,30.05,29.7,ippo,retraso
local,42,11,53,9.50e-04,25.5,4350,11.25,29.52,13.88,40,-10584.0,-1.57,-4.079,5519,3445,2059,1.479,4195,307.1,106.3,0,0.0,0,0,5,8,131.73,26.36,27.39,1.287,0.618,0,0.0,-0.0004,0.02,0.419,0.0032,0.0434,,,-112562.07,-54876.52,-112562.07,,,,ippo,retraso
local,42,12,54,9.45e-04,25.8,4350,11.0,29.34,13.6,41,-10421.5,-1.542,-4.041,5539,3475,2049,1.456,4196,307.3,106.3,0,0.0,0,0,5,7,130.94,25.67,26.12,1.224,0.642,0,0.0,-0.0023,0.0178,0.4056,0.0037,0.0534,,,-111902.14,-53931.64,-111902.14,,,,ippo,retraso
local,42,13,55,9.40e-04,25.6,4350,11.06,29.29,13.66,35,-10428.1,-1.545,-4.039,5500,3390,2092,1.463,4207,306.9,106.2,0,0.0,0,0,4,8,130.91,25.57,26.0,1.225,0.654,0,0.0,-0.0007,0.0193,0.4054,0.0028,0.0387,,,-111075.33,-53969.56,-111075.33,,,,ippo,retraso
local,42,14,56,9.35e-04,25.9,4350,11.37,29.7,13.94,39,-10691.0,-1.578,-4.098,5519,3386,2116,1.503,4195,307.7,106.5,0,0.0,0,0,4,8,130.81,25.44,26.35,1.246,0.628,0,0.0,-0.0019,0.0187,0.3886,0.0035,0.0498,,,-113076.01,-55378.19,-113076.01,,,,ippo,retraso
local,42,15,57,9.30e-04,25.9,4350,10.86,29.32,13.46,37,-10242.2,-1.517,-4.045,5508,3402,2089,1.479,4196,307.5,106.4,0,0.0,0,0,4,7,131.05,25.87,26.43,1.254,0.633,0,0.0,-0.0017,0.0196,0.3662,0.0038,0.0478,,,-111392.19,-53182.59,-111392.19,,,,ippo,retraso
local,42,16,58,9.25e-04,25.3,4350,10.77,29.14,13.4,41,-10131.1,-1.507,-4.036,5496,3419,2061,1.477,4199,307.0,106.2,0,0.0,0,0,4,7,131.42,25.59,26.26,1.229,0.633,0,0.0,-0.0012,0.0184,0.3568,0.0043,0.059,,,-110919.26,-52693.79,-110919.26,,,,ippo,retraso
local,42,17,59,9.20e-04,26.0,4350,10.67,29.16,13.08,40,-10077.8,-1.477,-3.964,5565,3440,2110,1.501,4197,307.3,106.3,0,0.0,0,0,4,8,130.43,25.15,26.69,1.22,0.649,0,0.0,0.0003,0.0188,0.3729,0.0034,0.044,,,-110302.11,-52171.64,-110302.11,,,,ippo,retraso
