t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,0,0,2,3,0,0,0,0
120,0,0,2,3,0,0,2,1
180,0,0,2,4,0,0,1,1
240,1,0,0,0,0,0,1,1
300,0,0,2,3,1,0,0,0
360,0,0,2,3,0,0,0,0
420,0,0,2,3,5,1,0,0
480,0,0,2,3,0,0,3,1
540,0,0,3,3,0,0,1,1
600,0,0,2,3,0,0,1,0
660,0,0,2,3,0,0,3,1
720,0,0,2,3,0,0,1,1
780,0,0,2,3,1,1,0,0
840,0,0,2,3,0,0,2,0
900,0,0,2,3,0,0,0,1
960,0,0,2,3,1,1,0,0
1020,0,0,2,3,5,1,0,0
1080,0,0,1,3,0,0,2,0
1140,0,0,1,1,6,1,0,0
1200,2,0,0,0,0,0,1,1
1260,2,3,0,0,0,0,0,0
1320,0,0,0,1,0,0,1,1
1380,0,0,0,0,0,0,2,1
1440,0,0,4,4,0,0,0,0
1500,0,0,3,4,1,1,0,0
1560,0,0,3,4,0,0,1,1
1620,0,0,1,2,4,0,1,0
1680,0,0,0,0,5,1,0,0
1740,0,0,2,3,4,1,0,0
1800,0,0,2,3,1,0,0,0
1860,0,0,3,2,0,0,1,1
1920,0,0,4,1,0,1,1,0
1980,0,0,0,0,0,2,0,0
2040,1,0,0,0,0,0,2,1
2100,0,0,0,1,0,1,0,0
2160,0,0,1,0,1,3,0,0
2220,0,0,0,0,0,0,1,2
2280,0,4,1,0,0,3,1,0
2340,0,1,1,1,0,0,0,2
2400,0,0,1,1,1,3,0,1
2460,0,0,1,0,0,0,1,2
2520,0,2,0,0,0,0,0,1
2580,0,0,1,1,1,3,1,0
2640,1,0,1,1,0,0,1,2
2700,0,0,1,1,0,0,0,1
2760,0,0,1,0,0,4,0,1
2820,0,0,1,1,0,0,0,2
2880,0,0,1,1,0,0,1,2
2940,0,3,1,0,0,0,1,1
3000,1,0,3,2,0,1,1,0
3060,0,0,5,1,0,3,0,0
3120,0,1,1,0,0,0,1,1
3180,1,5,1,0,0,0,0,0
3240,1,1,0,0,0,0,0,1
3300,0,0,0,0,0,0,1,1
3360,0,2,1,0,0,0,0,0
3420,0,0,0,0,0,0,1,2
3480,0,0,4,3,1,2,0,1
3540,0,0,1,0,0,0,1,2
3600,0,0,0,0,0,0,0,1
3660,0,0,1,0,0,0,0,0
