variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
local,2042,1,2043,1.00e-03,8.1,1810,31.93,75.56,14.41,49,-12636.9,-7.677,-20.233,1368,898,468,3.136,1709,308.5,106.9,0,0.0,0,0,21,36,208.52,125.39,163.95,5.26,0.234,0,0.0,-0.0026,2.0113,0.6878,0.0036,0.0223,,,-138391.3,-64312.84,-138419.3,,,,ippo,retraso
local,2042,2,2044,9.95e-04,8.0,1810,31.31,69.72,14.39,53,-12545.8,-7.773,-18.937,1358,922,432,2.68,1712,299.9,104.1,0,0.0,0,0,27,35,195.62,112.89,145.87,4.391,0.266,0,0.0,-0.0144,0.8594,0.6635,0.0099,0.1617,,,-128582.05,-63863.58,-129238.05,,,,ippo,retraso
local,2042,3,2045,9.90e-04,7.7,1810,21.35,53.25,10.48,36,-8420.3,-5.511,-14.831,1296,900,391,2.185,1725,273.4,94.4,0,0.0,0,0,25,35,162.63,79.98,102.06,3.399,0.389,0,0.0,-0.0169,0.5067,0.6019,0.0112,0.1792,,,-96107.69,-43259.86,-96305.69,,,,ippo,retraso
local,2042,4,2046,9.85e-04,7.0,1810,13.5,32.45,6.92,23,-5402.6,-3.611,-9.048,1278,907,368,1.264,1759,240.5,82.9,0,0.0,0,0,14,22,122.83,39.94,47.28,1.641,0.521,0,0.0,-0.0112,0.3114,0.5406,0.0076,0.1105,,,-57816.11,-28112.46,-57816.11,,,,ippo,retraso
local,2042,5,2047,9.80e-04,7.0,1810,12.48,28.93,6.47,21,-5075.1,-3.402,-8.012,1290,934,341,1.052,1758,233.8,80.6,0,0.0,0,0,12,19,113.25,30.35,34.05,1.224,0.638,0,0.0,-0.0032,0.1528,0.5162,0.0082,0.1066,,,-51677.46,-26617.0,-51677.46,,,,ippo,retraso
local,2042,6,2048,9.75e-04,6.8,1810,9.93,25.32,5.28,19,-4021.8,-2.725,-7.017,1271,923,345,0.901,1762,228.0,78.5,0,0.0,0,0,11,15,108.87,25.66,27.81,0.972,0.785,0,0.0,-0.0026,0.0851,0.5135,0.0043,0.0696,,,-44590.23,-21320.23,-44590.23,,,,ippo,retraso
local,2042,7,2049,9.70e-04,6.9,1810,9.42,24.67,5.02,16,-3816.8,-2.575,-6.767,1268,903,361,0.886,1763,226.4,77.9,0,0.0,0,0,7,13,108.15,25.14,27.06,0.948,0.791,0,0.0,-0.0059,0.0645,0.4684,0.005,0.071,,,-42901.54,-20218.59,-42901.54,,,,ippo,retraso
local,2042,8,2050,9.65e-04,7.0,1810,9.24,24.36,4.9,16,-3689.9,-2.49,-6.689,1268,904,361,0.909,1765,226.4,77.9,0,0.0,0,0,8,13,108.27,25.3,26.69,1.014,0.747,0,0.0,-0.0043,0.0536,0.4589,0.0046,0.0608,,,-42411.22,-19666.38,-42411.22,,,,ippo,retraso
local,2042,9,2051,9.60e-04,6.9,1810,9.0,24.08,4.81,18,-3616.1,-2.443,-6.596,1264,897,364,0.874,1765,225.2,77.5,0,0.0,0,0,8,14,107.82,24.58,25.99,0.922,0.795,0,0.0,-0.0014,0.0557,0.4601,0.0035,0.0561,,,-41688.03,-19244.36,-41688.03,,,,ippo,retraso
local,2042,10,2052,9.55e-04,6.8,1810,8.52,23.18,4.59,19,-3453.3,-2.333,-6.399,1257,876,378,0.836,1768,223.8,77.0,0,0.0,0,0,7,13,106.49,23.62,25.09,0.867,0.833,0,0.0,-0.0036,0.0612,0.4114,0.0053,0.062,21.88,7.84,-40218.62,-18328.89,-40218.62,21.88,21.75,21.815,ippo,retraso
local,2042,11,2053,9.50e-04,7.0,1810,8.19,22.69,4.41,17,-3265.2,-2.209,-6.272,1252,868,381,0.865,1763,223.0,76.8,0,0.0,0,0,8,13,106.71,23.73,25.06,0.921,0.815,0,0.0,0.0013,0.0527,0.3956,0.0035,0.0504,,,-39263.63,-17470.54,-39263.63,,,,ippo,retraso
local,2042,12,2054,9.45e-04,6.7,1810,8.32,23.35,4.45,16,-3308.3,-2.226,-6.392,1253,860,392,0.871,1769,224.8,77.3,0,0.0,0,0,8,13,107.85,24.91,25.94,0.939,0.779,0,0.0,-0.001,0.0501,0.3756,0.0045,0.0556,,,-40043.16,-17685.59,-40043.16,,,,ippo,retraso
local,2042,13,2055,9.40e-04,6.9,1810,7.58,22.42,4.12,17,-3022.7,-2.037,-6.134,1250,852,396,0.83,1761,222.8,76.6,0,0.0,0,0,8,13,106.81,23.91,25.27,0.902,0.818,0,0.0,-0.0013,0.0491,0.3631,0.0033,0.0449,,,-38334.51,-16302.04,-38334.51,,,,ippo,retraso
