variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
local,4042,1,4043,1.00e-03,10.3,2582,18.43,39.59,9.09,44,-7289.4,-3.206,-7.417,1905,1275,624,1.371,2500,289.3,99.7,0,0.0,0,0,12,15,183.23,51.33,56.13,1.87,0.346,0,0.0,-0.0145,0.1832,0.677,0.0108,0.174,,,-70648.72,-37372.21,-70648.72,,,,ippo,retraso
local,4042,2,4044,9.95e-04,10.2,2582,15.5,36.14,7.78,29,-6154.7,-2.71,-6.778,1892,1250,635,1.271,2500,282.5,97.2,0,0.0,0,0,10,15,179.24,46.74,50.97,1.701,0.421,0,0.0,-0.0209,0.1087,0.6406,0.0098,0.1634,,,-64118.79,-31752.99,-64118.79,,,,ippo,retraso
local,4042,3,4045,9.90e-04,10.6,2582,16.96,37.52,6.8,27,-5328.7,-2.356,-6.051,1893,1268,621,1.273,2503,283.8,97.9,0,0.0,0,0,7,10,171.44,38.98,41.68,1.421,0.531,0,0.0,-0.0171,0.0651,0.6075,0.0108,0.1373,,,-57272.28,-27575.14,-57272.28,,,,ippo,retraso
local,4042,4,4046,9.85e-04,10.5,2582,14.73,34.28,6.09,25,-4761.5,-2.097,-5.681,1889,1238,645,1.179,2503,278.0,95.8,0,0.0,0,0,7,10,168.51,36.33,39.08,1.297,0.596,0,0.0,-0.0061,0.0542,0.5738,0.0051,0.0653,,,-53657.83,-24672.1,-53657.83,,,,ippo,retraso
local,4042,5,4047,9.80e-04,10.5,2582,18.05,38.35,6.12,24,-4803.0,-2.101,-5.57,1910,1274,631,1.255,2504,283.3,98.0,0,0.0,0,0,7,10,167.24,35.13,37.39,1.262,0.625,0,0.0,-0.0032,0.0517,0.544,0.0044,0.0567,,,-53193.75,-24909.14,-53193.75,,,,ippo,retraso
local,4042,6,4048,9.75e-04,10.4,2582,13.31,32.4,6.21,23,-4816.6,-2.132,-5.648,1898,1287,606,1.156,2507,275.2,94.7,0,0.0,0,0,7,12,168.03,36.12,38.8,1.344,0.589,0,0.0,-0.0021,0.0585,0.5165,0.0038,0.0492,,,-53595.94,-24930.08,-53595.94,,,,ippo,retraso
local,4042,7,4049,9.70e-04,10.2,2582,12.57,31.28,5.75,26,-4439.8,-1.955,-5.467,1885,1234,646,1.107,2508,272.9,93.9,0,0.0,0,0,6,11,167.23,35.2,37.59,1.289,0.611,0,0.0,-0.0028,0.0523,0.4723,0.0046,0.0554,,,-51522.86,-23086.72,-51522.86,,,,ippo,retraso
local,4042,8,4050,9.65e-04,10.2,2582,14.32,33.96,5.67,25,-4339.2,-1.916,-5.428,1881,1230,645,1.189,2509,277.1,95.5,0,0.0,0,0,7,11,166.85,34.84,36.78,1.298,0.604,0,0.0,0.0003,0.0487,0.4711,0.0033,0.0424,,,-51049.04,-22715.49,-51049.04,,,,ippo,retraso
local,4042,9,4051,9.60e-04,10.7,2582,17.9,38.82,5.62,20,-4324.6,-1.904,-5.323,1890,1246,640,1.316,2506,284.0,98.3,0,0.0,0,0,6,10,165.67,33.8,35.31,1.262,0.62,0,0.0,0.0002,0.0434,0.4698,0.0027,0.0352,,,-50298.15,-22532.69,-50298.15,,,,ippo,retraso
local,4042,10,4052,9.55e-04,10.4,2582,13.88,32.84,5.57,24,-4313.1,-1.897,-5.246,1898,1261,632,1.143,2506,274.8,94.8,0,0.0,0,0,6,11,165.05,33.48,35.72,1.231,0.664,0,0.0,0.0001,0.0394,0.441,0.0035,0.0447,33.49,14.75,-49783.96,-22410.82,-49783.96,33.49,30.88,32.185,ippo,retraso
