variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
local,42,1,43,1.00e-03,11.0,2582,20.16,42.34,8.34,34,-6637.5,-2.923,-7.079,1889,1242,641,1.46,2505,293.0,101.2,0,0.0,0,0,9,13,181.04,49.25,53.4,1.842,0.341,0,0.0,-0.0161,0.131,0.6778,0.0101,0.154,,,-66864.03,-34117.14,-66864.03,,,,ippo,retraso
local,42,2,44,9.95e-04,10.9,2582,17.71,38.8,7.75,38,-6127.1,-2.694,-6.671,1896,1252,637,1.362,2503,287.0,98.9,0,0.0,0,0,9,12,176.91,44.79,48.69,1.695,0.421,0,0.0,-0.0172,0.0945,0.6425,0.0091,0.1509,,,-63245.69,-31604.6,-63245.69,,,,ippo,retraso
local,42,3,45,9.90e-04,10.9,2582,13.95,33.13,6.68,27,-5259.5,-2.325,-5.978,1890,1256,626,1.157,2504,276.5,95.2,0,0.0,0,0,7,10,170.48,38.64,41.28,1.409,0.533,0,0.0,-0.0121,0.0597,0.5879,0.0089,0.1044,,,-56488.57,-27056.89,-56488.57,,,,ippo,retraso
local,42,4,46,9.85e-04,10.8,2582,16.48,36.56,6.61,32,-5170.9,-2.283,-5.925,1892,1260,627,1.277,2508,282.2,97.4,0,0.0,0,0,7,12,169.84,38.1,40.89,1.44,0.536,0,0.0,-0.004,0.0555,0.5554,0.0078,0.0697,,,-56051.27,-26774.65,-56051.27,,,,ippo,retraso
local,42,5,47,9.80e-04,10.3,2582,13.05,31.61,5.96,21,-4583.3,-2.037,-5.546,1873,1231,634,1.086,2507,273.1,94.1,0,0.0,0,0,6,12,166.32,34.0,35.9,1.226,0.629,0,0.0,-0.0049,0.051,0.5525,0.006,0.0853,,,-51940.09,-24039.04,-51940.09,,,,ippo,retraso
local,42,6,48,9.75e-04,10.5,2582,10.4,28.28,6.05,22,-4757.6,-2.081,-5.594,1895,1232,657,1.021,2497,268.4,92.2,0,0.0,0,0,8,11,167.57,34.98,36.7,1.299,0.608,0,0.0,-0.0037,0.0456,0.5309,0.0036,0.0555,,,-53005.59,-24667.65,-53005.59,,,,ippo,retraso
local,42,7,49,9.70e-04,11.3,2582,16.67,36.9,5.76,29,-4452.6,-1.966,-5.404,1882,1231,646,1.229,2513,280.8,97.1,0,0.0,0,0,7,12,165.71,33.88,35.77,1.208,0.654,0,0.0,-0.0025,0.0504,0.5006,0.0033,0.0396,,,-50854.54,-23236.79,-50854.54,,,,ippo,retraso
local,42,8,50,9.65e-04,10.3,2582,15.97,35.52,5.66,21,-4366.8,-1.938,-5.326,1871,1223,643,1.201,2505,278.2,96.1,0,0.0,0,0,8,12,164.35,32.62,34.09,1.162,0.685,0,0.0,-0.0092,0.0468,0.4839,0.0048,0.0685,,,-49827.71,-22650.99,-49827.71,,,,ippo,retraso
local,42,9,51,9.60e-04,10.2,2582,12.12,30.33,5.74,21,-4413.2,-1.959,-5.367,1884,1256,623,1.066,2501,270.5,93.1,0,0.0,0,0,7,9,165.61,33.41,35.68,1.219,0.664,0,0.0,-0.0029,0.038,0.428,0.0067,0.0397,,,-50554.95,-22966.0,-50554.95,,,,ippo,retraso
local,42,10,52,9.55e-04,10.7,2582,14.57,33.0,5.6,20,-4351.1,-1.921,-5.224,1903,1291,608,1.107,2504,273.9,94.6,0,0.0,0,0,6,10,163.52,31.12,33.01,1.098,0.726,0,0.0,-0.0005,0.038,0.3824,0.004,0.0512,35.74,16.88,-49708.54,-22631.51,-49708.54,35.74,33.64,34.69,ippo,retraso
local,42,11,53,9.50e-04,10.2,2582,16.87,36.13,5.86,20,-4577.4,-2.018,-5.187,1925,1343,577,1.158,2505,278.0,96.3,0,0.0,0,0,5,10,162.56,30.74,32.41,1.053,0.757,0,0.0,0.0082,0.0314,0.3555,0.0029,0.0351,,,-49928.25,-23781.91,-49928.25,,,,ippo,retraso
local,42,12,54,9.45e-04,10.2,2582,13.65,31.46,5.72,19,-4436.0,-1.964,-5.098,1926,1361,559,1.037,2507,270.3,93.3,0,0.0,0,0,5,9,162.29,30.06,31.82,1.016,0.761,0,0.0,-0.009,0.0308,0.347,0.0024,0.0341,,,-49091.2,-23109.06,-49091.2,,,,ippo,retraso
local,42,13,55,9.40e-04,10.1,2582,15.64,34.48,6.24,21,-4895.3,-2.17,-5.324,1936,1392,540,1.16,2509,275.2,95.2,0,0.0,0,0,6,11,162.15,30.33,32.18,1.05,0.739,0,0.0,0.0016,0.0284,0.3292,0.0041,0.0503,,,-51532.9,-25324.28,-51532.9,,,,ippo,retraso
