variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
spill,4042,1,4043,1.00e-03,26.2,4350,16.86,36.71,20.41,55,-16185.2,-2.401,-5.248,5619,3722,1878,1.641,4190,320.8,111.3,0,0.0,0,0,7,11,142.11,36.82,38.71,1.621,0.453,0,0.0,-0.0227,0.0521,0.6802,0.0088,0.1996,,,-147436.22,-82863.48,-147436.22,,,,ippo,spill
spill,4042,2,4044,9.95e-04,26.6,4350,14.33,33.75,17.37,44,-13599.9,-2.004,-4.778,5588,3560,2012,1.605,4191,315.6,109.3,0,0.0,0,0,5,9,138.4,32.58,34.0,1.531,0.479,0,0.0,-0.0227,0.0381,0.6322,0.0129,0.2269,,,-133509.98,-70046.85,-133509.98,,,,ippo,spill
spill,4042,3,4045,9.90e-04,26.2,4350,12.61,31.31,15.38,41,-11941.5,-1.76,-4.379,5577,3526,2036,1.484,4197,310.6,107.5,0,0.0,0,0,5,8,133.46,28.03,28.88,1.285,0.604,0,0.0,-0.0119,0.0284,0.5828,0.0077,0.1184,,,-122110.6,-61795.12,-122110.6,,,,ippo,spill
spill,4042,4,4046,9.85e-04,26.1,4350,12.11,30.43,14.79,35,-11504.2,-1.693,-4.247,5556,3457,2085,1.444,4198,308.4,106.8,0,0.0,0,0,4,8,132.16,26.78,27.42,1.205,0.635,0,0.0,-0.0092,0.0274,0.527,0.0066,0.0988,,,-117984.69,-59394.16,-117984.69,,,,ippo,spill
spill,4042,5,4047,9.80e-04,24.8,4350,11.03,28.95,13.62,34,-10444.3,-1.543,-4.039,5492,3340,2139,1.379,4200,305.1,105.7,0,0.0,0,0,5,8,129.6,24.48,25.11,1.079,0.74,0,0.0,-0.0063,0.0225,0.4888,0.0047,0.0672,,,-110903.17,-54217.53,-110903.17,,,,ippo,spill
spill,4042,6,4048,9.75e-04,23.2,4350,10.88,28.5,13.52,37,-10345.6,-1.533,-3.992,5472,3313,2143,1.353,4202,304.0,105.3,0,0.0,0,0,5,9,130.05,24.75,25.8,1.127,0.719,0,0.0,-0.0056,0.0206,0.4274,0.0045,0.0608,,,-109230.1,-53658.54,-109230.1,,,,ippo,spill
spill,4042,7,4049,9.70e-04,21.5,4350,10.89,28.42,13.4,37,-10311.1,-1.521,-3.964,5491,3310,2166,1.348,4195,303.5,105.2,0,0.0,0,0,4,8,129.99,24.63,25.62,1.132,0.689,0,0.0,-0.0047,0.0197,0.3912,0.0041,0.0549,,,-108842.57,-53424.83,-108842.57,,,,ippo,spill
spill,4042,8,4050,9.65e-04,21.4,4350,10.53,27.94,13.05,37,-9969.2,-1.475,-3.89,5475,3303,2157,1.311,4199,302.6,104.9,0,0.0,0,0,4,8,128.56,23.44,24.16,1.038,0.755,0,0.0,-0.0041,0.0176,0.3653,0.0046,0.0553,,,-106482.94,-51858.97,-106482.94,,,,ippo,spill
spill,4042,9,4051,9.60e-04,21.5,4350,10.61,27.7,13.19,36,-10040.3,-1.489,-3.863,5487,3372,2101,1.293,4201,301.1,104.4,0,0.0,0,0,4,8,129.06,23.35,24.33,1.036,0.756,0,0.0,-0.0027,0.0168,0.3221,0.0042,0.048,,,-105977.06,-52316.04,-105977.06,,,,ippo,spill
spill,4042,10,4052,9.55e-04,21.9,4350,10.83,27.63,13.3,34,-10222.5,-1.502,-3.815,5599,3559,2024,1.278,4198,299.7,104.0,0,0.0,0,0,4,8,128.43,22.87,24.09,1.004,0.779,0,0.0,-0.0019,0.0154,0.2892,0.0034,0.0376,20.79,4.48,-106792.1,-53367.21,-106792.1,20.79,20.76,20.775,ippo,spill
spill,4042,11,4053,9.50e-04,23.2,4350,10.69,27.76,13.21,36,-10102.2,-1.491,-3.873,5546,3466,2063,1.294,4200,300.9,104.4,0,0.0,0,0,4,9,129.59,24.42,25.53,1.108,0.719,0,0.0,-0.0015,0.0165,0.292,0.0034,0.0396,,,-107397.93,-52695.92,-107397.93,,,,ippo,spill
spill,4042,12,4054,9.45e-04,23.6,4350,10.88,27.94,13.34,38,-10259.3,-1.508,-3.851,5573,3493,2066,1.299,4201,301.0,104.4,0,0.0,0,0,4,7,129.06,23.91,25.37,1.08,0.741,0,0.0,-0.0035,0.0147,0.2529,0.0042,0.0456,,,-107321.11,-53511.44,-107321.11,,,,ippo,spill
