t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,0,0,1,2,0,0,0,0
120,3,1,0,0,0,0,2,1
180,0,0,1,1,0,1,0,0
240,1,0,0,0,0,0,1,1
300,0,0,2,3,0,0,1,1
360,3,0,0,0,0,0,1,0
420,0,0,1,2,0,0,1,1
480,2,0,0,0,0,0,3,1
540,0,0,1,2,0,0,0,0
600,3,0,0,0,0,0,1,1
660,2,1,0,0,0,0,0,0
720,0,0,1,1,0,0,0,0
780,0,0,1,2,0,0,0,1
840,0,0,1,1,0,0,3,1
900,0,0,1,1,0,0,0,1
960,2,1,0,0,0,0,2,1
1020,0,0,1,1,2,1,0,0
1080,1,0,0,0,0,0,1,0
1140,0,0,2,2,0,0,0,0
1200,2,0,0,0,0,0,1,1
1260,0,0,1,2,0,0,0,0
1320,0,0,0,1,0,0,0,0
1380,0,0,0,0,0,0,1,1
1440,0,0,1,2,0,0,1,1
1500,0,0,0,0,0,0,1,0
1560,0,0,1,1,1,0,0,0
1620,0,0,0,0,0,0,0,1
1680,0,0,1,1,1,1,0,0
1740,2,0,0,0,0,0,2,1
1800,0,0,2,2,0,0,0,0
1860,2,1,0,0,0,0,1,1
1920,1,0,1,1,0,0,0,0
1980,0,0,2,1,0,0,1,1
2040,2,0,0,1,0,1,0,0
2100,0,0,3,2,0,0,1,1
2160,2,0,1,0,0,0,1,2
2220,0,0,2,2,0,0,1,1
2280,0,0,1,1,0,0,0,0
2340,0,0,3,2,0,0,0,1
2400,0,3,1,0,2,1,0,1
2460,0,0,3,2,0,2,0,0
2520,2,2,1,0,0,0,1,1
2580,0,0,3,1,0,1,0,1
2640,0,0,1,0,0,1,0,0
2700,0,0,1,1,0,0,1,1
2760,0,0,0,0,0,0,1,2
2820,2,0,1,0,0,3,0,0
2880,0,0,1,1,0,0,2,3
2940,0,0,2,1,0,0,1,1
3000,0,0,1,0,1,0,0,0
3060,2,1,0,0,0,0,1,0
3120,2,0,1,1,0,0,1,0
3180,0,0,0,0,0,0,0,0
3240,0,0,2,1,0,0,0,0
3300,1,0,1,1,1,3,0,0
3360,0,0,0,0,0,0,1,2
3420,1,2,0,0,0,0,1,1
3480,2,2,1,0,0,0,1,1
3540,0,0,3,1,0,0,1,0
3600,1,0,0,1,0,0,1,1
3660,0,0,0,0,0,0,0,0
