t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,0,0,2,3,0,0,0,0
120,2,0,0,0,0,0,2,1
180,0,0,2,1,0,0,1,1
240,0,0,1,1,0,0,1,1
300,1,0,0,0,0,0,0,0
360,0,0,1,1,0,0,0,0
420,0,0,1,1,4,1,0,0
480,2,0,0,0,0,0,3,1
540,0,0,1,1,0,0,1,1
600,0,0,1,1,0,0,1,0
660,1,0,0,0,0,0,3,1
720,0,0,1,1,0,0,1,1
780,0,0,2,3,0,0,0,1
840,1,1,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0
960,0,0,1,1,3,1,0,0
1020,1,0,0,0,0,0,1,1
1080,1,1,0,0,0,0,0,0
1140,0,0,2,2,0,0,2,1
1200,0,0,3,3,1,0,0,0
1260,2,0,0,0,0,0,3,0
1320,0,0,0,1,0,2,0,0
1380,0,0,0,1,0,0,2,1
1440,2,1,0,0,0,0,0,0
1500,2,0,0,0,2,1,0,0
1560,0,0,1,1,0,0,1,1
1620,0,0,1,1,4,0,0,0
1680,1,0,0,0,1,1,0,0
1740,0,0,1,2,3,1,0,0
1800,0,0,2,3,0,0,1,1
1860,0,0,3,2,0,0,1,1
1920,0,2,1,0,0,1,1,0
1980,0,0,2,1,0,0,1,3
2040,0,0,0,1,0,0,2,1
2100,0,2,0,0,0,0,0,1
2160,1,0,0,0,1,2,0,0
2220,1,0,1,1,0,0,1,2
2280,0,4,0,0,1,3,1,0
2340,0,2,1,1,1,1,0,0
2400,0,0,3,2,0,0,1,1
2460,0,1,1,0,0,0,1,1
2520,1,5,0,0,0,0,1,1
2580,0,2,0,0,0,0,0,1
2640,0,0,1,1,0,0,0,0
2700,0,0,3,3,4,4,0,1
2760,0,0,1,0,0,1,0,1
2820,0,3,1,0,0,0,1,2
2880,0,0,2,1,0,0,1,1
2940,0,0,4,0,0,0,0,1
3000,0,0,1,1,1,2,0,0
3060,1,0,0,0,0,0,1,1
3120,0,1,1,1,0,0,1,0
3180,2,0,1,1,0,3,0,0
3240,0,1,1,0,0,0,0,1
3300,0,3,1,0,0,0,1,1
3360,0,1,1,1,0,0,1,1
3420,1,0,3,1,0,1,1,0
3480,2,0,0,0,2,1,0,0
3540,1,0,0,0,0,0,1,1
3600,1,1,0,0,0,0,1,1
3660,0,0,2,1,0,0,0,0
