variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
local,2042,1,2043,1.00e-03,9.7,2152,12.26,30.73,6.69,33,-5462.2,-2.405,-5.506,1890,1245,639,1.153,2088,274.2,94.3,0,0.0,0,0,8,12,177.55,46.08,48.97,1.754,0.396,0,0.0,-0.016,0.0668,0.6766,0.0111,0.1812,,,-52032.31,-27273.48,-52032.31,,,,ippo,retraso
local,2042,2,2044,9.95e-04,9.7,2152,11.67,29.77,6.45,28,-5221.4,-2.305,-5.315,1901,1282,611,1.098,2091,272.3,93.6,0,0.0,0,0,8,10,174.52,42.87,45.69,1.623,0.453,0,0.0,-0.0164,0.0518,0.6331,0.0102,0.1641,,,-50518.31,-26289.79,-50518.31,,,,ippo,retraso
local,2042,3,2045,9.90e-04,9.6,2152,9.98,27.17,5.34,22,-4348.4,-1.905,-4.662,1912,1284,622,0.995,2087,266.4,91.6,0,0.0,0,0,7,11,167.69,35.48,37.78,1.316,0.605,0,0.0,-0.0073,0.0381,0.5802,0.0072,0.0989,,,-44569.0,-21826.94,-44569.0,,,,ippo,retraso
local,2042,4,2046,9.85e-04,9.7,2152,9.41,26.24,5.13,19,-4104.0,-1.819,-4.494,1902,1295,597,0.929,2089,264.1,90.8,0,0.0,0,0,7,10,165.04,32.94,34.32,1.19,0.654,0,0.0,-0.005,0.0328,0.5637,0.0044,0.0596,,,-42742.11,-20826.31,-42742.11,,,,ippo,retraso
local,2042,5,2047,9.80e-04,9.7,2152,9.26,25.86,5.02,21,-4069.8,-1.804,-4.391,1898,1291,600,0.923,2092,263.4,90.6,0,0.0,0,0,6,9,163.29,31.57,33.32,1.144,0.684,0,0.0,-0.0027,0.0313,0.5433,0.0037,0.0437,,,-41668.41,-20333.02,-41668.41,,,,ippo,retraso
local,2042,6,2048,9.75e-04,9.7,2152,9.8,26.51,5.36,22,-4374.7,-1.939,-4.571,1916,1339,570,0.94,2089,263.9,90.8,0,0.0,0,0,5,8,163.87,31.68,33.71,1.144,0.686,0,0.0,-0.0026,0.0302,0.524,0.0036,0.0555,,,-43788.36,-21832.82,-43788.36,,,,ippo,retraso
local,2042,7,2049,9.70e-04,9.7,2152,9.17,25.73,5.01,23,-4047.5,-1.778,-4.375,1926,1330,592,0.944,2092,263.1,90.5,0,0.0,0,0,6,9,163.34,31.2,32.66,1.172,0.66,0,0.0,-0.0029,0.0285,0.4831,0.0041,0.0518,,,-42126.62,-20437.5,-42126.62,,,,ippo,retraso
local,2042,8,2050,9.65e-04,9.6,2152,9.12,25.62,5.04,20,-4074.9,-1.799,-4.354,1924,1343,576,0.913,2092,262.6,90.3,0,0.0,0,0,6,10,162.67,30.54,32.57,1.095,0.698,0,0.0,-0.0049,0.0318,0.4653,0.0043,0.068,,,-41883.16,-20556.12,-41883.16,,,,ippo,retraso
local,2042,9,2051,9.60e-04,9.9,2152,9.21,25.55,4.99,21,-4051.2,-1.784,-4.291,1929,1347,577,0.919,2086,261.9,90.1,0,0.0,0,0,5,10,161.18,29.51,31.09,1.07,0.717,0,0.0,0.0003,0.0296,0.4505,0.0027,0.0348,,,-41389.33,-20434.48,-41389.33,,,,ippo,retraso
local,2042,10,2052,9.55e-04,9.7,2152,8.73,25.23,4.71,22,-3774.7,-1.669,-4.242,1900,1287,608,0.923,2089,262.0,90.1,0,0.0,0,0,6,9,162.58,30.7,31.87,1.132,0.695,0,0.0,-0.0023,0.0264,0.4494,0.0034,0.0514,25.16,9.07,-40300.85,-18966.04,-40300.85,25.16,24.69,24.925,ippo,retraso
local,2042,11,2053,9.50e-04,9.6,2152,8.7,25.23,4.71,19,-3786.3,-1.669,-4.258,1896,1264,626,0.957,2093,262.4,90.2,0,0.0,0,0,6,10,163.28,31.62,33.49,1.232,0.63,0,0.0,-0.0019,0.0232,0.4277,0.0029,0.0341,,,-40367.8,-18980.02,-40367.8,,,,ippo,retraso
local,2042,12,2054,9.45e-04,9.7,2152,8.65,25.34,4.73,22,-3754.1,-1.66,-4.337,1874,1219,650,0.973,2092,263.1,90.4,0,0.0,0,0,6,9,163.74,32.01,33.73,1.243,0.622,0,0.0,-0.002,0.023,0.4254,0.0039,0.0531,,,-40635.21,-18945.91,-40635.21,,,,ippo,retraso
local,2042,13,2055,9.40e-04,9.7,2152,8.03,24.64,4.45,20,-3510.4,-1.55,-4.191,1870,1203,663,0.932,2091,261.2,89.7,0,0.0,0,0,6,10,164.47,32.1,33.73,1.211,0.653,0,0.0,-0.0034,0.023,0.4073,0.0041,0.056,,,-39182.35,-17791.43,-39182.35,,,,ippo,retraso
local,2042,14,2056,9.35e-04,9.8,2152,7.87,24.04,4.41,26,-3491.9,-1.548,-4.088,1879,1240,633,0.903,2088,260.2,89.4,0,0.0,0,0,5,9,161.25,29.76,31.38,1.085,0.711,0,0.0,-0.0006,0.019,0.4037,0.0024,0.0296,,,-38411.08,-17619.72,-38411.08,,,,ippo,retraso
local,2042,15,2057,9.30e-04,9.8,2152,8.5,24.81,4.61,23,-3656.1,-1.625,-4.224,1879,1250,625,0.926,2094,261.1,89.7,0,0.0,0,0,5,9,162.69,30.55,32.18,1.129,0.704,0,0.0,0.0011,0.0217,0.3888,0.0034,0.0467,,,-39686.22,-18387.36,-39686.22,,,,ippo,retraso
local,2042,16,2058,9.25e-04,10.0,2152,8.14,24.57,4.57,18,-3618.1,-1.606,-4.192,1883,1257,621,0.9,2090,260.8,89.6,0,0.0,0,0,5,9,162.71,30.48,31.96,1.088,0.707,0,0.0,0.0011,0.017,0.3748,0.0027,0.0365,,,-39466.94,-18265.65,-39466.94,,,,ippo,retraso
local,2042,17,2059,9.20e-04,10.0,2152,7.65,23.77,4.23,19,-3395.8,-1.497,-4.021,1875,1211,660,0.885,2090,259.2,89.1,0,0.0,0,0,5,9,161.97,30.0,31.1,1.094,0.715,0,0.0,0.0043,0.0181,0.3753,0.0034,0.0478,,,-37697.44,-16898.75,-37697.44,,,,ippo,retraso
local,2042,18,2060,9.15e-04,10.3,2152,8.74,25.55,4.68,21,-3695.6,-1.638,-4.312,1883,1253,626,0.967,2088,263.2,90.4,0,0.0,0,0,5,9,164.09,31.92,33.73,1.217,0.632,0,0.0,-0.0032,0.0189,0.3566,0.0032,0.0443,,,-40594.35,-18700.51,-40594.35,,,,ippo,retraso
local,2042,19,2061,9.10e-04,10.3,2152,8.4,24.8,4.66,18,-3692.4,-1.641,-4.272,1881,1257,621,0.912,2094,260.8,89.6,0,0.0,0,0,6,9,162.89,30.55,32.28,1.086,0.715,0,0.0,-0.001,0.0197,0.3646,0.0027,0.0347,,,-40182.7,-18609.76,-40182.7,,,,ippo,retraso
