t,semaforo_C11,semaforo_C12,semaforo_C13,semaforo_C21,semaforo_C22,semaforo_C23,semaforo_C31,semaforo_C32,semaforo_C33
441,0,0,0,2,2,3,2,2,2
442,0,0,1,2,2,3,2,2,2
443,0,0,1,2,3,0,2,3,2
444,0,0,1,2,3,0,2,3,2
445,0,1,2,2,3,0,2,3,3
446,0,1,2,2,0,0,2,0,3
447,0,1,2,2,0,0,2,0,3
448,0,2,2,2,0,0,2,0,0
449,0,2,2,2,0,0,2,0,0
450,0,2,2,3,0,0,2,0,0
451,1,2,2,3,0,0,2,0,0
452,1,2,2,3,0,0,2,0,0
453,1,2,2,0,0,0,2,0,0
454,2,2,2,0,0,0,2,0,0
455,2,2,2,0,0,0,2,0,0
456,2,2,2,0,0,0,2,0,0
457,2,2,3,0,0,1,2,0,0
458,2,2,3,0,0,1,2,0,0
459,2,2,3,0,0,1,2,1,0
460,2,3,0,0,0,2,2,1,0
461,2,3,0,0,1,2,2,1,1
462,2,3,0,0,1,2,3,2,1
463,2,0,0,1,1,2,3,2,1
464,2,0,0,1,2,2,3,2,2
465,2,0,0,1,2,2,0,2,2
466,2,0,0,2,2,2,0,2,2
467,3,0,0,2,2,2,0,2,2
468,3,0,0,2,2,2,0,2,2
469,3,0,0,2,2,2,0,2,2
470,0,0,0,2,2,2,0,2,2
471,0,0,1,2,2,3,0,2,2
472,0,0,1,2,2,3,0,2,2
473,0,0,1,2,2,3,0,3,2
474,0,1,2,2,3,0,0,3,3
475,0,1,2,2,3,0,0,3,3
476,0,1,2,3,3,0,0,0,3
477,0,2,2,3,0,0,0,0,0
478,0,2,2,3,0,0,0,0,0
479,0,2,2,0,0,0,0,0,0
480,0,2,2,0,0,0,0,0,0
481,1,2,2,0,0,0,0,0,0
482,1,2,2,0,0,0,0,0,0
483,1,2,2,0,0,0,0,0,0
484,2,2,3,0,0,0,1,0,0
485,2,2,3,0,0,0,1,0,0
486,2,2,3,0,0,0,1,1,0
487,2,2,0,0,0,1,2,1,1
488,2,2,0,0,0,1,2,1,1
489,2,2,0,0,0,1,2,2,1
490,2,3,0,0,0,2,2,2,2
491,2,3,0,0,0,2,2,2,2
492,2,3,0,1,0,2,2,2,2
493,2,0,0,1,1,2,2,2,2
494,3,0,0,1,1,2,2,2,2
495,3,0,0,2,1,2,2,2,2
496,3,0,0,2,2,2,2,2,2
497,0,0,0,2,2,2,2,2,2
498,0,0,0,2,2,2,3,2,2
499,0,0,0,2,2,2,3,2,2
500,0,0,1,2,2,3,3,3,3
501,0,0,1,2,2,3,0,3,3
502,0,0,1,2,2,3,0,3,3
503,0,0,2,2,2,0,0,0,0
504,0,0,2,2,2,0,0,0,0
505,0,0,2,2,2,0,0,0,0
506,0,1,2,2,3,0,0,0,0
507,1,1,2,2,3,0,0,0,0
508,1,1,2,2,3,0,0,0,0
509,1,2,2,2,0,0,0,0,0
510,2,2,2,3,0,0,0,0,0
511,2,2,2,3,0,0,1,0,0
512,2,2,2,3,0,0,1,0,0
513,2,2,2,0,0,0,1,0,0
514,2,2,2,0,0,0,2,0,0
515,2,2,2,0,0,0,2,0,0
516,2,2,2,0,0,0,2,1,1
517,2,2,2,0,0,1,2,1,1
518,2,2,3,0,0,1,2,1,1
519,2,3,3,0,1,1,2,2,2
520,2,3,3,0,1,2,2,2,2
521,2,3,0,0,1,2,2,2,2
522,2,0,0,0,2,2,2,2,2
523,2,0,0,0,2,2,2,2,2
524,3,0,0,0,2,2,2,2,2
525,3,0,0,0,2,2,2,2,2
526,3,0,0,0,2,2,2,2,2
527,0,0,0,0,2,2,2,2,2
528,0,0,0,1,2,2,3,2,2
529,0,0,0,1,2,2,3,3,3
530,0,0,0,1,2,2,3,3,3
531,0,0,1,2,2,3,0,3,3
532,0,0,1,2,2,3,0,0,0
