modo,episodio,semilla,epsilon,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,decisiones,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,estados_q,dq_max,eval_timeloss,eval_espera,val_999,val_1999,segundos,val,ret_retraso,ret_colas,ret_spill,algoritmo,base,recompensa_u2,no_terminados,spillback_tasa,spillback_seg,cola_max_enlace
train,1,2043,1.0,2152,13.08,31.96,7.11,31,retraso,-2.579,1903,634,1.131,2087,276.0,94.9,98,4.2346,,,,,10.2,,-54575.1,-29520.3,-54575.1,qlearning,2042,-5887.1,0,0.0,0,9
train,2,2044,0.972,2152,13.55,32.61,7.51,35,retraso,-2.732,1905,621,1.154,2079,277.6,95.4,118,4.6022,,,,,12.5,,-56853.6,-31098.9,-56853.6,qlearning,2042,-6219.8,0,0.0,0,11
train,3,2045,0.944,2152,13.16,32.28,7.15,37,retraso,-2.584,1905,634,1.185,2087,277.5,95.4,135,3.3419,,,,,10.5,,-55886.5,-29637.4,-55886.5,qlearning,2042,-5907.9,0,0.0,0,9
train,4,2046,0.917,2152,12.15,30.79,6.74,37,retraso,-2.421,1876,625,1.125,2085,274.5,94.3,143,4.0173,,,,,11.1,,-52567.3,-27345.8,-52567.3,qlearning,2042,-5447.6,0,0.0,0,9
train,5,2047,0.891,2152,11.44,29.88,6.31,28,retraso,-2.254,1884,630,1.118,2086,272.8,93.7,148,3.842,,,,,10.4,,-49820.6,-25635.5,-49820.6,qlearning,2042,-5098.3,0,0.0,0,7
train,6,2048,0.866,2152,13.26,32.38,7.21,34,retraso,-2.619,1918,612,1.19,2088,277.2,95.3,154,4.3207,,,,,16.5,,-55982.9,-29897.9,-55982.9,qlearning,2042,-5988.0,0,0.0,0,8
train,7,2049,0.841,2152,11.38,29.67,6.12,32,retraso,-2.181,1905,640,1.095,2091,272.0,93.5,158,5.1211,,,,,17.7,,-49763.3,-25130.8,-49763.3,qlearning,2042,-4993.4,0,0.0,0,8
train,8,2050,0.818,2152,11.81,30.11,6.51,31,retraso,-2.324,1893,644,1.124,2088,272.9,93.8,159,4.2476,,,,,13.1,,-51281.5,-26728.9,-51281.5,qlearning,2042,-5299.7,0,0.0,0,8
train,9,2051,0.794,2152,12.27,31.19,6.49,30,retraso,-2.32,1885,632,1.135,2090,274.9,94.4,160,4.6533,,,,,11.4,,-51446.5,-26486.6,-51446.5,qlearning,2042,-5254.0,0,0.0,0,12
train,10,2052,0.772,2152,11.38,29.29,6.25,30,retraso,-2.233,1887,630,1.084,2085,271.2,93.2,163,4.7912,29.98,12.19,29.98,35.13,12.4,32.555,-49209.4,-25416.2,-49209.4,qlearning,2042,-5057.7,0,0.0,0,9
train,11,2053,0.75,2152,11.65,30.04,6.27,28,retraso,-2.248,1902,615,1.093,2086,273.0,93.8,166,4.5387,,,,,11.5,,-49721.4,-25578.9,-49721.4,qlearning,2042,-5104.8,0,0.0,0,8
train,12,2054,0.729,2152,11.51,29.76,6.33,29,retraso,-2.274,1914,619,1.079,2094,272.4,93.6,166,5.3245,,,,,13.0,,-50690.6,-26129.0,-50690.6,qlearning,2042,-5198.8,0,0.0,0,8
train,13,2055,0.708,2152,9.7,27.3,5.48,22,retraso,-1.936,1873,643,1.03,2094,266.9,91.7,167,4.7266,,,,,11.6,,-45406.5,-22069.2,-45406.5,qlearning,2042,-4373.9,0,0.0,0,6
train,14,2056,0.688,2152,10.55,27.91,5.81,27,retraso,-2.071,1903,632,1.019,2086,268.0,92.2,168,4.3286,,,,,10.7,,-46497.0,-23831.6,-46497.0,qlearning,2042,-4728.1,0,0.0,0,7
train,15,2057,0.668,2152,11.24,29.24,6.01,25,retraso,-2.147,1893,619,1.089,2087,270.8,93.0,168,4.8024,,,,,10.9,,-48666.4,-24450.7,-48666.4,qlearning,2042,-4862.9,0,0.0,0,7
train,16,2058,0.649,2152,10.34,28.22,5.84,29,retraso,-2.07,1879,640,1.064,2090,269.4,92.5,170,5.3544,,,,,9.8,,-47555.7,-23641.0,-47555.7,qlearning,2042,-4681.7,0,0.0,0,7
train,17,2059,0.631,2152,11.17,28.99,6.19,31,retraso,-2.231,1912,589,1.027,2088,269.7,92.7,171,5.0331,,,,,10.7,,-48950.4,-25363.3,-48950.4,qlearning,2042,-5054.2,0,0.0,0,10
train,18,2060,0.613,2152,10.61,28.39,5.63,26,retraso,-2.015,1879,623,1.066,2086,269.4,92.6,171,4.323,,,,,10.4,,-46305.3,-22699.8,-46305.3,qlearning,2042,-4540.0,0,0.0,0,6
train,19,2061,0.596,2152,11.86,29.99,6.38,31,retraso,-2.296,1880,630,1.107,2093,272.3,93.6,172,5.2059,,,,,10.2,,-50655.2,-26064.1,-50655.2,qlearning,2042,-5187.6,0,0.0,0,8
train,20,2062,0.579,2152,9.48,26.64,5.23,21,retraso,-1.86,1897,624,0.993,2089,265.7,91.3,172,4.4817,32.74,14.61,32.74,27.65,10.1,30.195,-43823.7,-21260.1,-43823.7,qlearning,2042,-4224.1,0,0.0,0,5
train,21,2063,0.562,2152,10.65,27.99,5.61,25,retraso,-2.007,1912,608,1.03,2092,267.9,92.1,172,5.2143,,,,,10.3,,-45034.1,-22905.3,-45034.1,qlearning,2042,-4569.4,0,0.0,0,6
train,22,2064,0.546,2152,10.61,28.74,5.9,26,retraso,-2.094,1884,631,1.102,2088,270.6,92.9,173,4.922,,,,,10.4,,-48036.9,-23895.3,-48036.9,qlearning,2042,-4735.7,0,0.0,0,8
train,23,2065,0.531,2152,10.71,28.37,5.94,25,retraso,-2.136,1908,587,1.024,2086,268.7,92.3,173,5.0038,,,,,10.4,,-47646.3,-24238.1,-47646.3,qlearning,2042,-4824.9,0,0.0,0,7
train,24,2066,0.516,2152,9.92,27.69,5.36,24,retraso,-1.9,1895,646,1.038,2082,268.5,92.2,173,4.591,,,,,10.1,,-45714.8,-21907.5,-45714.8,qlearning,2042,-4338.7,0,0.0,0,6
train,25,2067,0.501,2152,10.2,27.55,5.58,23,retraso,-2.012,1905,598,0.989,2094,266.8,91.7,175,4.9547,,,,,9.3,,-45358.5,-22741.4,-45358.5,qlearning,2042,-4558.0,0,0.0,0,7
train,26,2068,0.487,2152,10.69,28.41,5.87,23,retraso,-2.105,1889,619,1.062,2091,269.5,92.6,175,4.6863,,,,,9.3,,-47191.8,-23878.1,-47191.8,qlearning,2042,-4754.1,0,0.0,0,6
train,27,2069,0.473,2152,9.66,27.16,5.35,26,retraso,-1.904,1869,642,1.034,2086,267.7,91.9,175,4.6049,,,,,9.6,,-44428.2,-21493.7,-44428.2,qlearning,2042,-4290.4,0,0.0,0,5
train,28,2070,0.46,2152,10.98,28.96,5.99,24,retraso,-2.155,1894,599,1.084,2088,270.1,92.8,176,5.138,,,,,10.8,,-48191.8,-24254.5,-48191.8,qlearning,2042,-4854.5,0,0.0,0,7
train,29,2071,0.447,2152,9.89,27.14,5.48,23,retraso,-1.945,1886,625,1.027,2089,266.8,91.7,176,4.4026,,,,,9.9,,-44666.9,-22190.9,-44666.9,qlearning,2042,-4398.5,0,0.0,0,5
train,30,2072,0.434,2152,9.86,27.19,5.39,34,retraso,-1.928,1884,635,1.016,2089,266.4,91.5,178,4.9859,27.91,11.19,27.91,27.63,9.7,27.77,-44737.5,-21951.4,-44737.5,qlearning,2042,-4367.8,0,0.0,0,9
