modo,episodio,semilla,epsilon,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,decisiones,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,estados_q,dq_max,eval_timeloss,eval_espera
baseline,0,999,0,2152,7.06,21.15,3.9,17,-3138.4,-1.391,2256,490,0.601,2093,248.8,85.9,,0.0,,
baseline,0,1999,0,2152,7.63,22.01,4.1,16,-3278.6,-1.455,2253,490,0.619,2097,250.9,86.6,,0.0,,
