variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,epsilon,perdida_q,q_medio,actualizaciones,transiciones,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
vecinos,4042,1,4043,5.00e-04,18.6,3601,78.74,200.33,47.72,113,-62020.4,-25.863,-73.829,2002,1333,667,8.035,2679,489.3,172.1,96,0.0,0,0,29,37,385.44,305.37,346.3,12.124,0.021,0,0.0,1.0,0.04708,-1.4285,1003,2002,,,-739025.83,-311810.26,-740743.83,,,,dqn,retraso
vecinos,4042,2,4044,5.00e-04,22.3,3467,90.28,210.48,52.62,111,-69312.6,-28.904,-75.248,2009,1352,654,8.056,2627,500.1,177.0,131,0.0,0,0,33,37,430.65,351.56,359.51,13.381,0.012,0,0.0,0.9905,0.01106,-3.1582,3012,4011,,,-755862.01,-348521.54,-760508.01,,,,dqn,retraso
vecinos,4042,3,4045,5.00e-04,21.8,3568,79.15,195.04,47.53,118,-62198.8,-25.938,-71.431,2004,1339,662,7.774,2644,480.5,169.0,116,0.0017,15,2,37,38,395.98,316.55,362.49,12.586,0.011,0,0.0,0.981,0.01685,-5.273,5016,6015,,,-715739.2,-312524.12,-720493.2,,,,dqn,retraso
vecinos,4042,4,4046,5.00e-04,22.2,3570,78.77,198.26,47.32,120,-61619.0,-25.696,-72.423,2005,1344,660,7.935,2639,482.4,169.9,129,0.0,0,0,28,37,388.11,308.89,369.39,12.325,0.049,0,0.0,0.9715,0.02349,-7.0817,7021,8020,,,-726037.27,-309519.04,-728733.27,,,,dqn,retraso
vecinos,4042,5,4047,5.00e-04,22.9,3556,91.14,211.34,54.45,124,-72105.4,-30.069,-77.136,2021,1383,634,8.235,2622,505.9,179.0,119,0.0086,31,2,38,38,404.51,325.29,357.7,12.488,0.01,0,0.0,0.962,0.0327,-8.7139,9042,10041,,,-779457.66,-362030.67,-785837.66,,,,dqn,retraso
vecinos,4042,6,4048,5.00e-04,21.6,3578,74.39,194.47,44.83,102,-58136.3,-24.244,-71.168,2001,1331,667,7.729,2692,480.1,168.7,95,0.0,0,0,29,37,387.71,307.51,335.75,12.154,0.01,0,0.0,0.9525,0.04289,-10.2144,11043,12042,,,-712034.14,-292713.17,-714470.14,,,,dqn,retraso
vecinos,4042,7,4049,5.00e-04,21.8,3601,77.41,198.3,46.91,110,-60810.1,-25.359,-72.754,2009,1351,655,7.873,2690,485.8,170.6,114,0.0,0,0,32,37,391.29,311.67,339.98,12.282,0.018,0,0.0,0.943,0.05188,-11.4382,13052,14051,,,-730817.31,-306369.98,-732769.31,,,,dqn,retraso
vecinos,4042,8,4050,5.00e-04,22.3,3580,81.44,203.94,49.04,101,-63915.7,-26.654,-74.578,2009,1354,654,8.235,2664,492.9,173.7,118,0.0,0,0,32,38,393.3,314.04,362.69,12.59,0.013,0,0.0,0.9335,0.06321,-12.7131,15061,16060,,,-749139.76,-321200.75,-753205.76,,,,dqn,retraso
vecinos,4042,9,4051,5.00e-04,21.7,3547,72.96,187.57,43.59,96,-56741.1,-23.662,-67.96,2006,1343,660,7.503,2739,471.5,165.6,62,0.0,0,0,31,37,379.81,298.86,340.36,11.934,0.01,0,0.0,0.924,0.07226,-13.8466,17067,18066,,,-681637.35,-285504.9,-684903.35,,,,dqn,retraso
vecinos,4042,10,4052,5.00e-04,22.7,3566,83.57,203.32,50.1,129,-65816.4,-27.446,-74.407,2010,1355,652,8.008,2606,492.0,173.6,130,0.0,0,0,33,37,393.71,314.77,358.98,12.41,0.017,0,0.0,0.9145,0.08062,-14.877,19077,20076,218.76,129.1,-747790.78,-331197.28,-752118.78,218.76,202.11,210.435,dqn,retraso
vecinos,4042,11,4053,5.00e-04,21.9,3609,71.61,186.87,43.52,119,-56487.4,-23.556,-68.858,2003,1338,663,7.575,2727,471.6,165.4,67,0.0,0,0,27,37,367.96,286.79,322.16,11.637,0.008,0,0.0,0.905,0.09221,-15.951,21080,22079,,,-689613.11,-284309.69,-691395.11,,,,dqn,retraso
vecinos,4042,12,4054,5.00e-04,21.7,3614,73.0,188.65,44.43,117,-58006.9,-24.19,-69.784,2004,1338,663,7.476,2652,472.2,165.8,80,0.0,0,0,33,38,375.42,294.73,345.57,11.643,0.015,0,0.0,0.8955,0.09968,-16.8305,23084,24083,,,-699234.42,-291950.2,-702238.42,,,,dqn,retraso
vecinos,4042,13,4055,5.00e-04,21.9,3561,76.31,190.81,45.72,114,-59464.2,-24.797,-69.484,2007,1346,658,7.686,2674,474.6,167.0,103,0.0,0,0,29,37,391.14,311.15,365.24,12.462,0.022,0,0.0,0.886,0.10891,-17.5924,25091,26090,,,-697268.58,-299558.63,-699320.58,,,,dqn,retraso
vecinos,4042,14,4056,5.00e-04,21.4,3614,72.66,189.99,44.2,104,-57283.1,-23.888,-69.898,2008,1350,655,7.678,2704,472.7,166.0,118,0.0,0,0,31,37,375.98,296.3,345.24,11.898,0.033,0,0.0,0.8765,0.11823,-18.3206,27099,28098,,,-701778.79,-288460.44,-703830.79,,,,dqn,retraso
vecinos,4042,15,4057,5.00e-04,21.9,3620,75.28,193.63,45.87,132,-60078.1,-25.053,-71.857,2004,1337,663,7.582,2692,481.2,168.8,70,0.0,9,1,36,38,372.12,291.31,324.79,11.328,0.025,0,0.0,0.867,0.12631,-18.8742,29103,30102,,,-720002.62,-302389.08,-724010.62,,,,dqn,retraso
vecinos,4042,16,4058,5.00e-04,21.6,3597,71.84,189.5,43.49,114,-56160.4,-23.42,-69.396,2004,1339,663,7.697,2685,472.6,166.1,102,0.0,0,0,30,37,374.82,294.88,338.1,11.93,0.043,0,0.0,0.8575,0.13412,-19.4389,31107,32106,,,-695345.63,-283087.44,-697539.63,,,,dqn,retraso
vecinos,4042,17,4059,5.00e-04,21.4,3620,66.72,173.85,40.73,93,-52900.0,-22.06,-63.976,2013,1363,647,6.819,2759,453.3,158.6,47,0.0,0,0,28,37,351.2,269.45,310.65,10.573,0.056,0,0.0,0.848,0.14059,-19.8973,33120,34119,,,-643920.32,-266901.95,-645502.32,,,,dqn,retraso
vecinos,4042,18,4060,5.00e-04,22.3,3620,74.22,193.16,45.22,136,-58922.5,-24.572,-71.128,2013,1363,648,7.644,2738,480.9,168.8,64,0.0019,7,1,35,38,368.17,286.76,320.13,11.372,0.021,0,0.0,0.8385,0.14745,-20.1608,35133,36132,,,-715902.3,-296212.69,-718216.3,,,,dqn,retraso
vecinos,4042,19,4061,5.00e-04,23.4,3596,72.71,180.57,44.03,129,-57821.8,-24.112,-66.355,2013,1362,648,7.011,2744,461.5,162.1,77,0.0,0,0,30,38,369.75,289.12,331.36,11.177,0.023,0,0.0,0.829,0.15271,-20.6289,37146,38145,,,-667867.89,-290854.69,-671201.89,,,,dqn,retraso
vecinos,4042,20,4062,5.00e-04,25.6,3620,68.67,177.86,41.87,115,-54436.3,-22.701,-65.222,2019,1379,637,7.056,2745,457.0,160.3,72,0.0,0,0,28,37,354.31,273.41,320.82,10.911,0.037,0,0.0,0.8195,0.16102,-20.8052,39165,40164,148.83,75.01,-658412.22,-274035.75,-659956.22,148.83,149.93,149.38,dqn,retraso
vecinos,4042,21,4063,5.00e-04,18.7,3593,76.89,189.84,46.45,139,-61039.2,-25.454,-69.523,2020,1383,635,7.467,2684,475.8,167.6,71,0.0017,6,1,35,38,369.93,289.06,338.94,11.436,0.028,0,0.0,0.81,0.16724,-21.1544,41185,42184,,,-702177.93,-307172.78,-706051.93,,,,dqn,retraso
