t,semaforo_C11,semaforo_C12,semaforo_C13,semaforo_C21,semaforo_C22,semaforo_C23,semaforo_C31,semaforo_C32,semaforo_C33
230,0,0,2,3,0,0,3,3,0
231,0,0,2,3,0,0,3,3,0
232,0,1,2,0,0,0,3,3,0
233,0,1,2,0,0,0,0,0,0
234,0,1,2,0,0,0,0,0,0
235,0,2,2,0,0,0,0,0,0
236,0,2,2,0,0,0,0,0,1
237,0,2,2,0,1,0,0,0,1
238,0,2,2,0,1,0,0,0,1
239,0,2,2,0,1,0,0,0,2
240,0,2,3,0,2,0,0,0,2
241,0,2,3,0,2,0,0,0,2
242,0,2,3,1,2,0,0,0,2
243,0,2,0,1,2,0,1,0,2
244,0,2,0,1,2,0,1,0,2
245,0,2,0,2,2,0,1,0,2
246,0,2,0,2,2,0,2,0,2
247,0,2,0,2,2,0,2,0,2
248,0,2,0,2,2,0,2,0,2
249,0,2,0,2,2,0,2,0,3
250,0,3,0,2,3,0,2,0,3
251,1,3,0,2,3,0,2,0,3
252,1,3,0,2,3,0,2,0,0
253,1,0,0,2,0,0,2,0,0
254,2,0,0,2,0,0,2,0,0
255,2,0,0,3,0,0,2,0,0
256,2,0,0,3,0,0,3,0,0
257,2,0,0,3,0,0,3,0,0
258,2,0,0,0,0,0,3,0,0
259,2,0,0,0,0,0,0,0,0
260,2,0,0,0,0,0,0,0,0
261,2,0,0,0,0,1,0,0,0
262,2,0,0,0,0,1,0,0,0
263,2,0,0,0,0,1,0,1,0
264,3,0,0,0,0,2,0,1,0
265,3,0,0,0,0,2,0,1,0
266,3,0,0,0,0,2,0,2,0
267,0,0,0,0,0,2,0,2,0
268,0,0,0,0,1,2,0,2,0
269,0,0,0,0,1,2,1,2,0
270,0,0,0,0,1,2,1,2,0
271,0,0,0,0,2,2,1,2,0
272,0,0,0,0,2,2,2,2,0
273,0,1,0,0,2,2,2,2,0
274,0,1,0,0,2,3,2,2,0
275,0,1,0,0,2,3,2,2,0
276,0,2,0,0,2,3,2,3,0
277,1,2,0,0,2,0,2,3,0
278,1,2,0,0,2,0,2,3,0
279,1,2,0,0,2,0,2,0,0
280,2,2,0,0,2,0,2,0,0
281,2,2,0,0,3,0,2,0,0
282,2,2,0,0,3,0,3,0,0
283,2,2,1,1,3,0,3,0,0
284,2,2,1,1,0,0,3,0,0
285,2,2,1,1,0,0,0,0,0
286,2,3,2,2,0,0,0,0,0
287,2,3,2,2,0,0,0,0,1
288,2,3,2,2,0,0,0,0,1
289,2,0,2,2,0,0,0,1,1
290,3,0,2,2,0,0,0,1,2
291,3,0,2,2,0,0,0,1,2
292,3,0,2,2,0,0,0,2,2
293,0,0,2,2,0,0,0,2,2
294,0,0,2,2,0,0,0,2,2
295,0,0,2,2,0,0,0,2,2
296,0,0,3,2,0,0,0,2,2
297,0,0,3,2,0,0,0,2,2
298,0,0,3,2,0,0,0,2,2
299,0,0,0,2,1,0,0,2,2
300,0,0,0,2,1,0,0,2,3
301,0,0,0,2,1,0,0,2,3
302,0,0,0,2,2,0,0,3,3
303,1,0,0,2,2,0,0,3,0
304,1,0,0,2,2,0,0,3,0
305,1,0,0,2,2,0,0,0,0
306,2,0,0,3,2,0,0,0,0
307,2,0,0,3,2,0,0,0,0
308,2,0,0,3,2,0,0,0,0
309,2,0,0,0,2,0,0,0,0
310,2,0,0,0,2,0,0,0,0
311,2,0,0,0,2,0,0,0,0
312,2,0,0,0,3,1,0,0,0
313,2,0,0,0,3,1,0,0,0
314,2,0,0,0,3,1,0,0,0
315,2,0,0,0,0,2,1,0,0
316,3,0,0,0,0,2,1,0,0
317,3,0,0,0,0,2,1,0,0
318,3,0,0,0,0,2,2,0,0
319,0,0,0,0,0,2,2,0,0
320,0,0,0,0,0,2,2,0,0
321,0,0,0,0,0,2,2,0,0
322,0,0,0,0,0,2,2,0,0
323,0,0,0,0,0,2,2,0,0
324,0,1,0,1,0,2,2,0,0
325,0,1,0,1,1,3,2,0,0
326,0,1,0,1,1,3,2,0,0
327,0,2,0,2,1,3,2,0,0
328,0,2,0,2,2,0,3,0,0
329,0,2,0,2,2,0,3,0,0
330,0,2,0,2,2,0,3,0,0
331,0,2,0,2,2,0,0,0,0
332,0,2,0,2,2,0,0,0,0
