id,depart,timeloss,espera,paradas,co2
p1_N2_S2.0,0.0,20.08,9.0,1,193.36
p1_S2_N2.0,0.0,20.19,7.0,1,190.24
p1_S2_N2.1,20.0,5.54,0.0,0,151.9
p1_N2_S2.1,20.0,5.95,0.0,0,148.99
p1_N1_S1.0,0.0,24.2,14.0,1,194.29
p1_N1_S1.1,20.0,9.88,0.0,0,168.71
p1_S1_N1.0,0.0,19.47,8.0,1,184.85
p1_S1_N1.1,20.0,8.45,0.0,0,164.81
p1_W_S2.0,3.0,14.82,0.0,0,220.84
p1_W_E.0,0.0,7.16,0.0,0,195.64
p1_W_E.1,6.0,16.8,0.0,0,227.98
p1_E_W.0,0.0,7.63,0.0,0,199.04
p1_W_E.2,12.0,12.19,0.0,0,228.09
p1_E_N1.0,3.0,10.74,0.0,0,215.1
p1_N2_W.0,3.0,21.9,8.0,1,237.11
p1_S1_E.0,3.0,24.09,8.0,1,240.08
p1_E_W.1,15.0,20.51,7.0,1,236.03
p1_N1_S1.2,40.0,22.43,10.0,1,194.55
p1_S1_N1.2,40.0,21.71,11.0,1,195.21
p1_N2_S2.2,40.0,22.45,12.0,1,193.47
p1_S2_N2.2,40.0,18.54,7.0,1,184.73
p1_S1_N1.3,60.0,5.51,0.0,0,148.67
p1_S2_N2.3,60.0,7.72,0.0,0,150.65
p1_N2_S2.3,60.0,5.77,0.0,0,150.01
p1_N1_S1.3,60.0,5.64,0.0,0,148.61
p1_W_E.3,18.0,35.11,17.0,2,272.99
p1_E_W.2,29.0,25.37,11.0,1,249.76
p1_W_E.4,24.0,31.53,14.0,2,267.15
p1_E_W.3,44.0,12.17,0.0,0,225.78
p1_W_E.5,30.0,25.13,6.0,2,256.91
p1_W_E.6,36.0,25.26,4.0,1,264.18
p1_W_E.7,42.0,21.08,4.0,1,249.72
p1_W_E.8,48.0,9.42,0.0,0,201.72
p1_S1_N1.4,80.0,18.4,7.0,1,185.72
p1_S2_N2.4,80.0,18.13,7.0,1,192.84
p1_N1_S1.4,80.0,18.98,6.0,1,190.95
p1_N2_S2.4,80.0,20.62,9.0,1,192.89
p1_N1_S1.5,100.0,5.05,0.0,0,155.96
p1_E_W.4,58.0,31.95,14.0,2,268.78
p1_S1_E.1,63.0,24.1,10.0,1,252.93
p1_W_E.9,54.0,34.22,16.0,2,265.3
p1_W_E.10,60.0,35.93,13.0,2,272.74
p1_E_N1.1,61.0,24.46,6.0,2,251.27
p1_W_S2.1,63.0,33.07,9.0,2,280.68
p1_E_W.5,72.0,12.8,0.0,0,214.55
p1_E_W.6,87.0,14.39,0.0,0,225.26
p1_N2_S2.5,100.0,19.98,9.0,1,184.82
p1_S2_N2.5,100.0,20.74,9.0,1,191.87
p1_N2_S2.6,120.0,10.92,0.0,0,177.36
