t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,2,0,0,0,0,0,0,0
120,0,0,1,1,0,0,2,1
180,0,1,0,0,0,0,3,2
240,0,0,1,1,0,0,0,1
300,2,0,0,0,0,0,2,1
360,0,0,1,1,1,1,0,0
420,1,0,1,0,0,0,2,1
480,0,0,1,1,0,0,0,0
540,1,0,0,0,0,0,3,1
600,0,0,1,1,1,0,0,0
660,2,0,0,0,0,0,3,1
720,0,0,1,1,0,1,0,0
780,0,0,1,0,0,0,0,1
840,0,0,1,2,0,0,3,1
900,1,1,0,0,1,0,0,0
960,0,0,1,1,0,0,0,1
1020,1,0,0,0,0,0,2,1
1080,0,0,1,2,0,0,1,0
1140,1,0,0,0,0,0,3,1
1200,0,0,1,1,0,0,0,0
1260,2,0,0,0,0,0,2,0
1320,0,0,0,1,0,1,0,0
1380,0,0,0,0,0,0,2,1
1440,0,0,1,2,0,0,0,0
1500,3,0,0,0,0,0,1,1
1560,0,0,1,2,0,0,1,1
1620,0,0,0,0,0,0,3,1
1680,0,0,1,2,0,0,0,1
1740,2,0,0,0,0,0,3,2
1800,0,0,1,1,1,1,0,0
1860,0,0,0,0,0,0,0,1
1920,0,0,1,1,0,2,1,0
1980,0,0,0,0,0,0,1,2
2040,0,0,1,1,0,0,1,1
2100,0,0,3,2,0,1,0,0
2160,2,1,1,0,0,0,1,1
2220,0,0,2,2,0,2,0,0
2280,0,0,1,1,0,0,2,2
2340,0,0,1,1,0,0,0,1
2400,0,0,2,1,1,2,0,0
2460,0,0,1,1,0,0,0,2
2520,2,0,0,0,0,0,1,1
2580,1,4,1,0,1,1,0,0
2640,0,0,1,1,0,0,1,1
2700,0,0,3,2,0,1,0,0
2760,1,1,0,0,0,0,1,1
2820,2,0,2,1,0,0,1,1
2880,0,1,0,0,1,1,0,1
2940,1,0,1,1,0,0,1,1
3000,0,0,1,0,0,1,1,0
3060,0,0,1,1,0,0,1,1
3120,0,0,3,2,0,0,1,1
3180,1,5,0,0,2,2,0,1
3240,2,0,1,1,0,0,0,2
3300,0,2,0,0,0,0,1,1
3360,0,0,1,1,0,0,0,0
3420,1,0,0,0,0,0,1,2
3480,0,0,1,1,0,0,1,1
3540,0,0,3,2,0,0,0,0
3600,2,0,0,0,0,1,0,0
3660,0,0,2,1,0,0,1,1
