variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,epsilon,perdida_q,q_medio,actualizaciones,transiciones,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
vecinos,4042,1,4043,5.00e-04,29.3,4350,16.54,36.27,19.9,54,-15881.1,-2.337,-5.122,5683,3794,1871,1.601,4191,319.7,110.9,0,0.0,0,0,8,10,141.44,36.17,37.44,1.593,0.475,0,0.0,1.0,0.00234,-0.355,4684,5683,,,-145546.86,-81263.34,-145546.86,,,,dqn,retraso
vecinos,4042,2,4044,5.00e-04,31.6,4350,17.32,37.3,20.75,50,-16573.8,-2.439,-5.321,5667,3751,1901,1.67,4189,322.0,111.7,0,0.0,0,0,8,11,145.72,39.89,41.49,1.714,0.425,0,0.0,0.9905,0.0023,-0.692,10351,11350,,,-150774.6,-84745.46,-150774.6,,,,dqn,retraso
vecinos,4042,3,4045,5.00e-04,31.4,4350,16.69,36.51,20.17,56,-16035.5,-2.372,-5.227,5645,3756,1869,1.637,4188,321.0,111.3,0,0.0,0,0,7,10,142.52,37.11,38.89,1.613,0.456,0,0.0,0.981,0.00287,-0.9524,15996,16995,,,-147542.97,-82130.12,-147542.97,,,,dqn,retraso
vecinos,4042,4,4046,5.00e-04,31.5,4350,16.88,36.93,20.49,54,-16149.8,-2.399,-5.317,5606,3697,1891,1.661,4194,321.5,111.5,0,0.0,0,0,8,12,143.67,38.3,40.46,1.673,0.425,0,0.0,0.9715,0.00309,-1.1098,21602,22601,,,-149047.85,-82954.9,-149047.85,,,,dqn,retraso
vecinos,4042,5,4047,5.00e-04,31.2,4350,16.16,35.86,19.55,50,-15376.5,-2.278,-5.106,5638,3746,1874,1.612,4190,319.1,110.7,0,0.0,0,0,6,9,143.15,38.04,40.28,1.646,0.432,0,0.0,0.962,0.00297,-1.239,27240,28239,,,-143948.66,-79039.82,-143948.66,,,,dqn,retraso
vecinos,4042,6,4048,5.00e-04,31.7,4350,15.6,35.28,18.81,52,-14820.2,-2.187,-4.983,5639,3712,1909,1.619,4197,318.4,110.4,0,0.0,0,0,7,9,142.48,37.2,38.53,1.636,0.44,0,0.0,0.9525,0.00284,-1.3156,32879,33878,,,-140496.3,-76255.57,-140496.3,,,,dqn,retraso
vecinos,4042,7,4049,5.00e-04,31.4,4350,16.35,35.88,19.76,53,-15669.2,-2.318,-5.114,5645,3756,1871,1.603,4194,319.0,110.7,0,0.0,0,0,7,11,139.16,33.8,35.22,1.516,0.492,0,0.0,0.943,0.00272,-1.3684,38524,39523,,,-144343.45,-80237.24,-144343.45,,,,dqn,retraso
vecinos,4042,8,4050,5.00e-04,31.4,4350,15.68,35.41,18.88,48,-14975.9,-2.201,-4.971,5657,3722,1920,1.617,4201,318.8,110.5,0,0.0,0,0,6,10,141.17,36.06,37.53,1.625,0.428,0,0.0,0.9335,0.00275,-1.4112,44181,45180,,,-140604.26,-76805.81,-140604.26,,,,dqn,retraso
vecinos,4042,9,4051,5.00e-04,31.7,4350,15.97,35.51,19.36,55,-15231.1,-2.256,-5.045,5617,3697,1903,1.612,4183,318.5,110.5,0,0.0,0,0,7,10,141.04,35.31,36.39,1.549,0.493,0,0.0,0.924,0.00302,-1.4471,49798,50797,,,-141701.5,-78265.08,-141701.5,,,,dqn,retraso
vecinos,4042,10,4052,5.00e-04,31.5,4350,15.91,35.45,19.07,48,-15146.0,-2.223,-4.993,5675,3737,1919,1.6,4201,318.3,110.4,0,0.0,0,0,6,10,140.46,34.89,35.5,1.492,0.513,0,0.0,0.9145,0.00296,-1.4582,55473,56472,27.32,10.69,-141682.5,-77882.85,-141682.5,27.32,27.06,27.19,dqn,retraso
