variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,epsilon,perdida_q,q_medio,actualizaciones,transiciones,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
vecinos,42,1,43,5.00e-04,18.9,3557,78.62,196.13,47.07,111,-61476.6,-25.637,-71.587,2003,1335,664,7.73,2639,480.7,168.9,122,0.0,11,1,37,37,406.47,327.59,375.99,12.732,0.013,0,0.0,1.0,0.03128,-0.6581,1004,2003,,,-716943.55,-309228.59,-721235.55,,,,dqn,retraso
vecinos,42,2,44,5.00e-04,22.1,3569,79.33,202.73,47.65,96,-61712.1,-25.735,-74.086,2000,1327,669,8.197,2668,491.2,172.8,120,0.0,0,0,33,37,400.38,320.98,360.23,12.931,0.015,0,0.0,0.9905,0.01099,-2.367,3004,4003,,,-740861.95,-310823.31,-743423.95,,,,dqn,retraso
vecinos,42,3,45,5.00e-04,22.0,3568,83.95,205.39,50.36,141,-65827.2,-27.451,-74.941,2013,1361,648,8.142,2659,495.5,174.7,134,0.0,0,0,30,38,399.25,320.06,349.43,12.657,0.014,0,0.0,0.981,0.0185,-4.6327,5017,6016,,,-754284.57,-331210.73,-757940.57,,,,dqn,retraso
vecinos,42,4,46,5.00e-04,21.8,3566,81.57,200.97,48.94,111,-63844.7,-26.624,-73.661,2000,1328,670,7.928,2650,488.5,172.0,116,0.0,7,1,36,37,395.66,316.31,362.81,12.392,0.012,0,0.0,0.9715,0.02554,-6.5402,7017,8016,,,-736611.35,-321004.74,-740445.35,,,,dqn,retraso
vecinos,42,5,47,5.00e-04,21.9,3567,83.61,200.47,50.16,126,-66234.3,-27.621,-73.504,2013,1363,647,7.771,2634,489.3,172.8,107,0.0047,17,1,38,38,389.8,310.15,349.79,11.879,0.027,0,0.0,0.962,0.03294,-8.0717,9030,10029,,,-739820.51,-333159.76,-744564.51,,,,dqn,retraso
vecinos,42,6,48,5.00e-04,21.5,3597,75.58,190.42,45.77,111,-59589.4,-24.85,-70.088,2004,1338,662,7.626,2672,475.5,167.1,95,0.0,0,0,30,37,381.81,301.35,351.63,12.092,0.052,0,0.0,0.9525,0.04306,-9.4721,11034,12033,,,-702276.85,-299812.58,-706110.85,,,,dqn,retraso
vecinos,42,7,49,5.00e-04,21.4,3620,68.35,184.11,41.68,114,-54043.7,-22.537,-68.13,1998,1322,672,7.515,2713,467.4,163.8,62,0.0,0,0,32,37,362.58,281.42,337.44,11.447,0.038,0,0.0,0.943,0.05322,-10.6681,13032,14031,,,-680615.81,-272090.6,-682511.81,,,,dqn,retraso
vecinos,42,8,50,5.00e-04,21.8,3592,73.67,193.11,44.56,127,-57935.8,-24.16,-71.174,1997,1318,675,7.807,2685,477.0,167.5,118,0.0011,4,1,35,38,387.75,308.18,355.11,12.441,0.011,0,0.0,0.9335,0.06163,-11.8321,15029,16028,,,-710673.66,-292104.21,-713121.66,,,,dqn,retraso
vecinos,42,9,51,5.00e-04,21.4,3562,74.66,191.12,44.78,92,-58269.7,-24.299,-69.894,1996,1316,676,7.588,2691,473.3,166.5,123,0.0,0,0,33,38,395.77,316.28,371.65,12.495,0.027,0,0.0,0.924,0.07077,-12.8855,17025,18024,,,-697541.63,-293212.79,-701493.63,,,,dqn,retraso
vecinos,42,10,52,5.00e-04,21.4,3601,70.24,186.6,42.62,108,-55118.5,-22.985,-68.381,2005,1342,660,7.523,2733,469.0,164.5,90,0.0,0,0,28,36,375.15,294.54,337.75,11.849,0.029,0,0.0,0.9145,0.08117,-13.6885,19030,20029,188.09,105.95,-685524.11,-277084.37,-687394.11,188.09,182.51,185.3,dqn,retraso
vecinos,42,11,53,5.00e-04,21.7,3569,75.93,190.09,45.61,115,-59452.8,-24.793,-69.263,2010,1353,653,7.579,2663,471.6,166.0,130,0.0028,10,2,38,38,391.65,312.57,362.23,12.404,0.026,0,0.0,0.905,0.08847,-14.6123,21040,22039,,,-696096.9,-299205.42,-699054.9,,,,dqn,retraso
vecinos,42,12,54,5.00e-04,21.1,3586,75.74,191.9,45.72,125,-59469.3,-24.8,-70.339,2005,1341,660,7.586,2700,476.5,167.6,104,0.0,0,0,31,37,384.55,304.78,342.83,11.954,0.037,0,0.0,0.8955,0.09584,-15.6744,23045,24044,,,-705150.54,-299321.65,-707614.54,,,,dqn,retraso
vecinos,42,13,55,5.00e-04,21.3,3598,73.19,182.34,44.35,120,-57920.4,-24.154,-67.152,2007,1349,656,7.338,2705,460.7,162.2,123,0.0,0,0,33,37,371.79,292.48,341.18,11.72,0.055,0,0.0,0.886,0.10441,-16.3432,25052,26051,,,-673874.72,-291362.63,-676982.72,,,,dqn,retraso
vecinos,42,14,56,5.00e-04,21.9,3594,74.78,192.2,45.23,114,-58653.2,-24.459,-70.725,1999,1326,670,7.774,2673,476.2,167.4,111,0.0,0,0,32,37,382.98,303.14,349.24,12.266,0.008,0,0.0,0.8765,0.11189,-17.027,27051,28050,,,-706898.49,-295204.86,-709206.49,,,,dqn,retraso
vecinos,42,15,57,5.00e-04,21.3,3579,75.27,188.71,45.35,125,-59215.1,-24.694,-69.191,2005,1341,661,7.458,2673,471.8,166.0,79,0.0,0,0,32,37,378.41,298.01,355.45,11.702,0.033,0,0.0,0.867,0.12019,-17.5888,29056,30055,,,-693641.43,-298080.45,-695533.43,,,,dqn,retraso
vecinos,42,16,58,5.00e-04,21.5,3620,70.08,187.79,42.7,104,-55438.4,-23.119,-69.072,2009,1350,654,7.489,2718,471.1,165.3,74,0.0,0,0,32,38,367.03,285.86,329.14,11.403,0.012,0,0.0,0.8575,0.12544,-18.1056,31065,32064,,,-693831.86,-278746.58,-695945.86,,,,dqn,retraso
vecinos,42,17,59,5.00e-04,21.5,3608,71.84,180.3,43.63,109,-56667.3,-23.631,-66.071,2016,1371,642,7.272,2748,461.8,162.5,81,0.0,0,0,32,37,362.01,281.37,320.74,11.404,0.049,0,0.0,0.848,0.13059,-18.6808,33081,34080,,,-665993.81,-285335.48,-667941.81,,,,dqn,retraso
vecinos,42,18,60,5.00e-04,21.7,3599,72.3,186.96,43.8,121,-56942.8,-23.746,-68.542,2010,1352,653,7.562,2704,470.4,165.2,75,0.0011,4,1,35,38,370.76,289.86,335.27,11.744,0.031,0,0.0,0.8385,0.13972,-19.148,35091,36090,,,-688842.47,-286515.85,-690308.47,,,,dqn,retraso
vecinos,42,19,61,5.00e-04,22.1,3578,82.22,197.44,49.46,118,-65015.0,-27.112,-71.787,2030,1405,619,7.619,2697,486.7,171.6,88,0.0,0,0,30,37,383.33,302.81,347.27,11.724,0.024,0,0.0,0.829,0.14185,-19.8066,37121,38120,,,-728640.66,-326760.45,-732436.66,,,,dqn,retraso
vecinos,42,20,62,5.00e-04,21.2,3591,70.57,179.32,42.69,105,-55604.8,-23.188,-65.957,2001,1330,668,7.112,2727,458.8,161.1,84,0.0,0,0,32,37,371.96,291.22,335.4,11.527,0.021,0,0.0,0.8195,0.14582,-20.152,39122,40121,167.11,99.17,-659898.07,-279733.03,-663274.07,167.11,169.1,168.105,dqn,retraso
vecinos,42,21,63,5.00e-04,21.0,3613,65.99,176.29,40.18,122,-52068.0,-21.713,-64.512,2014,1365,646,7.059,2793,455.0,159.6,58,0.0,0,0,31,37,352.63,271.52,307.13,10.966,0.035,0,0.0,0.81,0.15191,-20.5167,41136,42135,,,-649637.78,-262113.3,-650999.78,,,,dqn,retraso
vecinos,42,22,64,5.00e-04,21.2,3620,65.71,172.05,40.09,113,-51942.0,-21.661,-63.066,2017,1375,640,6.906,2785,450.1,157.6,66,0.0,0,0,27,38,351.22,270.11,304.05,10.955,0.029,0,0.0,0.8005,0.15161,-20.656,43153,44152,,,-636018.15,-261678.97,-637630.15,,,,dqn,retraso
vecinos,42,23,65,5.00e-04,22.0,3620,72.95,190.87,44.46,118,-57859.7,-24.128,-70.282,2013,1363,647,7.665,2736,476.6,167.5,71,0.0,0,0,31,37,354.12,273.35,322.98,11.069,0.035,0,0.0,0.791,0.15626,-20.8565,45166,46165,,,-707383.6,-291293.25,-710203.6,,,,dqn,retraso
vecinos,42,24,66,5.00e-04,21.2,3588,71.93,178.32,43.44,146,-57044.5,-23.788,-65.315,2016,1372,643,6.924,2732,460.2,161.5,68,0.0,0,0,32,37,361.52,280.4,321.91,10.84,0.051,0,0.0,0.7815,0.16224,-21.0452,47182,48181,,,-658370.82,-287385.21,-661784.82,,,,dqn,retraso
vecinos,42,25,67,5.00e-04,21.2,3620,67.9,173.47,41.41,113,-53973.7,-22.508,-63.546,2026,1394,626,6.836,2803,454.5,159.2,45,0.0019,7,1,36,37,348.24,266.39,311.98,10.53,0.055,0,0.0,0.772,0.16537,-21.1837,49208,50207,,,-643723.25,-272064.96,-645865.25,,,,dqn,retraso
vecinos,42,26,68,5.00e-04,20.8,3620,66.73,173.23,40.71,121,-52853.4,-22.041,-63.46,2021,1383,634,6.823,2809,453.9,159.0,24,0.0,0,0,29,37,352.92,270.33,305.86,10.724,0.048,0,0.0,0.7625,0.16678,-21.4121,51229,52228,,,-641259.81,-266231.7,-643451.81,,,,dqn,retraso
vecinos,42,27,69,5.00e-04,21.1,3620,69.54,179.17,42.39,143,-55479.6,-23.136,-65.841,2021,1380,635,7.002,2765,464.2,162.6,5,0.0,0,0,32,37,346.25,263.25,301.69,10.308,0.034,0,0.0,0.753,0.16962,-21.527,53250,54249,,,-665327.8,-279329.11,-668333.8,,,,dqn,retraso
vecinos,42,28,70,5.00e-04,21.4,3620,74.21,190.64,45.19,134,-59262.4,-24.713,-70.092,2024,1393,629,7.399,2747,477.4,167.6,59,0.0,2,1,35,37,353.26,271.64,310.91,10.694,0.029,0,0.0,0.7435,0.17095,-21.6335,55274,56273,,,-709330.05,-298193.93,-711938.05,,,,dqn,retraso
vecinos,42,29,71,5.00e-04,21.0,3620,71.63,174.33,43.66,111,-57088.6,-23.807,-63.706,2036,1423,609,6.74,2776,454.3,159.7,70,0.0,0,0,31,37,343.09,262.1,308.76,10.146,0.045,0,0.0,0.734,0.1744,-21.8465,57310,58309,,,-648531.29,-287075.27,-651691.29,,,,dqn,retraso
vecinos,42,30,72,5.00e-04,20.7,3620,66.02,171.88,40.29,122,-52655.3,-21.958,-63.16,2020,1379,636,6.663,2811,451.7,157.9,35,0.0092,35,3,38,38,338.37,256.34,301.2,9.974,0.085,0,0.0,0.7245,0.17701,-21.8584,59330,60329,161.77,97.86,-637920.17,-265507.09,-642124.17,161.77,165.6,163.685,dqn,retraso
vecinos,42,31,73,5.00e-04,21.3,3620,66.17,176.73,40.37,112,-52335.3,-21.825,-64.767,2015,1366,645,6.936,2738,456.7,159.8,42,0.0,0,0,32,37,355.95,273.99,322.39,10.769,0.055,0,0.0,0.715,0.18042,-21.9367,61345,62344,,,-652522.69,-263475.51,-655084.69,,,,dqn,retraso
vecinos,42,32,74,5.00e-04,24.0,3620,73.0,176.98,44.46,141,-58672.3,-24.467,-64.911,2036,1424,609,6.789,2751,459.5,161.6,48,0.0,17,1,37,37,340.56,258.72,299.43,10.166,0.044,0,0.0,0.7055,0.17609,-21.8801,63381,64380,,,-660790.88,-295232.66,-665998.88,,,,dqn,retraso
vecinos,42,33,75,5.00e-04,22.7,3620,70.55,176.98,42.98,118,-56339.9,-23.495,-65.351,2015,1367,644,6.933,2740,458.3,160.8,70,0.0014,5,2,34,38,353.48,272.46,329.02,10.729,0.068,0,0.0,0.696,0.17963,-21.8521,65396,66395,,,-658410.85,-283668.05,-662382.85,,,,dqn,retraso
vecinos,42,34,76,5.00e-04,26.3,3620,71.8,174.22,43.75,120,-57999.4,-24.187,-63.932,2038,1427,606,6.631,2756,456.2,160.3,43,0.0031,17,3,38,38,351.54,269.69,317.92,10.314,0.049,0,0.0,0.6865,0.18098,-22.0283,67434,68433,,,-651470.31,-291742.52,-655396.31,,,,dqn,retraso
vecinos,42,35,77,5.00e-04,21.9,3613,72.31,172.37,43.97,134,-58043.3,-24.205,-63.227,2034,1417,613,6.512,2762,452.3,158.9,61,0.0,16,2,37,37,346.96,266.01,318.25,10.056,0.052,0,0.0,0.677,0.17977,-22.0757,69468,70467,,,-643020.18,-292216.82,-650568.18,,,,dqn,retraso
vecinos,42,36,78,5.00e-04,17.8,3618,69.89,171.06,42.54,119,-55828.0,-23.281,-62.278,2042,1438,599,6.583,2748,449.2,157.8,66,0.0017,6,1,36,38,352.0,271.01,312.23,10.437,0.045,0,0.0,0.6675,0.17643,-22.0784,71510,72509,,,-635862.48,-280799.1,-639200.48,,,,dqn,retraso
vecinos,42,37,79,5.00e-04,17.7,3599,74.82,179.6,45.3,141,-59835.4,-24.952,-65.471,2040,1432,602,6.765,2718,461.1,162.4,68,0.0017,8,2,35,37,348.7,267.73,318.81,10.177,0.05,0,0.0,0.658,0.17857,-22.2843,73550,74549,,,-667805.84,-301169.91,-672179.84,,,,dqn,retraso
vecinos,42,38,80,5.00e-04,17.3,3620,64.31,161.49,39.24,101,-50956.0,-21.249,-58.947,2030,1406,620,6.329,2783,438.8,153.6,27,0.0,1,1,34,37,340.01,257.53,306.78,10.072,0.072,0,0.0,0.6485,0.17923,-22.1878,75580,76579,,,-598308.5,-257170.31,-602356.5,,,,dqn,retraso
vecinos,42,39,81,5.00e-04,17.1,3620,61.65,159.74,37.64,111,-48621.4,-20.276,-58.032,2030,1405,620,6.338,2799,435.7,152.2,12,0.0,0,0,28,36,341.17,258.59,298.24,10.299,0.058,0,0.0,0.639,0.17968,-22.1932,77610,78609,,,-589025.17,-244936.96,-590235.17,,,,dqn,retraso
vecinos,42,40,82,5.00e-04,17.0,3620,67.07,161.93,40.91,116,-54075.1,-22.55,-59.045,2048,1452,590,6.009,2781,438.9,153.9,15,0.0,7,3,34,38,330.33,247.61,294.78,9.324,0.07,0,0.0,0.6295,0.1792,-22.0009,79658,80657,164.42,100.75,-604621.98,-272026.92,-607565.98,164.42,153.49,158.955,dqn,retraso
vecinos,42,41,83,5.00e-04,17.0,3620,68.89,168.24,41.98,110,-55065.3,-22.963,-61.262,2044,1444,596,6.435,2856,449.8,157.7,13,0.0,0,0,33,37,338.4,255.65,291.89,9.801,0.045,0,0.0,0.62,0.18341,-22.1448,81702,82701,,,-626094.75,-277306.91,-629204.75,,,,dqn,retraso
vecinos,42,42,84,5.00e-04,17.2,3620,67.56,167.75,41.23,130,-54668.7,-22.798,-61.464,2040,1435,600,6.372,2801,446.5,156.7,0,0.0008,3,1,34,37,328.76,245.78,280.54,9.554,0.045,0,0.0,0.6105,0.18114,-22.2056,83742,84741,,,-626932.76,-275130.34,-629438.76,,,,dqn,retraso
