t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,2,0,0,0,0,0,1,1
120,0,0,1,1,0,0,0,0
180,1,0,0,0,0,0,1,1
240,0,0,1,1,1,1,0,0
300,1,0,0,0,0,0,1,1
360,0,0,1,1,1,1,0,0
420,1,0,0,0,0,0,1,1
480,0,0,1,1,0,0,0,0
540,1,0,0,0,0,0,3,1
600,0,0,1,1,0,0,0,0
660,2,0,0,0,0,0,1,1
720,0,0,1,1,1,1,0,0
780,1,1,0,0,0,0,0,1
840,0,0,1,1,0,1,0,0
900,1,1,0,0,0,0,1,1
960,0,0,1,1,1,1,0,0
1020,1,0,0,0,0,0,1,1
1080,0,0,1,1,2,1,0,0
1140,1,0,0,0,0,0,1,1
1200,0,0,1,1,1,0,0,0
1260,3,0,0,0,0,0,1,0
1320,0,0,0,1,2,2,0,0
1380,1,0,0,0,0,0,2,1
1440,0,0,1,1,0,0,0,0
1500,0,0,0,0,0,0,1,0
1560,0,0,1,1,3,1,0,0
1620,0,0,0,0,0,0,0,1
1680,0,0,1,1,2,1,0,0
1740,2,0,0,0,0,0,2,1
1800,0,0,1,1,0,1,0,0
1860,0,0,0,0,0,0,1,1
1920,1,0,1,1,0,4,0,0
1980,2,0,0,0,0,0,1,1
2040,2,0,0,1,1,1,0,0
2100,1,0,0,0,0,0,1,1
2160,2,0,1,1,0,0,0,0
2220,0,0,1,1,3,1,0,0
2280,1,0,0,0,0,0,1,1
2340,0,0,1,1,0,0,0,0
2400,0,0,0,0,0,1,0,0
2460,2,1,0,0,0,0,1,1
2520,1,0,2,1,0,2,0,0
2580,1,1,0,0,0,0,0,0
2640,0,0,1,1,0,2,0,0
2700,1,2,0,0,0,0,1,1
2760,1,0,1,1,0,1,0,0
2820,2,1,0,0,0,0,1,1
2880,2,0,1,1,0,2,0,0
2940,0,0,1,1,0,0,1,1
3000,0,0,2,1,0,3,0,0
3060,1,1,0,0,0,0,1,1
3120,2,0,1,1,0,0,1,1
3180,2,0,1,1,0,1,0,0
3240,1,1,0,0,0,0,0,0
3300,1,0,0,1,0,0,0,0
3360,1,0,1,1,0,1,0,0
3420,0,0,3,2,0,0,1,1
3480,0,0,1,0,1,1,0,0
3540,2,0,0,0,0,0,0,0
3600,0,0,2,1,0,0,1,1
3660,0,0,0,0,0,0,0,0
