variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,epsilon,perdida_q,q_medio,actualizaciones,transiciones,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
vecinos,42,1,43,5.00e-04,10.8,2152,13.48,32.31,7.22,36,-5914.4,-2.601,-5.798,1899,1261,631,1.165,2089,277.0,95.3,0,0.0,0,0,10,13,180.25,48.45,52.74,1.751,0.371,0,0.0,1.0,0.01037,0.0256,900,1899,,,-55052.97,-29737.79,-55052.97,,,,dqn,retraso
vecinos,42,2,44,5.00e-04,13.6,2152,11.83,30.01,6.62,24,-5379.5,-2.378,-5.463,1888,1256,626,1.121,2082,273.0,93.8,0,0.0,0,0,7,11,176.91,45.08,48.48,1.695,0.412,0,0.0,0.9905,0.01552,-0.3473,2788,3787,,,-51569.98,-26948.18,-51569.98,,,,dqn,retraso
vecinos,42,3,45,5.00e-04,13.7,2152,13.51,32.7,7.37,29,-6030.2,-2.659,-5.934,1896,1261,628,1.177,2087,278.2,95.6,0,0.0,0,0,8,13,181.29,49.43,53.38,1.797,0.363,0,0.0,0.981,0.00216,-0.536,4684,5683,,,-56257.61,-30310.58,-56257.61,,,,dqn,retraso
vecinos,42,4,46,5.00e-04,13.6,2152,12.48,31.19,6.8,30,-5537.9,-2.435,-5.55,1900,1263,630,1.132,2086,275.1,94.6,0,0.0,0,0,8,11,178.27,46.61,49.4,1.691,0.407,0,0.0,0.9715,0.00231,-0.6527,6584,7583,,,-52725.0,-27907.19,-52725.0,,,,dqn,retraso
vecinos,42,5,47,5.00e-04,13.6,2152,11.92,30.41,6.62,31,-5436.1,-2.384,-5.494,1902,1257,638,1.128,2084,273.6,94.0,0,0.0,0,0,11,13,178.1,45.74,48.72,1.707,0.419,0,0.0,0.962,0.0026,-0.7555,8486,9485,,,-52244.2,-27244.91,-52244.2,,,,dqn,retraso
vecinos,42,6,48,5.00e-04,13.9,2152,12.55,31.34,6.88,30,-5639.9,-2.477,-5.68,1894,1249,642,1.161,2082,275.2,94.6,0,0.0,0,0,9,13,179.99,47.41,51.44,1.746,0.399,0,0.0,0.9525,0.00279,-0.8182,10380,11379,,,-53787.83,-28234.76,-53787.83,,,,dqn,retraso
vecinos,42,7,49,5.00e-04,13.7,2152,12.21,30.72,6.65,32,-5425.1,-2.392,-5.503,1891,1251,635,1.152,2094,274.7,94.4,0,0.0,0,0,9,12,177.22,45.39,48.04,1.737,0.396,0,0.0,0.943,0.00296,-0.8825,12271,13270,,,-52026.85,-27140.82,-52026.85,,,,dqn,retraso
vecinos,42,8,50,5.00e-04,13.4,2152,12.15,30.86,6.59,31,-5340.1,-2.355,-5.459,1888,1246,637,1.145,2089,274.4,94.3,0,0.0,0,0,9,13,177.54,45.98,48.41,1.694,0.412,0,0.0,0.9335,0.00305,-0.9398,14159,15158,,,-51535.38,-26828.39,-51535.38,,,,dqn,retraso
vecinos,42,9,51,5.00e-04,13.2,2152,11.5,29.55,6.32,34,-5068.0,-2.246,-5.348,1885,1255,624,1.081,2083,271.5,93.3,0,0.0,0,0,8,12,175.36,43.01,45.08,1.592,0.469,0,0.0,0.924,0.00299,-0.9892,16044,17043,,,-50409.1,-25682.66,-50409.1,,,,dqn,retraso
vecinos,42,10,52,5.00e-04,13.6,2152,11.85,30.03,6.33,27,-5164.8,-2.271,-5.325,1896,1257,635,1.098,2087,272.6,93.7,0,0.0,0,0,7,11,175.73,43.42,46.53,1.592,0.456,0,0.0,0.9145,0.00283,-1.035,17940,18939,21.99,7.08,-50476.78,-25863.28,-50476.78,21.99,22.13,22.06,dqn,retraso
vecinos,42,11,53,5.00e-04,13.7,2152,11.03,29.15,6.18,28,-4953.2,-2.196,-5.27,1873,1223,645,1.108,2092,271.4,93.2,0,0.0,0,0,8,12,174.44,42.65,46.07,1.621,0.441,0,0.0,0.905,0.00271,-1.0858,19813,20812,,,-49355.45,-24937.05,-49355.45,,,,dqn,retraso
vecinos,42,12,54,5.00e-04,13.6,2152,10.74,28.44,5.77,23,-4693.1,-2.064,-4.943,1897,1259,632,1.026,2087,269.1,92.5,0,0.0,0,0,7,11,172.47,40.42,42.92,1.469,0.52,0,0.0,0.8955,0.00272,-1.1316,21710,22709,,,-46885.76,-23511.71,-46885.76,,,,dqn,retraso
vecinos,42,13,55,5.00e-04,13.8,2152,11.39,29.64,6.2,33,-5003.5,-2.209,-5.225,1885,1240,638,1.082,2092,271.7,93.4,0,0.0,0,0,9,12,175.2,43.44,46.47,1.596,0.486,0,0.0,0.886,0.00259,-1.1594,23595,24594,,,-49245.94,-25226.77,-49245.94,,,,dqn,retraso
vecinos,42,14,56,5.00e-04,13.7,2152,11.72,29.83,6.26,35,-5077.5,-2.239,-5.271,1885,1235,644,1.101,2089,272.0,93.5,0,0.0,0,0,7,11,174.87,43.1,46.06,1.575,0.466,0,0.0,0.8765,0.0025,-1.1924,25480,26479,,,-49678.53,-25449.67,-49678.53,,,,dqn,retraso
vecinos,42,15,57,5.00e-04,13.9,2152,11.56,29.71,6.32,29,-5131.3,-2.271,-5.302,1883,1242,635,1.075,2087,272.4,93.6,0,0.0,0,0,9,12,175.31,43.75,46.39,1.583,0.469,0,0.0,0.867,0.00254,-1.2149,27363,28362,,,-49920.93,-25738.29,-49920.93,,,,dqn,retraso
