variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
local,4042,1,4043,1.00e-03,17.1,3569,79.47,200.88,47.72,105,-62439.3,-26.038,-73.488,2005,1340,661,7.813,2676,488.3,171.9,115,0.0,18,1,38,38,397.19,317.84,367.69,12.141,0.008,0,0.0,-0.002,23.3962,0.6793,0.0092,0.0613,,,-736718.44,-314001.38,-740090.44,,,,ippo,retraso
local,4042,2,4044,9.95e-04,17.3,3547,95.01,214.3,56.6,146,-75074.4,-31.307,-77.683,2035,1419,610,8.098,2655,509.4,180.5,119,0.0092,40,3,38,38,410.39,330.8,392.95,12.265,0.009,0,0.0,-0.0132,6.2591,0.6565,0.0094,0.1391,,,-790419.78,-377593.77,-799511.78,,,,ippo,retraso
local,4042,3,4045,9.90e-04,15.7,3620,75.17,176.87,46.09,137,-60614.2,-25.425,-64.734,2046,1472,566,6.669,2811,462.9,162.7,0,0.0,0,0,32,37,323.17,240.19,278.8,9.232,0.056,0,0.0,-0.0066,2.2212,0.6224,0.0071,0.0798,,,-662231.71,-304629.11,-665899.71,,,,ippo,retraso
local,4042,4,4046,9.85e-04,15.9,3620,73.92,179.48,46.36,125,-59515.2,-25.543,-66.991,2002,1439,551,6.835,2824,466.0,163.7,0,0.0,0,0,32,37,317.11,234.13,273.05,9.366,0.107,0,0.0,-0.0106,1.8282,0.5701,0.0066,0.0937,,,-670583.74,-299149.43,-672525.74,,,,ippo,retraso
local,4042,5,4047,9.80e-04,16.1,3620,86.57,186.29,53.62,143,-71872.0,-30.532,-69.554,2045,1495,522,6.589,2766,477.8,169.2,0,0.0033,12,1,38,38,296.26,213.43,241.94,8.052,0.109,0,0.0,-0.0105,1.9302,0.5195,0.0079,0.0988,,,-711194.23,-360833.45,-715624.23,,,,ippo,retraso
local,4042,6,4048,9.75e-04,15.5,3620,84.26,179.98,55.28,134,-68938.5,-31.025,-69.686,1957,1491,448,6.242,2810,467.6,165.5,0,0.0,0,0,32,37,280.59,197.61,220.36,7.311,0.143,0,0.0,-0.0058,1.5906,0.4883,0.0057,0.0862,,,-681881.12,-346585.51,-685891.12,,,,ippo,retraso
local,4042,7,4049,9.70e-04,15.2,3620,84.51,170.86,56.88,147,-70607.5,-32.598,-68.223,1923,1495,410,5.641,2791,457.0,161.8,0,0.0025,9,1,36,38,267.59,184.73,203.31,6.579,0.13,0,0.0,-0.0037,1.3556,0.4352,0.005,0.0749,,,-655967.87,-354761.67,-661129.87,,,,ippo,retraso
local,4042,8,4050,9.65e-04,15.5,3620,90.29,175.01,60.47,150,-75406.9,-34.654,-68.998,1957,1550,367,5.743,2765,461.9,164.4,0,0.0,0,0,32,38,269.79,187.12,204.66,6.794,0.156,0,0.0,-0.0046,1.4732,0.4189,0.0046,0.0609,,,-675144.01,-378825.11,-681328.01,,,,ippo,retraso
local,4042,9,4051,9.60e-04,14.9,3620,86.0,165.99,58.03,151,-73529.8,-34.042,-66.322,1955,1561,346,5.254,2826,449.4,159.6,0,0.0,0,0,33,37,265.07,182.26,196.4,6.292,0.185,0,0.0,-0.0034,1.6473,0.4075,0.004,0.0575,,,-648294.52,-369186.23,-654072.52,,,,ippo,retraso
local,4042,10,4052,9.55e-04,15.4,3620,79.24,157.1,53.06,142,-66289.2,-30.408,-61.604,1961,1547,368,5.086,2816,436.4,154.3,0,0.0,0,0,32,38,267.29,184.6,203.81,6.427,0.149,0,0.0,-0.0053,1.3256,0.3384,0.005,0.0724,165.18,106.57,-604025.66,-333011.36,-608947.66,165.18,161.67,163.425,ippo,retraso
local,4042,11,4053,9.50e-04,15.5,3620,91.25,165.4,60.29,155,-77900.4,-35.313,-64.584,2010,1628,330,4.861,2778,449.9,160.2,0,0.0086,39,4,38,38,271.83,188.74,207.87,5.856,0.158,0,0.0,-0.0065,1.6156,0.3425,0.0056,0.0745,,,-649066.6,-391385.14,-659112.6,,,,ippo,retraso
local,4042,12,4054,9.45e-04,15.0,3620,82.03,154.87,55.09,147,-68647.3,-31.635,-60.514,1974,1592,332,4.776,2827,433.4,153.9,0,0.0008,3,1,34,38,264.1,181.33,194.51,5.874,0.225,0,0.0,-0.0016,1.3863,0.3233,0.0038,0.0478,,,-597277.92,-344730.83,-604883.92,,,,ippo,retraso
local,4042,13,4055,9.40e-04,15.0,3620,77.21,149.21,52.38,129,-64124.6,-29.825,-58.769,1948,1558,342,4.808,2830,424.7,150.6,0,0.0,0,0,33,38,257.58,174.74,189.21,6.061,0.257,0,0.0,-0.0077,1.0692,0.3555,0.0069,0.0722,,,-572407.6,-322227.77,-578181.6,,,,ippo,retraso
local,4042,14,4056,9.35e-04,14.9,3620,79.9,153.26,53.55,135,-66172.7,-30.41,-59.279,1981,1607,329,4.857,2820,431.8,153.1,0,0.0,0,0,31,37,271.5,188.47,204.96,6.246,0.186,0,0.0,-0.0016,0.9003,0.3348,0.0037,0.0452,,,-587161.33,-332349.41,-593389.33,,,,ippo,retraso
local,4042,15,4057,9.30e-04,14.6,3620,78.48,143.07,51.74,143,-66148.3,-29.904,-54.796,2027,1661,313,4.26,2828,415.5,147.5,0,0.0028,10,2,36,37,264.73,182.01,201.36,5.606,0.232,0,0.0,-0.0006,0.9916,0.2802,0.0036,0.0428,,,-555353.01,-332166.89,-564929.01,,,,ippo,retraso
local,4042,16,4058,9.25e-04,14.9,3620,83.79,150.11,55.23,159,-71371.2,-32.265,-58.173,2022,1657,320,4.416,2807,427.4,152.0,0,0.0,0,0,33,38,275.63,192.78,210.17,5.851,0.245,0,0.0,-0.0018,1.0946,0.2835,0.0034,0.0415,,,-588130.49,-358718.67,-598548.49,,,,ippo,retraso
local,4042,17,4059,9.20e-04,14.6,3620,74.8,142.63,50.38,129,-61958.3,-28.605,-54.933,1989,1643,299,4.506,2859,415.7,147.2,0,0.0,0,0,33,37,272.71,189.77,206.54,6.179,0.179,0,0.0,-0.0004,1.1669,0.2767,0.0055,0.0572,,,-546307.34,-311310.07,-553425.34,,,,ippo,retraso
local,4042,18,4060,9.15e-04,14.6,3620,78.18,148.55,52.21,141,-64923.9,-29.727,-57.282,1991,1633,327,4.646,2840,424.6,150.4,0,0.0,0,0,33,38,276.44,193.58,213.4,6.162,0.183,0,0.0,0.0014,1.0665,0.303,0.0039,0.0538,,,-570237.97,-326269.66,-577953.97,,,,ippo,retraso
local,4042,19,4061,9.10e-04,14.7,3620,79.43,146.56,53.17,159,-66361.8,-30.469,-56.984,1986,1627,327,4.472,2845,422.2,149.6,0,0.0,0,0,32,37,277.33,194.51,216.8,5.984,0.199,0,0.0,-0.0006,1.091,0.2758,0.0046,0.0446,,,-565855.55,-333491.42,-573267.55,,,,ippo,retraso
local,4042,20,4062,9.05e-04,14.4,3620,75.13,141.66,50.4,143,-62572.7,-28.782,-54.788,1989,1636,315,4.407,2853,414.2,146.7,0,0.0,0,0,32,37,267.79,184.93,204.3,5.916,0.207,0,0.0,0.0009,0.8115,0.2681,0.004,0.05,141.8,81.57,-544870.63,-314686.06,-552032.63,141.8,147.09,144.445,ippo,retraso
local,4042,21,4063,9.00e-04,14.1,3620,79.08,140.08,53.29,148,-67039.6,-30.979,-55.075,1988,1647,299,4.071,2869,413.5,146.7,0,0.0008,3,2,34,37,262.13,179.31,199.05,5.4,0.245,0,0.0,0.0052,0.842,0.2664,0.0028,0.0337,,,-547440.89,-337166.94,-556956.89,,,,ippo,retraso
local,4042,22,4064,8.95e-04,14.7,3620,82.18,150.52,54.98,170,-69342.4,-31.838,-58.682,1992,1646,315,4.539,2827,429.3,152.3,0,0.0,0,0,33,38,274.75,191.69,206.73,6.022,0.164,0,0.0,-0.0039,1.1531,0.276,0.0038,0.0473,,,-584471.12,-348175.49,-593245.12,,,,ippo,retraso
