variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,epsilon,perdida_q,q_medio,actualizaciones,transiciones,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
vecinos,4042,1,4043,5.00e-04,10.2,2582,20.31,42.64,10.03,46,-8081.0,-3.549,-8.071,1908,1281,621,1.466,2500,295.3,101.8,0,0.0,0,0,11,16,188.54,56.64,61.37,2.043,0.27,0,0.0,1.0,0.00364,-0.0905,909,1908,,,-76997.61,-41521.18,-76997.61,,,,dqn,retraso
vecinos,4042,2,4044,5.00e-04,12.1,2582,19.44,41.87,10.71,50,-8611.2,-3.797,-8.57,1892,1253,634,1.469,2500,293.3,101.0,0,0.0,0,0,14,19,192.08,59.57,67.47,2.149,0.273,0,0.0,0.9905,0.00274,-0.2308,2801,3800,,,-81067.88,-44162.4,-81067.88,,,,dqn,retraso
vecinos,4042,3,4045,5.00e-04,12.5,2582,18.76,40.57,8.95,41,-7229.5,-3.167,-7.354,1912,1281,624,1.397,2494,290.7,100.2,0,0.0,0,0,12,14,184.08,51.64,56.27,1.855,0.374,0,0.0,0.981,0.00361,-0.3956,4713,5712,,,-70302.63,-36991.67,-70302.63,,,,dqn,retraso
vecinos,4042,4,4046,5.00e-04,12.4,2582,20.09,42.23,9.21,45,-7437.0,-3.249,-7.539,1919,1292,621,1.43,2494,293.3,101.2,0,0.0,0,0,12,17,185.12,52.92,58.49,1.915,0.322,0,0.0,0.9715,0.00345,-0.5985,6632,7631,,,-72337.17,-38090.42,-72337.17,,,,dqn,retraso
vecinos,4042,5,4047,5.00e-04,12.2,2582,21.33,43.95,9.04,37,-7287.2,-3.2,-7.428,1904,1271,625,1.495,2501,295.4,102.1,0,0.0,0,0,10,14,183.54,51.41,56.21,1.866,0.345,0,0.0,0.962,0.00384,-0.7363,8536,9535,,,-70716.93,-37309.07,-70716.93,,,,dqn,retraso
vecinos,4042,6,4048,5.00e-04,12.2,2582,15.79,36.5,8.21,44,-6543.0,-2.874,-6.928,1901,1266,631,1.278,2502,283.9,97.7,0,0.0,0,0,13,13,180.14,48.22,52.54,1.737,0.404,0,0.0,0.9525,0.0042,-0.8674,10437,11436,,,-65850.67,-33657.64,-65850.67,,,,dqn,retraso
vecinos,4042,7,4049,5.00e-04,12.2,2582,16.59,37.68,8.57,34,-6796.0,-3.0,-7.213,1896,1269,622,1.303,2501,286.0,98.4,0,0.0,0,0,10,14,182.21,50.19,54.27,1.782,0.372,0,0.0,0.943,0.00437,-0.9891,12333,13332,,,-68383.42,-35079.86,-68383.42,,,,dqn,retraso
vecinos,4042,8,4050,5.00e-04,12.3,2582,20.0,42.41,8.88,35,-7159.2,-3.124,-7.34,1920,1288,626,1.427,2488,293.9,101.4,0,0.0,0,0,9,14,183.54,51.51,55.84,1.846,0.356,0,0.0,0.9335,0.00465,-1.1118,14253,15252,,,-70462.12,-36708.46,-70462.12,,,,dqn,retraso
vecinos,4042,9,4051,5.00e-04,12.4,2582,21.12,44.0,8.01,34,-6372.5,-2.795,-6.887,1889,1227,656,1.473,2503,294.9,102.0,0,0.0,0,0,10,15,179.79,47.94,51.86,1.751,0.395,0,0.0,0.924,0.00478,-1.2463,16142,17141,,,-65050.76,-32793.99,-65050.76,,,,dqn,retraso
vecinos,4042,10,4052,5.00e-04,12.3,2582,19.81,42.14,9.04,38,-7218.2,-3.183,-7.488,1895,1261,628,1.433,2499,293.1,101.1,0,0.0,0,0,10,15,184.07,52.5,57.43,1.879,0.348,0,0.0,0.9145,0.00453,-1.307,18037,19036,31.4,13.71,-70944.13,-37007.78,-70944.13,31.4,30.73,31.065,dqn,retraso
