variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
local,4042,157,4199,2.20e-04,25.6,4350,8.71,26.88,11.01,32,-8232.9,-1.22,-3.77,5300,2859,2426,1.366,4202,304.0,105.0,0,0.0,0,0,4,8,128.81,23.82,24.27,1.118,0.68,0,0.0,-0.0002,0.0159,0.1171,0.0009,0.01,,,-99912.69,-43132.29,-99912.69,,,,ippo,retraso
local,4042,158,4200,2.15e-04,25.8,4350,8.54,26.67,10.61,32,-8087.8,-1.179,-3.673,5399,2940,2442,1.366,4199,303.4,104.8,0,0.0,0,0,4,7,131.75,26.21,28.31,1.32,0.588,0,0.0,-0.0005,0.0144,0.1229,0.0012,0.0161,,,-99163.42,-42224.36,-99163.42,,,,ippo,retraso
local,4042,159,4201,2.10e-04,26.0,4350,8.67,26.57,10.94,36,-8145.0,-1.208,-3.742,5303,2870,2418,1.342,4191,303.1,104.7,0,0.0,0,0,4,7,130.93,25.5,26.02,1.225,0.639,0,0.0,0.0004,0.0156,0.1164,0.0009,0.0094,,,-99229.84,-42852.6,-99229.84,,,,ippo,retraso
local,4042,160,4202,2.05e-04,25.7,4350,8.29,26.01,10.48,35,-7814.1,-1.159,-3.634,5295,2852,2425,1.312,4200,301.6,104.2,0,0.0,0,0,4,7,130.69,25.38,26.11,1.249,0.633,0,0.0,-0.0003,0.0137,0.1217,0.0006,0.0079,25.9,8.24,-96213.74,-41034.88,-96213.74,25.9,25.8,25.85,ippo,retraso
local,4042,161,4203,2.00e-04,25.7,4350,8.17,26.15,10.26,30,-7774.3,-1.14,-3.622,5366,2905,2444,1.32,4205,302.1,104.3,0,0.0,0,0,3,7,130.25,24.93,25.66,1.173,0.674,0,0.0,-0.002,0.0143,0.1229,0.0016,0.0219,,,-97176.48,-40655.76,-97176.48,,,,ippo,retraso
local,4042,162,4204,1.95e-04,24.9,4350,8.11,25.91,10.28,33,-7677.4,-1.136,-3.628,5299,2841,2444,1.294,4203,301.7,104.2,0,0.0,0,0,3,7,129.42,24.15,25.23,1.124,0.688,0,0.0,-0.0002,0.0138,0.108,0.0007,0.0088,,,-96132.06,-40315.53,-96132.06,,,,ippo,retraso
local,4042,163,4205,1.90e-04,27.1,4350,8.86,27.01,11.12,31,-8331.6,-1.233,-3.785,5308,2857,2435,1.378,4200,303.9,105.0,0,0.0,0,0,4,7,130.58,24.96,26.33,1.195,0.659,0,0.0,-0.0002,0.0148,0.1194,0.001,0.0116,,,-100456.53,-43648.15,-100456.53,,,,ippo,retraso
local,4042,164,4206,1.85e-04,25.0,4350,8.1,25.75,10.31,31,-7707.0,-1.143,-3.606,5288,2834,2439,1.261,4204,301.3,104.1,0,0.0,0,0,4,7,128.71,23.31,24.04,1.062,0.727,0,0.0,-0.0005,0.0142,0.1068,0.0007,0.009,,,-95342.86,-40372.75,-95342.86,,,,ippo,retraso
local,4042,165,4207,1.80e-04,25.6,4350,8.07,25.82,10.18,32,-7625.6,-1.125,-3.596,5316,2845,2455,1.284,4206,301.5,104.2,0,0.0,0,0,4,7,129.68,24.6,25.08,1.154,0.669,0,0.0,-0.0014,0.0139,0.1074,0.0015,0.0173,,,-95594.55,-40053.69,-95594.55,,,,ippo,retraso
local,4042,166,4208,1.75e-04,25.9,4350,9.03,27.25,11.25,30,-8535.8,-1.256,-3.834,5321,2839,2467,1.4,4206,304.5,105.1,0,0.0,0,0,4,7,130.08,24.42,25.29,1.14,0.688,0,0.0,-0.0003,0.0176,0.1039,0.0006,0.0089,,,-102015.94,-44369.94,-102015.94,,,,ippo,retraso
local,4042,167,4209,1.70e-04,25.9,4350,8.57,26.54,10.74,30,-8075.2,-1.192,-3.708,5317,2848,2454,1.35,4203,302.7,104.6,0,0.0,0,0,4,8,130.06,24.51,25.35,1.154,0.675,0,0.0,-0.002,0.0131,0.0985,0.0011,0.0167,,,-98570.83,-42268.08,-98570.83,,,,ippo,retraso
local,4042,168,4210,1.65e-04,25.7,4350,9.06,27.23,11.39,33,-8539.8,-1.269,-3.815,5273,2814,2445,1.405,4202,304.6,105.2,0,0.0,0,0,3,7,130.37,24.98,25.49,1.224,0.646,0,0.0,-0.0001,0.0139,0.0962,0.0009,0.0109,,,-100570.64,-44517.26,-100570.64,,,,ippo,retraso
local,4042,169,4211,1.60e-04,25.4,4350,8.07,25.92,10.27,29,-7670.4,-1.138,-3.64,5279,2809,2453,1.292,4199,302.0,104.3,0,0.0,0,0,4,7,129.77,24.23,25.35,1.136,0.675,0,0.0,-0.001,0.0132,0.0912,0.0008,0.0102,,,-96074.45,-40172.98,-96074.45,,,,ippo,retraso
local,4042,170,4212,1.55e-04,25.8,4350,9.56,28.12,11.92,33,-9014.0,-1.33,-3.941,5309,2830,2464,1.475,4200,306.4,105.8,0,0.0,0,0,4,7,131.27,25.99,27.15,1.3,0.605,0,0.0,-0.001,0.0178,0.0924,0.0008,0.0097,26.44,8.46,-104607.07,-46933.04,-104607.07,26.44,25.96,26.2,ippo,retraso
local,4042,171,4213,1.50e-04,25.3,4350,7.97,25.78,10.14,31,-7571.1,-1.12,-3.592,5290,2805,2469,1.264,4200,301.7,104.2,0,0.0,0,0,4,7,129.38,24.4,25.82,1.138,0.669,0,0.0,-0.0001,0.0135,0.0871,0.0005,0.0059,,,-95003.53,-39807.45,-95003.53,,,,ippo,retraso
