t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,0,0,0,0,0,0,1,1
120,0,0,1,1,2,0,0,0
180,0,0,0,0,0,0,1,1
240,0,0,1,1,1,1,0,0
300,2,1,0,0,0,0,2,1
360,0,0,1,1,1,1,0,0
420,2,0,0,0,0,0,1,1
480,0,1,0,1,0,0,0,1
540,0,0,1,1,0,0,2,1
600,1,0,0,0,0,0,1,1
660,0,0,1,1,0,0,0,0
720,2,0,0,0,0,0,1,1
780,0,0,1,1,1,0,0,0
840,1,2,0,0,0,0,1,0
900,0,0,1,0,0,0,0,0
960,3,1,0,0,0,0,2,1
1020,0,0,1,3,0,0,0,0
1080,2,0,0,0,0,0,1,1
1140,0,0,2,1,2,1,0,0
1200,2,0,0,0,0,0,1,1
1260,0,0,1,1,0,0,0,0
1320,2,0,0,0,0,0,1,1
1380,0,0,0,1,1,1,0,0
1440,3,0,0,0,0,0,1,2
1500,0,0,1,0,1,1,0,0
1560,1,0,0,0,0,0,1,1
1620,0,0,1,3,1,0,1,0
1680,1,0,0,0,0,0,2,1
1740,0,0,1,1,1,1,0,0
1800,1,0,0,0,0,0,1,1
1860,0,0,1,1,0,3,0,0
1920,1,0,0,0,0,0,1,1
1980,1,0,2,1,0,2,0,0
2040,2,1,0,0,0,0,1,1
2100,0,0,0,1,1,2,0,0
2160,2,0,0,0,0,0,1,1
2220,0,0,1,1,0,1,0,0
2280,0,0,0,0,0,0,1,1
2340,1,0,1,1,0,1,0,0
2400,1,0,1,0,0,0,1,1
2460,0,0,1,1,1,2,0,0
2520,2,1,0,0,0,0,1,2
2580,0,0,1,1,0,2,0,0
2640,1,0,1,0,0,0,1,2
2700,1,0,1,1,0,1,0,0
2760,0,0,0,0,0,0,1,1
2820,2,0,1,0,0,2,0,0
2880,0,0,0,0,0,0,1,1
2940,1,0,0,1,1,1,0,0
3000,0,1,0,0,0,0,1,1
3060,0,0,1,1,0,4,0,0
3120,2,0,0,0,0,0,1,1
3180,0,0,1,1,0,3,0,0
3240,2,1,0,0,0,0,0,1
3300,0,0,3,1,0,0,0,0
3360,0,0,1,0,0,0,1,2
3420,0,0,3,1,0,1,0,0
3480,2,2,0,0,0,0,1,1
3540,2,0,1,0,1,2,0,0
3600,1,0,0,0,0,0,1,1
3660,0,0,0,0,0,0,0,0
