t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,0,0,1,0,0,0,0,0
120,0,0,0,0,0,0,2,1
180,1,1,0,0,0,0,1,1
240,4,1,0,0,0,0,0,0
300,0,0,0,0,0,0,3,2
360,2,1,0,0,0,0,1,0
420,0,0,0,2,0,0,1,1
480,0,0,1,1,0,0,1,0
540,2,0,0,0,0,0,1,1
600,1,0,0,0,0,0,1,1
660,1,0,0,0,0,1,0,0
720,1,0,0,0,0,0,1,1
780,0,0,1,3,2,0,0,0
840,0,0,0,0,0,0,2,0
900,0,0,1,1,0,0,0,1
960,0,0,1,1,0,1,0,0
1020,1,0,0,0,0,0,1,1
1080,0,1,0,0,0,0,0,0
1140,0,0,2,1,0,0,0,0
1200,0,0,1,1,0,0,1,2
1260,1,0,0,0,0,0,1,0
1320,0,0,0,1,1,2,0,0
1380,1,0,0,0,0,0,2,0
1440,2,0,0,0,0,0,1,1
1500,0,0,1,1,1,1,0,0
1560,0,0,1,1,0,0,1,1
1620,0,0,1,1,3,0,0,0
1680,0,0,1,0,0,0,1,1
1740,0,0,0,0,0,0,1,0
1800,0,0,2,2,0,0,0,0
1860,0,0,1,1,0,2,0,1
1920,0,0,1,1,1,3,0,0
1980,0,0,0,0,0,1,0,0
2040,0,0,0,0,1,4,0,1
2100,1,2,0,0,0,0,0,1
2160,0,0,1,1,0,0,0,0
2220,1,2,0,0,0,0,1,1
2280,1,1,0,0,0,0,1,1
2340,0,3,0,0,2,1,0,0
2400,0,0,1,1,1,2,0,0
2460,1,1,1,0,1,1,0,0
2520,2,2,1,0,1,0,0,0
2580,1,1,0,0,0,0,0,1
2640,0,0,1,1,0,0,1,1
2700,0,0,3,3,0,0,1,1
2760,0,0,1,1,0,0,1,1
2820,1,1,0,0,0,0,1,1
2880,2,0,1,1,0,0,0,0
2940,0,0,0,0,0,0,1,1
3000,0,0,2,1,0,0,1,1
3060,0,0,1,1,1,3,0,0
3120,2,0,0,0,1,2,0,0
3180,0,0,2,1,0,0,0,0
3240,0,1,1,0,0,0,0,1
3300,1,0,0,1,0,0,1,1
3360,1,0,1,1,2,2,0,0
3420,0,0,1,1,1,1,0,0
3480,0,0,0,0,2,3,0,1
3540,2,1,0,0,0,0,0,1
3600,0,0,1,1,0,0,1,1
3660,0,1,0,0,2,0,0,0
