t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,1,0,3,4,0,0,4,3
120,3,0,2,2,0,0,2,2
180,11,2,0,0,9,0,0,1
240,4,0,0,2,7,1,0,0
300,0,0,4,6,0,0,6,4
360,13,0,2,3,0,0,4,2
420,17,5,0,0,16,4,1,0
480,3,0,6,8,6,0,0,0
540,9,0,4,6,0,0,7,4
600,17,0,1,2,3,0,2,2
660,13,4,0,0,16,5,0,0
720,8,1,4,7,3,0,2,0
780,13,0,2,5,0,0,5,4
840,15,0,1,2,7,0,1,2
900,8,2,0,0,10,1,0,0
960,9,0,5,6,0,0,7,5
1020,14,0,1,3,0,0,4,3
1080,17,2,0,0,15,0,1,0
1140,6,2,0,0,11,2,0,0
1200,9,0,4,5,0,0,6,5
1260,11,0,3,4,0,0,5,3
1320,12,0,1,1,11,0,2,2
1380,8,3,0,0,11,3,0,0
1440,10,0,5,7,0,0,6,5
1500,18,0,2,2,0,0,4,3
1560,15,0,0,2,11,0,1,2
1620,5,2,0,0,10,2,0,0
1680,8,0,4,6,0,0,6,5
1740,15,0,3,4,0,0,4,3
1800,18,5,0,0,13,1,1,1
1860,3,1,0,1,5,4,0,0
1920,9,10,11,4,0,0,5,9
1980,26,22,7,1,0,9,2,9
2040,15,20,6,0,12,24,0,3
2100,18,12,13,4,0,32,4,15
2160,29,20,6,0,10,35,0,0
2220,21,24,3,1,5,15,0,9
2280,14,31,4,0,5,33,3,14
2340,10,13,5,0,13,33,0,10
2400,23,13,13,3,0,20,5,29
2460,30,28,0,0,2,36,2,11
2520,10,8,3,0,6,31,0,22
2580,28,15,10,3,0,28,3,20
2640,28,27,1,0,8,45,0,0
2700,36,6,1,0,0,28,0,14
2760,25,4,1,0,0,43,1,6
2820,21,12,5,3,4,31,0,0
2880,21,18,5,2,3,20,0,0
2940,37,25,0,0,0,39,0,0
3000,0,37,10,6,0,25,4,5
3060,20,14,9,0,0,44,2,11
3120,29,17,6,2,3,48,0,0
3180,20,20,2,1,4,21,0,0
3240,36,22,0,0,0,40,0,0
3300,23,13,2,0,2,18,0,0
3360,27,7,3,0,0,21,1,1
3420,21,22,7,4,0,28,2,2
3480,12,21,11,0,7,35,0,7
3540,35,32,0,0,1,40,0,0
3600,21,20,0,0,2,36,0,0
3660,25,8,0,0,1,27,0,3
3720,17,11,2,0,0,13,0,3
3780,13,3,0,0,0,17,0,3
3840,10,13,0,0,0,7,0,0
3900,12,25,0,0,5,11,0,0
3960,2,22,0,0,0,7,0,0
4020,4,12,0,0,0,12,0,0
4080,9,3,0,0,0,14,0,0
4140,4,16,0,0,0,7,0,0
4200,6,25,0,0,4,6,0,0
4260,1,21,0,0,0,11,0,0
4320,10,11,0,0,0,15,0,0
4380,7,4,0,0,0,13,0,0
4440,0,7,0,0,0,10,0,0
4500,0,6,0,0,0,2,0,0
4560,0,0,0,0,0,1,0,0
4620,0,0,0,0,0,2,0,0
4680,0,0,0,0,0,2,0,0
4740,0,3,0,0,0,8,0,0
4800,0,2,0,0,0,1,0,0
4860,0,0,0,0,0,1,0,0
4920,0,0,0,0,0,1,0,0
4980,0,0,0,0,0,1,0,0
5040,0,5,0,0,0,3,0,0
5100,0,0,0,0,0,0,0,0
5160,0,0,0,0,0,0,0,0
5220,0,0,0,0,0,0,0,0
5280,0,0,0,0,0,1,0,0
5340,0,5,0,0,0,3,0,0
5400,0,0,0,0,0,0,0,0
5460,0,0,0,0,0,0,0,0
