t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,2,0,0,0,0,0,0,0
120,3,0,0,0,2,1,0,0
180,1,0,0,0,2,1,0,0
240,3,0,0,0,1,1,0,0
300,0,0,1,1,4,1,0,0
360,1,0,0,0,0,0,1,0
420,3,0,0,0,0,0,1,1
480,0,0,1,2,3,0,0,0
540,0,0,0,1,5,0,0,0
600,0,0,1,2,5,0,0,0
660,0,0,1,2,0,0,1,1
720,1,0,0,0,0,0,1,1
780,3,2,0,0,0,0,0,1
840,2,1,0,0,0,0,1,0
900,1,0,0,1,3,0,0,0
960,2,0,0,0,6,0,1,0
1020,0,1,1,3,5,1,0,0
1080,0,0,1,2,2,1,0,0
1140,0,0,0,0,4,0,0,0
1200,5,0,0,0,0,0,0,0
1260,4,0,0,0,3,0,0,0
1320,0,0,0,2,4,2,0,0
1380,0,0,0,0,6,1,0,0
1440,4,0,0,0,3,1,0,0
1500,0,0,1,1,3,1,0,0
1560,0,0,1,1,3,0,0,0
1620,2,0,0,0,0,0,1,1
1680,2,1,0,0,0,1,0,0
1740,1,0,0,0,5,1,0,0
1800,3,0,0,0,2,1,0,0
1860,0,0,2,1,0,0,1,2
1920,0,2,1,1,1,2,0,0
1980,2,0,0,0,0,0,1,3
2040,0,0,3,1,0,0,1,1
2100,2,0,0,1,0,0,1,1
2160,0,1,0,0,0,0,1,0
2220,0,4,0,0,0,1,0,0
2280,1,1,1,0,0,3,0,0
2340,1,0,1,1,0,0,0,0
2400,0,0,1,1,3,3,0,0
2460,2,0,1,0,0,0,1,2
2520,2,5,0,0,0,0,1,1
2580,0,6,1,0,0,0,0,1
2640,0,0,1,1,0,0,0,0
2700,0,0,1,0,0,5,0,1
2760,0,0,2,2,0,3,0,1
2820,1,8,0,0,1,2,0,0
2880,0,2,2,1,0,3,0,1
2940,1,6,0,0,0,0,1,1
3000,1,9,0,0,0,2,0,0
3060,1,0,1,1,0,1,0,0
3120,0,1,1,0,0,0,1,0
3180,0,0,1,1,0,0,1,1
3240,2,0,1,1,0,0,0,1
3300,0,0,1,1,1,0,0,0
3360,0,0,1,0,0,1,0,1
3420,0,0,3,1,0,3,0,0
3480,0,0,1,1,1,2,0,0
3540,0,0,1,0,2,4,0,0
3600,0,0,0,0,0,0,1,3
3660,0,0,0,0,0,0,0,0
