variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,epsilon,perdida_q,q_medio,actualizaciones,transiciones,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
vecinos,2042,1,2043,5.00e-04,29.2,4350,16.3,36.06,19.7,55,-15654.9,-2.313,-5.132,5643,3740,1887,1.618,4192,319.5,110.8,0,0.0,0,0,9,12,141.87,36.48,39.03,1.588,0.473,0,0.0,1.0,0.00268,-0.1016,4644,5643,,,-144810.32,-80046.37,-144810.32,,,,dqn,retraso
vecinos,2042,2,2044,5.00e-04,31.0,4350,16.57,36.47,19.96,50,-15864.4,-2.341,-5.199,5651,3736,1896,1.647,4187,320.6,111.1,0,0.0,0,0,8,10,145.13,39.6,42.31,1.745,0.386,0,0.0,0.9905,0.00226,-0.4767,10295,11294,,,-146888.45,-81176.47,-146888.45,,,,dqn,retraso
vecinos,2042,3,2045,5.00e-04,31.3,4350,16.31,36.13,19.7,45,-15599.5,-2.305,-5.149,5624,3686,1923,1.654,4186,320.0,111.0,0,0.0,0,0,8,10,140.43,34.96,36.64,1.571,0.484,0,0.0,0.981,0.00261,-0.7717,15919,16918,,,-144793.34,-79937.55,-144793.34,,,,dqn,retraso
vecinos,2042,4,2046,5.00e-04,31.5,4350,15.85,35.49,19.06,49,-15176.8,-2.231,-5.009,5664,3732,1914,1.612,4187,318.8,110.5,0,0.0,0,0,7,10,140.25,35.09,36.35,1.574,0.458,0,0.0,0.9715,0.00281,-0.9666,21583,22582,,,-141855.9,-77743.28,-141855.9,,,,dqn,retraso
vecinos,2042,5,2047,5.00e-04,31.4,4350,16.64,36.19,20.06,52,-15950.1,-2.35,-5.147,5663,3760,1888,1.609,4191,319.5,110.8,0,0.0,0,0,7,10,142.51,37.2,39.2,1.654,0.427,0,0.0,0.962,0.00269,-1.1003,27246,28245,,,-145750.74,-81843.01,-145750.74,,,,dqn,retraso
vecinos,2042,6,2048,5.00e-04,31.4,4350,16.79,36.67,20.25,57,-16112.9,-2.378,-5.225,5662,3770,1876,1.65,4186,321.0,111.3,0,0.0,0,0,9,10,142.86,37.54,38.71,1.619,0.442,0,0.0,0.9525,0.00255,-1.2173,32908,33907,,,-147915.54,-82415.8,-147915.54,,,,dqn,retraso
vecinos,2042,7,2049,5.00e-04,31.3,4350,16.37,35.99,19.68,55,-15696.2,-2.307,-5.117,5657,3710,1926,1.619,4189,319.2,110.7,0,0.0,0,0,8,11,141.6,36.53,37.46,1.629,0.441,0,0.0,0.943,0.00294,-1.3053,38565,39564,,,-144727.86,-80353.21,-144727.86,,,,dqn,retraso
vecinos,2042,8,2050,5.00e-04,31.2,4350,15.83,35.48,19.12,46,-15161.6,-2.234,-5.022,5651,3729,1904,1.635,4200,318.6,110.4,0,0.0,0,0,6,9,142.46,36.85,38.33,1.653,0.439,0,0.0,0.9335,0.00281,-1.3862,44216,45215,,,-141893.09,-77536.36,-141893.09,,,,dqn,retraso
vecinos,2042,9,2051,5.00e-04,31.4,4350,15.68,35.05,18.9,56,-14911.4,-2.197,-4.941,5650,3721,1915,1.591,4198,317.4,110.1,0,0.0,0,0,8,10,141.01,35.48,36.68,1.572,0.472,0,0.0,0.924,0.00301,-1.4247,49866,50865,,,-139591.28,-76803.29,-139591.28,,,,dqn,retraso
vecinos,2042,10,2052,5.00e-04,31.8,4350,15.87,35.42,19.01,48,-15102.6,-2.214,-4.969,5680,3739,1922,1.615,4191,318.6,110.5,0,0.0,0,0,11,12,139.79,34.44,36.34,1.542,0.486,0,0.0,0.9145,0.00325,-1.4334,55546,56545,27.4,10.54,-141117.67,-77579.96,-141117.67,27.4,27.54,27.47,dqn,retraso
