modo,episodio,semilla,epsilon,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,decisiones,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,estados_q,dq_max,eval_timeloss,eval_espera
baseline,0,999,0,2582,14.44,31.1,5.25,16,-4152.4,-1.838,2259,490,0.838,2503,265.4,92.1,,0.0,,
baseline,0,1999,0,2582,13.99,30.41,5.29,16,-4161.6,-1.842,2259,490,0.817,2502,263.7,91.5,,0.0,,
