verde,izquierda,verde_transversal,offsets,timeloss_prom,espera_prom,paradas_prom,throughput,co2_prom,timeloss_sd,semillas
30,,20,0/40/24,39.24,18.68,1.33,2505.33,285.43,4.06,2001-2003
35,,20,0/5/5,39.29,19.2,1.27,2494.33,284.77,1.93,2001-2003
20,,15,0/35/35,39.4,17.69,1.57,2498.67,291.23,2.93,2001-2003
15,,20,0/30/19,39.42,17.74,1.29,2496.33,290.9,2.33,2001-2003
20,,15,0/35/0,39.59,17.98,1.51,2498.0,290.3,3.4,2001-2003
20,,20,0/35/24,39.61,17.82,1.49,2502.33,289.37,2.82,2001-2003
25,,15,0/40/0,39.66,19.15,1.41,2507.0,287.3,3.22,2001-2003
30,,20,0/15/30,39.82,18.85,1.31,2497.67,286.5,4.32,2001-2003
30,,20,0/35/35,39.84,19.61,1.27,2500.67,285.97,3.02,2001-2003
15,,20,0/30/0,39.85,18.44,1.3,2498.33,291.13,3.56,2001-2003
30,,15,0/10/20,39.86,18.82,1.37,2506.0,287.87,3.41,2001-2003
20,,20,0/10/20,39.9,18.3,1.47,2502.33,290.53,2.65,2001-2003
25,,10,0/40/0,39.9,18.61,1.51,2499.33,290.17,2.87,2001-2003
30,,20,0/10/0,39.95,18.6,1.34,2502.33,288.5,3.8,2001-2003
30,,20,0/20/20,39.99,19.46,1.28,2498.67,285.6,4.0,2001-2003
15,,20,0/30/30,40.06,18.21,1.48,2498.33,292.63,3.29,2001-2003
35,,20,0/15/15,40.13,19.6,1.2,2497.0,286.27,3.04,2001-2003
25,,15,0/10/10,40.24,18.51,1.47,2501.0,290.07,3.28,2001-2003
20,,15,0/5/0,40.33,18.09,1.58,2500.33,292.33,3.25,2001-2003
30,,15,0/5/10,40.4,19.35,1.38,2502.67,288.53,2.74,2001-2003
35,,20,0/15/0,40.46,19.18,1.29,2494.67,288.37,2.6,2001-2003
25,,20,0/30/30,40.54,19.79,1.28,2498.67,289.43,2.95,2001-2003
20,,20,0/15/15,40.67,18.77,1.42,2501.33,292.17,3.02,2001-2003
25,,15,0/5/10,40.71,18.96,1.5,2497.67,291.27,2.05,2001-2003
30,,20,0/10/10,40.78,19.72,1.33,2498.67,289.37,1.34,2001-2003
20,,15,0/5/10,40.81,18.48,1.61,2503.0,293.8,4.18,2001-2003
35,,20,0/5/10,40.88,20.78,1.28,2492.0,288.1,2.58,2001-2003
20,,20,0/30/30,40.91,19.61,1.37,2502.67,291.2,4.5,2001-2003
25,,15,0/5/5,40.98,19.14,1.49,2495.67,292.13,2.81,2001-2003
25,,20,0/40/29,41.5,19.75,1.51,2500.33,291.83,4.09,2001-2003
35,,20,0/10/10,41.53,20.57,1.3,2493.67,289.17,4.22,2001-2003
15,,20,0/10/20,41.55,19.37,1.41,2502.33,295.3,1.41,2001-2003
20,,15,0/5/5,41.56,18.96,1.65,2501.33,295.5,3.38,2001-2003
25,,15,0/40/40,41.61,20.4,1.52,2505.33,292.03,2.59,2001-2003
30,,20,0/15/15,41.64,20.62,1.33,2496.0,289.8,2.91,2001-2003
20,,15,0/0/0,41.69,19.11,1.68,2497.0,296.27,2.37,2001-2003
35,,20,0/10/0,41.73,20.34,1.33,2492.0,290.1,2.38,2001-2003
15,,20,0/10/0,41.77,19.47,1.37,2497.0,294.7,4.16,2001-2003
25,,20,0/20/20,41.79,20.22,1.34,2503.67,291.57,1.46,2001-2003
30,,20,0/40/40,41.85,21.18,1.35,2502.33,290.0,3.63,2001-2003
15,,20,0/35/29,41.86,19.05,1.66,2494.0,296.9,2.35,2001-2003
15,,20,0/10/10,41.99,19.25,1.56,2499.0,296.63,3.37,2001-2003
30,,20,0/5/0,42.05,20.43,1.41,2503.67,291.67,3.66,2001-2003
35,,20,0/15/30,42.05,20.94,1.3,2493.0,289.6,1.62,2001-2003
20,,15,0/40/0,42.17,19.44,1.68,2496.33,297.13,3.51,2001-2003
25,,20,0/35/35,42.21,20.96,1.4,2499.67,292.3,4.29,2001-2003
25,,20,0/15/15,42.26,20.51,1.45,2503.0,292.97,4.01,2001-2003
15,,20,0/5/5,42.34,19.56,1.69,2498.67,297.63,3.54,2001-2003
15,,20,0/35/35,42.37,19.53,1.69,2495.67,297.5,3.38,2001-2003
20,,20,0/35/35,42.44,20.73,1.54,2499.0,294.6,3.69,2001-2003
20,,15,0/40/40,42.48,19.69,1.7,2496.67,297.4,2.43,2001-2003
25,,20,0/10/20,42.5,20.83,1.47,2502.33,293.0,3.39,2001-2003
20,,15,0/40/39,42.62,19.75,1.71,2497.33,297.8,3.08,2001-2003
15,,20,0/40/40,42.81,19.87,1.72,2494.67,298.4,2.69,2001-2003
30,,20,0/0/0,43.0,21.99,1.41,2504.67,292.33,4.4,2001-2003
30,,20,0/5/5,43.03,21.45,1.42,2502.0,292.7,1.26,2001-2003
15,,20,0/0/0,43.28,20.11,1.72,2494.0,299.13,4.63,2001-2003
35,,20,0/10/20,43.28,22.24,1.32,2489.33,291.67,4.42,2001-2003
15,,20,0/40/0,43.49,20.43,1.72,2494.33,299.5,1.88,2001-2003
25,,20,0/40/40,43.55,22.22,1.47,2499.0,294.97,5.51,2001-2003
30,,20,0/10/20,43.62,22.03,1.43,2497.0,294.03,2.73,2001-2003
15,,20,0/5/0,43.63,20.42,1.71,2496.0,299.67,3.51,2001-2003
15,,20,0/40/39,43.74,20.46,1.75,2495.33,299.6,2.36,2001-2003
25,,20,0/5/0,43.75,21.57,1.5,2499.67,296.5,3.08,2001-2003
15,,20,0/35/0,44.06,20.85,1.71,2495.33,300.1,3.61,2001-2003
15,,20,0/5/10,44.14,20.95,1.71,2499.33,300.2,3.27,2001-2003
25,,15,0/0/0,44.21,21.7,1.6,2501.33,297.83,3.81,2001-2003
20,,20,0/10/10,44.45,21.58,1.63,2500.0,299.17,1.74,2001-2003
25,,20,0/10/10,44.59,22.21,1.54,2500.67,297.4,2.61,2001-2003
30,,20,0/5/10,44.96,23.16,1.46,2498.0,296.17,3.89,2001-2003
20,,20,0/40/34,45.51,22.55,1.69,2496.67,300.7,2.21,2001-2003
20,,20,0/40/0,45.64,22.98,1.65,2501.67,300.37,4.24,2001-2003
20,,20,0/5/0,46.27,23.09,1.65,2499.0,302.6,4.93,2001-2003
25,,20,0/5/5,46.45,23.71,1.58,2498.0,301.57,4.02,2001-2003
20,,20,0/5/10,46.46,23.39,1.68,2498.67,303.1,2.48,2001-2003
25,,20,0/5/10,46.64,24.07,1.59,2500.33,300.9,1.98,2001-2003
20,,20,0/40/40,46.91,23.97,1.71,2499.67,303.03,4.35,2001-2003
20,,20,0/5/5,47.42,24.1,1.71,2499.0,304.83,2.82,2001-2003
20,,20,0/0/0,48.33,24.83,1.75,2498.67,306.53,4.51,2001-2003
25,,20,0/0/0,50.57,27.11,1.69,2493.0,308.27,3.04,2001-2003
