variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,epsilon,perdida_q,q_medio,actualizaciones,transiciones,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
vecinos,42,1,43,5.00e-04,7.2,1810,37.98,88.09,17.0,47,-15016.7,-9.101,-23.568,1377,914,460,3.57,1688,326.7,113.6,0,0.0,0,0,24,36,230.94,148.23,194.26,6.024,0.198,0,0.0,1.0,0.02107,0.0544,378,1377,,,-162263.07,-76366.29,-162551.07,,,,dqn,retraso
vecinos,42,2,44,5.00e-04,9.6,1810,42.9,97.99,19.94,65,-16966.5,-10.698,-27.308,1324,879,442,4.001,1720,342.6,119.3,0,0.0,0,0,28,37,247.85,165.01,204.83,6.788,0.175,0,0.0,0.9905,0.00937,-0.2016,1702,2701,,,-180776.6,-85942.51,-181730.6,,,,dqn,retraso
vecinos,42,3,45,5.00e-04,9.4,1810,34.87,84.51,15.82,46,-13743.1,-8.411,-22.748,1362,902,457,3.433,1694,320.3,111.3,0,0.0,0,0,22,35,225.55,142.76,184.12,5.832,0.168,0,0.0,0.981,0.00837,-0.7555,3064,4063,,,-154915.89,-69915.43,-154951.89,,,,dqn,retraso
vecinos,42,4,46,5.00e-04,9.2,1810,30.0,69.73,13.81,48,-11865.8,-7.343,-18.906,1350,899,447,2.775,1708,299.6,103.8,0,0.0,0,0,22,35,197.44,114.61,148.9,4.601,0.218,0,0.0,0.9715,0.00687,-1.2605,4414,5413,,,-127614.05,-60552.21,-127670.05,,,,dqn,retraso
vecinos,42,5,47,5.00e-04,9.2,1810,34.25,84.33,16.03,48,-13441.9,-8.497,-23.291,1321,876,441,3.59,1710,323.6,111.9,0,0.0,0,0,22,35,223.62,141.12,185.26,6.084,0.181,0,0.0,0.962,0.00844,-1.4918,5735,6734,,,-153837.04,-68265.6,-153943.04,,,,dqn,retraso
vecinos,42,6,48,5.00e-04,9.3,1810,33.53,77.42,15.5,60,-13352.5,-8.335,-21.223,1346,910,432,3.092,1700,310.8,107.8,0,0.0,0,0,31,36,210.75,127.92,167.7,5.174,0.186,0,0.0,0.9525,0.0109,-1.7682,7081,8080,,,-142828.43,-67932.93,-143824.43,,,,dqn,retraso
vecinos,42,7,49,5.00e-04,9.3,1810,33.51,81.9,15.68,43,-13143.5,-8.287,-22.648,1321,874,445,3.446,1709,318.7,110.3,0,0.0,0,0,21,35,218.06,135.32,177.91,5.745,0.222,0,0.0,0.943,0.01287,-2.0838,8402,9401,,,-149588.48,-67033.77,-149626.48,,,,dqn,retraso
vecinos,42,8,50,5.00e-04,9.6,1810,38.27,89.37,17.27,62,-15333.1,-9.349,-24.036,1375,927,446,3.52,1693,329.5,114.5,0,0.0019,7,1,36,38,234.0,151.03,199.08,5.959,0.215,0,0.0,0.9335,0.01489,-2.3161,9777,10776,,,-165248.69,-77569.73,-166972.69,,,,dqn,retraso
vecinos,42,9,51,5.00e-04,9.3,1810,28.52,70.81,13.01,49,-11238.2,-6.878,-18.983,1360,898,459,2.992,1697,300.1,103.9,0,0.0,0,0,21,34,198.69,115.6,151.32,4.909,0.255,0,0.0,0.924,0.01755,-2.5408,11137,12136,,,-129087.14,-57251.93,-129133.14,,,,dqn,retraso
vecinos,42,10,52,5.00e-04,9.1,1810,30.9,72.77,14.48,46,-12282.5,-7.744,-20.128,1327,887,437,2.983,1716,305.3,105.6,0,0.0,0,0,28,35,202.11,118.88,154.17,4.919,0.199,0,0.0,0.9145,0.01926,-2.705,12464,13463,23.33,9.07,-133548.28,-62471.48,-134376.28,23.33,23.52,23.425,dqn,retraso
