t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,0,0,1,0,0,0,1,1
120,3,0,0,0,0,0,2,1
180,0,0,2,2,0,0,0,0
240,2,0,0,0,0,0,1,1
300,1,0,0,0,0,1,0,0
360,0,0,2,2,0,0,1,0
420,2,0,1,0,1,0,0,0
480,0,0,1,1,0,0,1,1
540,0,0,0,1,0,0,3,1
600,3,1,0,0,3,0,0,0
660,0,0,1,2,0,0,1,1
720,0,0,1,1,2,1,0,0
780,1,0,0,0,0,0,0,1
840,0,0,1,1,0,0,0,0
900,0,0,0,1,0,0,1,1
960,0,0,1,1,1,1,0,0
1020,2,0,0,0,1,0,2,2
1080,0,0,1,1,0,0,1,0
1140,1,0,0,0,2,0,0,0
1200,0,0,2,1,0,0,1,1
1260,3,0,0,0,0,0,0,0
1320,0,0,0,1,0,0,1,1
1380,2,0,0,0,0,0,2,1
1440,0,0,1,1,0,0,1,1
1500,0,0,1,1,0,0,2,0
1560,1,0,0,0,2,0,0,0
1620,0,0,1,2,0,0,1,1
1680,0,0,0,0,0,0,3,2
1740,0,0,1,2,0,0,1,1
1800,1,1,0,0,0,0,2,1
1860,0,0,1,1,0,0,1,1
1920,0,0,2,1,0,4,0,0
1980,1,0,1,0,0,0,1,1
2040,2,0,0,1,0,1,0,0
2100,0,0,0,1,0,0,1,2
2160,2,2,0,0,0,0,1,0
2220,1,0,1,1,0,1,0,0
2280,0,0,2,2,0,0,0,1
2340,0,4,0,0,2,0,0,0
2400,0,0,1,1,0,0,2,2
2460,2,1,0,0,0,0,1,1
2520,1,0,2,1,0,1,0,0
2580,0,0,1,1,1,0,0,0
2640,1,0,1,0,0,0,1,2
2700,0,0,1,1,0,0,1,1
2760,1,0,2,2,0,0,0,1
2820,1,0,0,1,1,2,0,0
2880,0,0,1,1,0,0,1,1
2940,1,0,3,0,0,0,0,0
3000,0,0,0,1,0,0,0,0
3060,0,0,2,1,0,0,1,1
3120,0,1,2,0,1,1,0,0
3180,0,0,1,1,0,3,0,0
3240,1,1,0,0,0,0,0,1
3300,0,0,0,1,0,1,0,0
3360,0,0,1,1,0,0,1,2
3420,1,1,0,0,0,0,1,1
3480,2,0,1,1,0,1,0,0
3540,1,0,0,0,0,0,1,1
3600,0,0,1,1,0,0,1,1
3660,0,0,0,0,0,0,0,0
