t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,2,0,0,0,0,0,1,1
120,0,0,1,1,1,1,0,0
180,1,0,0,0,0,0,1,1
240,0,0,1,1,1,0,0,0
300,0,0,0,0,0,0,2,1
360,0,0,2,2,0,0,0,1
420,2,0,1,0,0,0,2,1
480,0,0,1,1,0,1,0,0
540,1,0,0,0,0,0,3,1
600,0,0,1,1,1,0,0,0
660,1,0,0,0,0,0,1,1
720,0,0,1,1,0,1,0,0
780,1,1,0,0,0,0,0,1
840,0,0,1,1,1,1,0,0
900,1,1,0,0,0,0,2,1
960,0,0,0,0,0,0,3,2
1020,0,0,1,1,1,1,0,0
1080,2,0,0,0,0,0,1,0
1140,0,0,2,1,2,1,0,0
1200,2,0,0,0,0,0,1,1
1260,0,0,1,1,0,0,0,0
1320,2,1,0,0,0,0,1,1
1380,0,0,0,1,1,1,0,0
1440,3,0,0,0,0,0,2,2
1500,0,0,1,1,0,1,0,0
1560,0,0,0,0,0,0,1,1
1620,0,0,1,1,1,0,0,0
1680,1,1,0,0,0,0,1,1
1740,0,0,1,1,0,1,0,0
1800,0,0,0,0,0,0,1,1
1860,0,0,1,1,1,0,0,0
1920,0,2,0,0,0,0,1,1
1980,2,0,2,1,0,1,0,0
2040,0,1,0,0,0,0,1,1
2100,0,0,0,1,0,1,0,0
2160,2,0,0,0,0,0,1,1
2220,1,0,1,1,0,1,0,0
2280,1,1,0,0,0,0,1,1
2340,0,0,1,1,0,0,0,0
2400,1,1,0,0,0,0,1,1
2460,0,0,1,1,0,1,0,0
2520,2,1,0,0,0,0,1,2
2580,0,0,1,1,0,0,0,1
2640,0,0,1,1,1,2,0,0
2700,1,2,0,0,0,0,1,1
2760,0,0,1,1,0,2,0,0
2820,2,0,0,0,0,0,1,1
2880,0,0,1,1,0,1,0,0
2940,1,0,0,0,0,0,1,1
3000,0,0,1,1,0,2,0,0
3060,0,0,0,1,0,0,1,1
3120,0,0,3,2,0,0,1,0
3180,1,0,1,0,0,1,0,0
3240,2,0,1,1,0,0,0,1
3300,0,0,1,1,0,0,0,1
3360,1,0,0,0,0,0,1,1
3420,0,0,3,1,0,1,0,0
3480,2,2,0,0,0,0,1,1
3540,2,0,1,1,1,1,0,0
3600,1,1,0,0,0,0,1,1
3660,0,0,0,0,0,0,0,0
