modo,episodio,semilla,epsilon,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,decisiones,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,estados_q,dq_max,eval_timeloss,eval_espera,val_999,val_1999,segundos,val,ret_retraso,ret_colas,ret_spill,algoritmo,base,recompensa_u2,no_terminados,spillback_tasa,spillback_seg,cola_max_enlace
train,1,2043,1.0,2582,22.03,44.53,9.72,42,colas,-3.463,1900,633,1.434,2497,297.1,102.6,124,3.1583,,,,,10.5,,-74664.6,-40382.0,-74664.6,qlearning,2042,-7894.9,0,0.0,0,11
train,2,2044,0.972,2582,16.57,38.18,9.33,36,colas,-3.275,1892,625,1.327,2498,288.2,99.0,149,2.3248,,,,,10.1,,-72919.0,-38218.1,-72919.0,qlearning,2042,-7428.1,0,0.0,0,10
train,3,2045,0.944,2582,17.58,38.83,9.28,35,colas,-3.263,1893,643,1.373,2504,288.6,99.4,160,2.1164,,,,,10.3,,-72370.5,-38243.5,-72370.5,qlearning,2042,-7439.0,0,0.0,0,9
train,4,2046,0.917,2582,14.81,35.69,8.05,38,colas,-2.795,1897,661,1.319,2502,283.1,97.3,168,2.5273,,,,,10.0,,-66316.9,-33096.8,-66316.9,qlearning,2042,-6413.9,0,0.0,0,9
train,5,2047,0.891,2582,17.82,38.99,8.08,33,colas,-2.815,1885,665,1.409,2503,288.4,99.4,177,2.6585,,,,,10.2,,-65241.8,-33131.1,-65241.8,qlearning,2042,-6426.6,0,0.0,0,9
train,6,2048,0.866,2582,17.15,38.66,9.03,56,colas,-3.163,1873,643,1.373,2497,288.4,99.2,188,2.7799,,,,,10.3,,-71475.7,-36748.2,-71475.7,qlearning,2042,-7145.6,0,0.0,0,13
train,7,2049,0.841,2582,17.61,38.87,8.1,32,colas,-2.804,1860,678,1.364,2501,288.0,99.2,192,2.9345,,,,,10.4,,-65984.0,-32823.7,-65984.0,qlearning,2042,-6360.2,0,0.0,0,11
train,8,2050,0.818,2582,16.2,36.92,7.24,34,colas,-2.507,1864,678,1.305,2506,284.4,97.9,196,2.4226,,,,,10.2,,-60881.5,-29372.5,-60881.5,qlearning,2042,-5694.5,0,0.0,0,11
train,9,2051,0.794,2582,15.23,35.54,7.12,32,colas,-2.436,1859,693,1.305,2504,282.6,97.2,197,2.2227,,,,,10.2,,-60440.8,-28746.8,-60440.8,qlearning,2042,-5539.0,0,0.0,0,10
train,10,2052,0.772,2582,15.68,36.62,7.62,30,colas,-2.622,1856,680,1.37,2502,284.9,98.0,197,2.1163,33.21,13.79,33.21,32.71,10.2,32.96,-63195.1,-30727.0,-63195.1,qlearning,2042,-5938.3,0,0.0,0,8
train,11,2053,0.75,2582,20.11,42.37,7.37,32,colas,-2.545,1873,684,1.467,2506,293.0,101.2,198,2.0052,,,,,10.7,,-61712.8,-29993.9,-61712.8,qlearning,2042,-5809.4,0,0.0,0,10
train,12,2054,0.729,2582,15.6,36.4,7.32,37,colas,-2.524,1861,683,1.317,2508,284.2,97.8,199,1.7305,,,,,10.3,,-61524.0,-29592.8,-61524.0,qlearning,2042,-5731.3,0,0.0,0,10
train,13,2055,0.708,2582,12.29,31.76,6.44,31,colas,-2.2,1849,699,1.188,2502,276.0,94.7,199,1.7457,,,,,10.2,,-56340.8,-25786.2,-56340.8,qlearning,2042,-4989.8,0,0.0,0,9
train,14,2056,0.688,2582,17.51,39.02,7.77,29,colas,-2.68,1855,677,1.432,2505,288.5,99.4,200,2.3491,,,,,10.5,,-63853.7,-31245.5,-63853.7,qlearning,2042,-6063.2,0,0.0,0,11
train,15,2057,0.668,2582,16.3,37.06,6.69,33,colas,-2.283,1837,698,1.35,2503,284.5,98.0,201,1.8532,,,,,10.4,,-57802.8,-26694.1,-57802.8,qlearning,2042,-5151.1,0,0.0,0,7
train,16,2058,0.649,2582,14.63,35.29,6.9,30,colas,-2.35,1834,697,1.299,2502,282.2,97.0,203,1.9663,,,,,10.3,,-59185.6,-27462.5,-59185.6,qlearning,2042,-5294.6,0,0.0,0,7
train,17,2059,0.631,2582,16.66,38.32,6.96,31,colas,-2.394,1863,683,1.419,2502,287.2,98.9,203,1.6577,,,,,10.4,,-59908.8,-28041.4,-59908.8,qlearning,2042,-5443.0,0,0.0,0,10
train,18,2060,0.613,2582,16.51,37.44,6.96,28,colas,-2.386,1843,706,1.34,2502,285.4,98.3,205,2.2395,,,,,10.3,,-59619.0,-27873.0,-59619.0,qlearning,2042,-5403.4,0,0.0,0,8
train,19,2061,0.596,2582,15.5,35.83,6.77,28,colas,-2.307,1845,699,1.293,2501,282.5,97.2,205,1.7043,,,,,10.4,,-58258.1,-27129.0,-58258.1,qlearning,2042,-5225.4,0,0.0,0,8
train,20,2062,0.579,2582,18.18,39.73,6.53,29,colas,-2.23,1840,721,1.405,2507,288.1,99.4,206,2.4955,33.3,13.78,33.3,33.36,10.3,33.33,-57083.8,-26275.0,-57083.8,qlearning,2042,-5070.3,0,0.0,0,8
train,21,2063,0.562,2582,18.16,39.73,6.14,30,colas,-2.091,1845,708,1.377,2499,288.0,99.5,207,2.4829,,,,,10.2,,-54371.9,-24575.9,-54371.9,qlearning,2042,-4747.9,0,0.0,0,7
train,22,2064,0.546,2582,13.99,33.79,6.41,27,colas,-2.176,1847,702,1.246,2503,279.4,96.1,207,1.6554,,,,,10.2,,-56046.2,-25688.7,-56046.2,qlearning,2042,-4934.5,0,0.0,0,7
train,23,2065,0.531,2582,11.16,30.57,6.59,27,colas,-2.241,1838,710,1.18,2505,274.5,94.1,209,1.8006,,,,,10.0,,-57725.0,-26386.0,-57725.0,qlearning,2042,-5068.5,0,0.0,0,7
train,24,2066,0.516,2582,14.32,34.25,6.29,26,colas,-2.132,1847,710,1.261,2506,280.1,96.3,209,1.7732,,,,,10.2,,-55564.1,-25216.5,-55564.1,qlearning,2042,-4847.5,0,0.0,0,6
train,25,2067,0.501,2582,14.65,34.91,6.15,30,colas,-2.088,1833,714,1.27,2502,281.3,96.8,209,1.579,,,,,10.1,,-54812.3,-24505.4,-54812.3,qlearning,2042,-4722.0,0,0.0,0,7
train,26,2068,0.487,2582,16.44,37.08,6.27,24,colas,-2.119,1840,708,1.324,2503,283.6,97.8,209,2.02,,,,,10.4,,-54978.3,-24993.7,-54978.3,qlearning,2042,-4800.3,0,0.0,0,8
train,27,2069,0.473,2582,14.66,34.61,5.71,33,colas,-1.936,1831,719,1.271,2507,279.9,96.4,210,1.7383,,,,,10.1,,-52076.3,-22716.0,-52076.3,qlearning,2042,-4378.9,0,0.0,0,6
train,28,2070,0.46,2582,13.51,33.5,6.44,29,colas,-2.199,1820,733,1.273,2507,278.9,95.8,210,1.7067,,,,,10.0,,-56598.9,-25643.9,-56598.9,qlearning,2042,-4966.6,0,0.0,0,7
train,29,2071,0.447,2582,12.65,31.7,5.95,24,colas,-2.007,1822,731,1.201,2507,275.2,94.6,210,1.7438,,,,,10.0,,-52737.8,-23599.5,-52737.8,qlearning,2042,-4533.3,0,0.0,0,6
train,30,2072,0.434,2582,12.17,31.52,6.13,25,colas,-2.06,1812,740,1.19,2507,275.8,94.7,211,1.7829,32.82,13.29,32.82,32.94,10.1,32.88,-54728.1,-24351.4,-54728.1,qlearning,2042,-4647.9,0,0.0,0,8
train,31,2073,0.422,2582,15.57,36.26,5.5,24,colas,-1.849,1816,741,1.302,2502,282.4,97.3,212,1.8233,,,,,10.2,,-51108.2,-21815.7,-51108.2,qlearning,2042,-4182.4,0,0.0,0,6
train,32,2074,0.41,2582,13.25,33.19,5.51,23,colas,-1.844,1831,743,1.246,2503,278.2,95.6,212,1.8905,,,,,10.1,,-52153.2,-21991.6,-52153.2,qlearning,2042,-4198.2,0,0.0,0,5
train,33,2075,0.398,2582,15.36,35.62,6.07,23,colas,-2.054,1816,729,1.287,2507,281.8,97.0,212,1.8474,,,,,10.1,,-54261.9,-24043.7,-54261.9,qlearning,2042,-4627.6,0,0.0,0,7
train,34,2076,0.387,2582,13.07,32.55,5.85,27,colas,-1.968,1827,731,1.214,2507,277.0,95.2,212,1.5993,,,,,10.0,,-53250.9,-23317.8,-53250.9,qlearning,2042,-4457.2,0,0.0,0,8
