t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,1,0,3,4,0,0,4,3
120,0,0,4,6,0,0,4,3
180,0,0,4,7,8,4,0,0
240,0,0,3,6,0,0,9,6
300,0,0,3,8,0,0,6,3
360,1,0,3,10,11,5,0,0
420,8,0,2,7,0,0,12,6
480,12,0,1,5,6,0,5,2
540,15,4,0,2,11,4,0,0
600,16,9,0,0,0,0,8,5
660,10,2,0,0,12,0,4,2
720,4,0,5,6,11,3,0,0
780,8,0,3,5,0,0,9,5
840,13,0,2,2,8,0,2,1
900,14,4,0,3,6,1,1,0
960,12,4,0,0,2,0,6,4
1020,6,0,0,0,17,1,3,1
1080,9,0,5,6,0,0,8,4
1140,15,0,2,1,2,0,6,3
1200,14,0,1,1,15,5,0,0
1260,11,5,0,0,0,0,11,6
1320,5,1,0,0,15,0,4,2
1380,4,0,5,9,9,2,0,0
1440,13,0,3,6,0,0,8,5
1500,10,0,3,5,6,0,2,1
1560,6,0,2,7,3,1,2,0
1620,14,0,1,4,0,0,5,4
1680,14,0,0,2,15,1,2,0
1740,12,5,0,0,0,0,9,6
1800,10,2,0,0,4,0,5,3
1860,9,0,3,4,13,6,0,0
1920,8,11,8,2,0,0,6,11
1980,13,9,7,0,0,6,4,14
2040,11,7,9,0,6,20,0,1
2100,27,22,10,2,2,21,0,10
2160,18,25,5,1,2,29,0,19
2220,4,2,8,2,0,39,4,25
2280,10,2,6,0,10,23,0,12
2340,16,6,7,0,13,22,0,12
2400,14,23,4,0,0,12,6,37
2460,22,14,6,3,13,52,0,15
2520,11,27,6,3,0,22,6,46
2580,17,9,6,2,18,50,0,44
2640,15,29,9,3,3,22,0,32
2700,27,31,1,1,9,43,1,52
2760,12,12,4,2,0,30,0,45
2820,25,24,0,0,0,35,1,9
2880,25,17,0,0,6,36,0,3
2940,27,9,1,0,7,32,0,0
3000,17,21,1,0,10,30,0,3
3060,18,8,0,0,6,23,0,17
3120,26,11,4,0,4,34,0,3
3180,23,6,3,0,4,26,0,20
3240,30,3,6,2,3,33,0,11
3300,23,12,6,2,0,31,2,11
3360,22,18,4,2,3,28,1,5
3420,30,21,1,1,5,44,0,0
3480,27,21,0,0,3,23,0,0
3540,8,18,6,1,3,25,0,0
3600,22,15,7,2,0,31,0,0
3660,14,1,10,1,0,23,1,2
3720,20,7,3,0,0,3,0,0
3780,7,11,0,0,0,5,0,0
3840,8,24,0,0,5,7,0,0
3900,0,21,0,0,0,6,0,0
3960,4,9,0,0,0,10,0,0
4020,17,7,0,0,0,11,0,0
4080,4,18,0,0,0,7,0,0
4140,5,23,0,0,2,10,0,0
4200,0,19,0,0,0,8,0,0
4260,3,8,0,0,0,10,0,0
4320,5,10,0,0,0,8,0,0
4380,0,8,0,0,0,6,0,0
4440,0,1,0,0,0,5,0,0
4500,0,0,0,0,0,0,0,0
4560,0,0,0,0,0,1,0,0
4620,0,0,0,0,0,3,0,0
4680,0,6,0,0,0,6,0,0
4740,0,0,0,0,0,2,0,0
4800,0,0,0,0,0,1,0,0
4860,0,0,0,0,0,0,0,0
4920,0,0,0,0,0,0,0,0
4980,0,3,0,0,0,3,0,0
5040,0,0,0,0,0,0,0,0
5100,0,0,0,0,0,0,0,0
5160,0,0,0,0,0,1,0,0
5220,0,0,0,0,0,1,0,0
5280,0,4,0,0,0,4,0,0
5340,0,0,0,0,0,0,0,0
