modo,episodio,semilla,epsilon,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,decisiones,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,estados_q,dq_max,eval_timeloss,eval_espera
baseline,0,999,0,3620,61.89,152.79,44.11,91,-48587.6,-23.632,2056,446,6.201,2931,431.6,150.9,,0.0,,
baseline,0,1999,0,3620,58.32,146.02,42.03,99,-45849.7,-22.542,2034,442,5.985,2936,421.9,147.3,,0.0,,
