modo,episodio,semilla,epsilon,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,decisiones,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,estados_q,dq_max,eval_timeloss,eval_espera,val_999,val_1999,segundos,val,ret_retraso,ret_colas,ret_spill,algoritmo,base,recompensa_u2,no_terminados,spillback_tasa,spillback_seg,cola_max_enlace
train,1,4043,1.0,3545,79.72,201.01,47.57,112,retraso,-25.888,1993,676,7.986,2634,487.1,171.3,259,25.2275,,,,,19.2,,-731228.1,-311740.1,-735506.1,qlearning,4042,-62078.6,131,0.0,0,31
train,2,4044,0.972,3563,76.81,191.0,46.06,100,retraso,-25.06,2008,651,7.563,2683,474.7,167.0,341,27.8511,,,,,18.7,,-699419.0,-302522.0,-701973.0,qlearning,4042,-60092.9,107,0.0,0,28
train,3,4045,0.944,3578,73.22,182.81,44.11,97,retraso,-23.918,2005,656,7.257,2721,462.9,162.8,367,29.466,,,,,18.7,,-670876.1,-288956.5,-674568.1,qlearning,4042,-57355.6,99,0.0,11,35
train,4,4046,0.917,3602,75.1,190.88,45.52,105,retraso,-24.628,2012,645,7.649,2689,476.6,167.4,407,31.3492,,,,,21.9,,-704002.7,-297255.7,-707106.7,qlearning,4042,-59057.2,74,0.0,14,36
train,5,4047,0.891,3576,71.63,182.05,43.14,122,retraso,-23.31,2005,656,7.277,2746,463.1,162.6,431,37.9214,,,,,22.4,,-666217.2,-281662.2,-669275.2,qlearning,4042,-55896.5,76,0.0,0,33
train,6,4048,0.866,3620,72.82,191.28,44.39,100,retraso,-23.941,2004,659,7.737,2752,477.2,167.6,479,35.5043,,,,,18.8,,-706816.4,-288571.3,-707912.4,qlearning,4042,-57409.5,71,0.0,0,33
train,7,4049,0.841,3591,72.48,189.95,43.82,108,retraso,-23.771,1997,670,7.667,2716,473.9,166.5,490,38.8822,,,,,18.8,,-697536.1,-286643.8,-699436.1,qlearning,4042,-57002.7,91,0.0,0,32
train,8,4050,0.818,3620,71.0,186.23,43.29,110,retraso,-23.34,2004,657,7.546,2736,469.6,164.5,505,35.1647,,,,,18.0,,-687965.5,-281841.8,-690391.5,qlearning,4042,-55969.7,79,0.0,0,33
train,9,4051,0.794,3620,70.07,187.75,42.73,100,retraso,-22.941,2004,658,7.648,2725,473.5,165.9,521,40.1253,,,,,20.1,,-692552.1,-277178.0,-693754.1,qlearning,4042,-55012.6,41,0.0,0,31
train,10,4052,0.772,3620,68.53,182.79,42.2,110,retraso,-22.802,1995,633,7.323,2755,468.0,164.1,542,47.3639,234.72,133.3,234.72,229.42,18.0,232.07,-674920.1,-272254.0,-676086.1,qlearning,4042,-54132.9,0,0.0,0,32
