variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera
local,42,26,68,1.75e-04,3.6,1844,23.41,89.51,11.02,39,-9387.5,-11.504,-11.321,640,344,295,3.69,1687,291.8,99.9,0,0.0,0,0,0,0,,,,,,0,0.0,-0.0039,16.5062,0.303,0.0005,0.0016,,
local,42,27,69,1.70e-04,3.5,1844,19.21,79.06,9.25,32,-7781.4,-9.666,-9.373,636,351,284,3.05,1698,275.7,94.2,0,0.0,0,0,0,0,,,,,,0,0.0,-0.0098,11.6867,0.3223,0.0016,0.0197,,
local,42,28,70,1.65e-04,3.6,1844,18.62,78.25,8.87,27,-7575.3,-9.295,-8.978,643,353,289,3.055,1681,272.9,93.4,0,0.0,0,0,0,0,,,,,,0,0.0,0.0082,16.528,0.3211,0.0001,0.0,,
local,42,29,71,1.60e-04,3.6,1844,18.26,78.58,8.71,33,-7387.8,-9.065,-8.757,642,350,290,3.045,1690,273.2,93.5,0,0.0,0,0,0,0,,,,,,0,0.0,0.0043,15.5252,0.3119,0.0,0.0,,
local,42,30,72,1.55e-04,3.6,1844,20.65,80.27,9.87,28,-8329.1,-10.296,-9.989,634,340,292,3.287,1700,278.6,95.3,0,0.0,0,0,0,0,,,,,,0,0.0,0.0015,11.372,0.2938,0.0003,0.0005,91.6,23.4
local,42,31,73,1.50e-04,3.6,1844,18.27,77.8,8.7,27,-7413.7,-9.085,-8.712,644,353,289,3.045,1688,272.2,93.1,0,0.0,0,0,0,0,,,,,,0,0.0,0.0019,13.1035,0.2987,0.0012,0.0224,,
local,42,32,74,1.45e-04,3.6,1844,19.54,80.9,9.35,27,-7920.7,-9.779,-9.418,637,346,290,3.169,1686,276.8,94.7,0,0.0,0,0,0,0,,,,,,0,0.0,-0.0076,12.3103,0.2975,0.0013,0.003,,
local,42,33,75,1.40e-04,3.8,1844,20.95,85.86,9.99,28,-8455.3,-10.452,-10.043,637,346,289,3.499,1684,285.3,97.6,0,0.0,0,0,0,0,,,,,,0,0.0,-0.005,11.6385,0.2977,0.0019,0.0373,,
local,42,34,76,1.35e-04,3.7,1844,18.88,81.15,8.94,29,-7677.8,-9.375,-8.936,651,367,283,3.086,1677,276.1,94.5,0,0.0,0,0,0,0,,,,,,0,0.0,0.0003,15.5838,0.321,0.0002,0.0,,
local,42,35,77,1.30e-04,3.6,1844,17.22,76.26,8.29,26,-7020.3,-8.667,-8.209,643,363,279,2.904,1693,268.5,91.9,0,0.0,0,0,0,0,,,,,,0,0.0,-0.0006,11.4347,0.3305,0.002,0.0256,,
