brazo,metrica,n,media,sd,ic95,delta_pct,delta_ic95,p_wilcoxon,p_mannwhitney,cliff,delta_pct_act,delta_ic95_act,p_wilcoxon_act,p_mannwhitney_act,cliff_act,delta_pct_rl,delta_ic95_rl,p_wilcoxon_rl,p_mannwhitney_rl,cliff_rl
ippo_vecinos_s42,cambios_fase,10,371.6,1.43,1.023,-9.5,"[-9.7, -9.2]",0.00195,0.000135,-1.0,-19.1,"[-19.6, -18.5]",0.00195,0.000175,-1.0,-19.7,"[-20.1, -19.3]",0.00195,0.000174,-1.0
ippo_vecinos_s42,no_terminados,10,0.0,0.0,0.0,,,,,,,,,,,,,,,
ippo_vecinos_s42,viaje_corredor_prom,10,102.352,0.594,0.425,-3.3,"[-3.8, -2.8]",0.00195,0.000182,-1.0,-5.4,"[-5.7, -5.1]",0.00195,0.000182,-1.0,-22.4,"[-23.7, -21.0]",0.00195,0.000182,-1.0
ippo_vecinos_s42,retraso_corredor_prom,10,19.417,0.528,0.378,-15.1,"[-17.2, -13.1]",0.00195,0.000182,-1.0,-23.2,"[-24.3, -21.9]",0.00195,0.00018,-1.0,-60.3,"[-61.9, -58.5]",0.00195,0.000182,-1.0
ippo_vecinos_s42,retraso_corredor_punta,10,20.345,0.624,0.446,-16.6,"[-19.4, -14.1]",0.00195,0.000183,-1.0,-23.2,"[-24.3, -22.1]",0.00195,0.000182,-1.0,-64.9,"[-66.7, -62.9]",0.00195,0.000183,-1.0
ippo_vecinos_s42,paradas_corredor,10,0.6,0.025,0.018,-26.4,"[-29.5, -23.3]",0.00195,0.000183,-1.0,-40.1,"[-41.7, -38.3]",0.00195,0.000183,-1.0,-73.3,"[-74.6, -71.9]",0.00195,0.000183,-1.0
ippo_vecinos_s42,paradas_corredor_le1,10,0.952,0.012,0.008,4.7,"[3.3, 6.1]",0.00195,0.000433,0.94,30.2,"[27.0, 33.2]",0.00195,0.00018,1.0,197.3,"[188.3, 207.2]",0.00195,0.00018,1.0
ippo_vecinos_s42,spillback_tasa,10,0.0,0.0,0.0,,,,,,,,,,,,,,,
ippo_vecinos_s42,spillback_seg,10,0.0,0.0,0.0,,,,,,,,,,,,,,,
ippo_vecinos_s42,spillback_eventos,10,0.0,0.0,0.0,,,,,,,,,,,,,,,
ippo_vecinos_s42,cola_max_enlace,10,5.5,1.716,1.228,-30.4,"[-42.3, -17.3]",0.00781,0.00639,-0.72,-23.6,"[-37.0, -7.4]",0.0391,0.0183,-0.62,-49.5,"[-57.9, -40.0]",0.00195,0.000216,-0.98
ippo_vecinos_s42,veh_max_enlace,10,11.8,0.919,0.657,-19.2,"[-26.2, -11.5]",0.00781,0.0021,-0.81,-4.1,"[-8.9, 0.9]",0.25,0.227,-0.31,-51.2,"[-55.3, -46.4]",0.00195,0.000157,-1.0
