t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,0,0,1,0,0,0,1,1
120,2,0,0,0,0,0,2,1
180,0,0,2,2,0,0,0,0
240,3,0,0,0,0,0,1,1
300,0,0,1,2,0,1,0,0
360,0,0,0,0,0,0,1,0
420,0,0,0,2,0,0,0,0
480,3,0,0,0,0,0,3,1
540,0,0,1,1,1,0,0,0
600,3,0,0,0,0,0,2,2
660,0,0,1,2,0,0,0,0
720,1,0,0,0,0,0,1,1
780,0,0,1,3,0,1,0,0
840,1,0,0,0,0,0,2,0
900,0,0,1,0,0,0,0,0
960,0,0,0,0,0,0,1,1
1020,0,0,1,3,0,0,0,0
1080,3,0,0,0,0,0,1,0
1140,0,0,2,1,2,1,0,0
1200,0,0,1,1,0,0,2,2
1260,3,2,0,0,1,0,0,0
1320,0,0,0,1,0,0,1,1
1380,0,0,0,1,0,0,1,1
1440,3,0,0,0,0,0,1,1
1500,0,0,1,0,0,0,3,2
1560,2,0,0,0,3,0,0,0
1620,0,0,1,2,0,0,1,1
1680,1,0,0,0,0,0,3,2
1740,1,0,0,0,0,0,1,1
1800,0,0,1,2,0,0,0,0
1860,0,0,1,1,0,0,1,1
1920,0,2,0,0,0,4,0,0
1980,0,0,1,1,0,0,1,1
2040,2,0,1,1,0,0,0,0
2100,0,0,0,0,0,0,1,2
2160,0,0,2,1,0,0,1,0
2220,1,5,0,0,1,1,0,0
2280,1,0,1,1,0,0,0,1
2340,1,2,0,0,0,1,0,0
2400,0,0,1,1,0,0,2,2
2460,2,2,0,0,0,0,1,1
2520,1,0,1,1,0,2,0,0
2580,0,0,1,1,0,0,0,3
2640,1,2,1,0,0,0,1,2
2700,1,0,1,1,0,0,1,1
2760,1,3,0,0,0,1,0,0
2820,0,0,1,0,0,0,1,1
2880,0,0,2,2,0,3,0,0
2940,0,0,1,1,0,0,1,2
3000,0,0,2,0,0,3,0,0
3060,1,1,0,0,0,0,1,1
3120,0,0,1,1,0,0,1,0
3180,0,0,3,2,0,1,0,0
3240,0,0,1,1,0,0,0,1
3300,0,0,1,0,0,0,0,0
3360,1,0,1,1,0,0,1,2
3420,1,2,0,0,0,0,1,1
3480,0,0,1,1,0,0,0,0
3540,0,0,3,1,0,0,1,1
3600,0,0,0,0,0,0,1,1
3660,0,0,0,0,0,0,0,0
