brazo,metrica,n,media,sd,ic95,delta_pct,delta_ic95,p_wilcoxon,p_mannwhitney,cliff,delta_pct_act,delta_ic95_act,p_wilcoxon_act,p_mannwhitney_act,cliff_act,delta_pct_rl,delta_ic95_rl,p_wilcoxon_rl,p_mannwhitney_rl,cliff_rl
ippo_vecinos_s42,paradas_prom,10,0.666,0.011,0.008,9.0,"[7.1, 10.8]",0.00195,0.000178,1.0,-17.1,"[-18.7, -15.6]",0.00195,0.000182,-1.0,-37.9,"[-39.1, -36.6]",0.00195,0.000181,-1.0
ippo_vecinos_s42,throughput,10,2093.5,1.434,1.026,-0.1,"[-0.1, -0.0]",0.0391,0.0572,-0.5,0.0,"[-0.0, 0.1]",0.586,0.37,0.24,0.1,"[0.1, 0.2]",0.0234,0.0213,0.61
ippo_vecinos_s42,co2_prom,10,250.37,0.427,0.305,-0.0,"[-0.2, 0.2]",0.633,0.494,0.19,-2.4,"[-2.6, -2.2]",0.00195,0.000181,-1.0,-5.6,"[-5.8, -5.3]",0.00195,0.000179,-1.0
ippo_vecinos_s42,nox_prom,10,86.42,0.155,0.111,-0.0,"[-0.3, 0.2]",1,0.906,0.04,-1.7,"[-1.9, -1.5]",0.00195,0.000152,-1.0,-4.8,"[-5.1, -4.6]",0.00195,0.00016,-1.0
ippo_vecinos_s42,recompensa_decision,10,-1.435,0.028,0.02,0.3,"[-1.9, 2.3]",0.557,0.65,-0.13,42.5,"[38.3, 46.8]",0.00195,0.000183,-1.0,-2.5,"[-5.1, -0.3]",0.084,0.241,0.32
ippo_vecinos_s42,cambios_fase,10,560.9,1.853,1.326,14.6,"[14.4, 14.7]",0.00195,0.000141,1.0,-28.5,"[-28.7, -28.2]",0.00195,0.000172,-1.0,-26.5,"[-26.7, -26.3]",0.00195,0.000176,-1.0
ippo_vecinos_s42,no_terminados,10,0.0,0.0,0.0,,,,,,,,,,,,,,,
ippo_vecinos_s42,viaje_corredor_prom,10,154.522,0.43,0.308,-0.5,"[-0.7, -0.4]",0.00195,0.00283,-0.8,-3.8,"[-4.1, -3.6]",0.00195,0.000182,-1.0,-7.2,"[-7.6, -6.9]",0.00195,0.000183,-1.0
ippo_vecinos_s42,retraso_corredor_prom,10,22.599,0.262,0.188,-3.6,"[-4.5, -2.7]",0.00195,0.00033,-0.96,-21.4,"[-22.5, -20.4]",0.00195,0.000183,-1.0,-34.7,"[-35.8, -33.5]",0.00195,0.000183,-1.0
ippo_vecinos_s42,retraso_corredor_punta,10,23.382,0.387,0.277,-4.7,"[-5.8, -3.6]",0.00195,0.000183,-1.0,-18.4,"[-20.6, -16.5]",0.00195,0.000183,-1.0,-35.9,"[-37.3, -34.5]",0.00195,0.000183,-1.0
ippo_vecinos_s42,paradas_corredor,10,0.545,0.012,0.008,13.1,"[10.4, 15.7]",0.00195,0.000183,1.0,-47.1,"[-48.5, -45.8]",0.00195,0.000183,-1.0,-62.8,"[-63.8, -61.7]",0.00195,0.000182,-1.0
ippo_vecinos_s42,paradas_corredor_le1,10,0.983,0.006,0.004,-0.3,"[-0.8, 0.2]",0.348,0.185,-0.36,37.0,"[35.2, 39.1]",0.00195,0.00018,1.0,87.4,"[80.8, 94.3]",0.00195,0.000182,1.0
ippo_vecinos_s42,spillback_tasa,10,0.0,0.0,0.0,,,,,,,,,,,,,,,
ippo_vecinos_s42,spillback_seg,10,0.0,0.0,0.0,,,,,,,,,,,,,,,
ippo_vecinos_s42,spillback_eventos,10,0.0,0.0,0.0,,,,,,,,,,,,,,,
ippo_vecinos_s42,cola_max_enlace,10,3.3,0.675,0.483,73.7,"[50.0, 100.0]",0.00391,0.000231,0.91,-25.0,"[-34.1, -15.9]",0.00781,0.00215,-0.76,-31.2,"[-40.0, -23.9]",0.00195,0.000278,-0.92
ippo_vecinos_s42,veh_max_enlace,10,8.9,0.568,0.406,-6.3,"[-9.4, -3.2]",0.0312,0.0334,-0.5,9.9,"[5.0, 14.8]",0.0156,0.00259,0.71,2.3,"[-2.2, 7.0]",0.625,0.451,0.17
