t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,2,0,0,0,0,0,0,0
120,0,0,1,1,0,0,2,1
180,1,1,0,0,0,0,3,2
240,0,0,1,2,0,0,0,1
300,0,0,1,1,0,0,2,1
360,3,1,0,0,1,0,1,0
420,0,0,0,2,0,0,1,1
480,3,0,0,0,0,0,3,1
540,0,0,1,1,1,0,0,0
600,3,0,0,0,0,0,1,1
660,0,0,1,2,0,0,3,1
720,2,1,0,0,0,0,0,0
780,0,0,1,2,0,0,0,1
840,2,0,0,0,0,0,2,1
900,0,0,1,0,0,0,0,1
960,2,0,0,0,0,0,3,1
1020,0,0,1,3,0,1,0,0
1080,3,0,0,0,0,0,1,1
1140,0,0,2,1,1,0,0,0
1200,1,0,0,0,0,0,1,2
1260,0,0,1,2,0,0,0,0
1320,2,0,0,0,0,0,1,2
1380,0,0,0,2,0,1,0,0
1440,2,0,0,0,0,0,1,1
1500,0,0,1,0,0,0,0,1
1560,2,0,0,0,0,0,2,1
1620,0,0,1,3,1,0,0,0
1680,2,0,0,0,0,0,3,2
1740,0,0,1,2,0,0,0,0
1800,0,0,0,0,0,0,1,1
1860,0,0,1,1,0,2,0,0
1920,1,0,0,0,0,0,1,1
1980,0,0,2,2,0,3,0,1
2040,1,0,0,0,0,0,2,1
2100,0,0,0,1,0,0,0,0
2160,2,0,0,0,0,0,1,2
2220,0,0,2,2,0,0,1,1
2280,0,0,1,1,1,3,0,1
2340,0,0,1,1,0,0,0,1
2400,0,2,0,0,2,1,0,0
2460,0,0,1,1,0,0,1,2
2520,0,0,1,0,0,1,0,0
2580,0,0,1,1,0,0,0,1
2640,0,0,3,2,0,0,0,0
2700,0,0,0,0,0,0,1,2
2760,0,0,1,1,0,0,1,1
2820,0,1,3,1,0,1,0,1
2880,2,0,1,1,0,2,0,1
2940,0,1,1,0,1,1,0,0
3000,0,0,1,1,0,0,1,1
3060,1,0,2,1,0,3,0,0
3120,2,1,1,0,0,0,1,2
3180,0,0,2,1,0,0,1,1
3240,0,0,4,2,1,2,0,0
3300,0,0,1,1,0,0,1,2
3360,0,0,3,1,0,0,0,1
3420,0,0,1,0,3,1,0,0
3480,0,0,2,1,0,0,2,1
3540,2,3,0,0,2,1,0,0
3600,0,0,0,1,0,0,1,1
3660,0,0,0,0,0,0,0,0
