variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera
spill,2042,1,2043,1.00e-03,24.5,3514,79.96,204.01,47.29,100,-61470.1,-25.634,-74.052,1992,1309,681,8.166,2656,491.1,172.9,119,0.0,0,0,28,37,412.95,333.53,382.98,13.271,0.019,111,301.4,-0.0074,20.51,0.6784,0.0102,0.1129,,
spill,2042,2,2044,9.95e-04,21.3,3535,86.24,189.67,51.22,132,-68673.8,-28.638,-69.701,2045,1446,594,7.181,2685,477.1,168.9,74,0.0122,44,6,37,38,388.46,307.62,364.26,11.65,0.012,185,1124.0,-0.0153,5.5872,0.6484,0.0098,0.1575,,
spill,2042,3,2045,9.90e-04,18.3,3620,88.92,192.05,54.06,134,-72418.2,-30.199,-70.622,2079,1529,537,6.785,2727,484.3,171.3,43,0.0022,16,2,37,37,341.86,260.26,300.34,9.295,0.027,168,710.6,-0.0109,2.9404,0.5925,0.0069,0.0951,,
spill,2042,4,2046,9.85e-04,19.1,3620,78.02,175.03,50.96,131,-63883.7,-28.596,-67.619,1963,1487,457,6.092,2835,461.0,162.3,0,0.0,0,0,32,37,285.3,202.42,226.94,7.528,0.11,58,268.0,-0.0053,1.445,0.5196,0.0053,0.0752,,
spill,2042,5,2047,9.80e-04,16.9,3620,82.96,176.07,53.95,163,-69776.4,-31.095,-68.475,1983,1510,439,5.791,2799,462.0,163.4,0,0.0022,8,1,35,37,280.31,197.47,222.94,6.918,0.106,60,266.6,-0.0134,1.5688,0.468,0.0119,0.1144,,
spill,2042,6,2048,9.75e-04,22.1,3620,84.26,168.11,56.44,156,-70790.4,-32.502,-67.444,1948,1517,386,5.451,2819,452.2,160.2,0,0.0078,41,3,38,38,284.94,201.81,230.6,6.884,0.151,157,845.4,-0.0074,2.1163,0.4482,0.008,0.0933,,
spill,2042,7,2049,9.70e-04,22.4,3620,88.52,169.93,59.67,170,-74318.7,-34.375,-68.058,1954,1552,352,5.298,2855,456.1,161.8,0,0.0047,17,1,38,38,275.42,192.46,208.11,6.314,0.216,153,790.0,-0.007,2.0854,0.4046,0.0075,0.0897,,
spill,2042,8,2050,9.65e-04,18.4,3620,82.4,161.74,55.83,130,-68038.0,-31.616,-64.608,1935,1527,367,5.303,2855,444.0,157.3,0,0.0,0,0,33,37,281.76,198.92,226.15,6.938,0.128,151,611.2,-0.0047,1.574,0.3895,0.006,0.0756,,
spill,2042,9,2051,9.60e-04,17.0,3620,84.91,157.58,55.85,137,-71234.6,-32.146,-61.643,2011,1626,345,4.893,2828,439.1,155.8,0,0.0019,20,3,37,38,291.9,208.81,237.6,6.741,0.142,201,954.4,-0.0075,1.6359,0.3712,0.0059,0.0768,,
spill,2042,10,2052,9.55e-04,16.6,3620,80.0,150.13,52.29,145,-67106.8,-30.066,-57.811,2036,1646,331,4.606,2837,427.6,151.5,0,0.0003,2,2,35,37,284.21,201.44,229.14,6.374,0.167,197,785.4,-0.0069,1.3761,0.3028,0.0065,0.0744,152.34,94.09
spill,2042,11,2053,9.50e-04,17.4,3620,82.28,150.56,54.55,153,-69499.5,-31.619,-59.09,2021,1655,302,4.472,2847,429.1,152.3,0,0.0039,14,1,37,38,278.44,195.58,218.4,6.105,0.183,232,1162.8,-0.0093,1.2129,0.3101,0.0075,0.0819,,
spill,2042,12,2054,9.45e-04,17.3,3620,83.08,149.99,55.42,152,-71266.8,-32.601,-59.803,2011,1654,295,4.256,2844,427.9,151.8,0,0.0039,14,1,38,38,273.58,190.75,209.13,5.629,0.244,213,1162.6,-0.0032,1.3268,0.2997,0.0067,0.0564,,
spill,2042,13,2055,9.40e-04,16.9,3620,84.97,147.13,55.75,162,-73216.3,-32.951,-58.49,2046,1680,297,4.03,2840,424.4,150.7,0,0.0161,58,7,38,38,277.32,194.35,218.97,5.438,0.225,282,1638.6,-0.0028,1.2292,0.3073,0.007,0.0583,,
spill,2042,14,2056,9.35e-04,17.3,3620,80.76,150.88,53.48,151,-67474.6,-30.642,-59.124,2006,1619,333,4.659,2827,428.3,151.8,0,0.0,8,2,37,37,282.15,199.51,225.01,6.25,0.231,235,1031.8,-0.005,1.1755,0.2887,0.0065,0.0611,,
spill,2042,15,2057,9.30e-04,17.4,3620,82.02,148.01,53.93,142,-68929.0,-31.077,-57.615,2031,1669,314,4.433,2815,425.0,150.9,0,0.0,0,0,32,38,278.26,195.19,215.06,5.878,0.166,208,1023.8,-0.0039,1.2895,0.2979,0.0065,0.0704,,
spill,2042,16,2058,9.25e-04,17.8,3620,82.65,143.4,54.74,161,-72008.3,-32.701,-57.632,2026,1665,297,3.872,2816,417.5,148.4,0,0.0122,44,3,38,38,270.73,187.95,210.9,5.196,0.242,237,1279.2,-0.0048,2.1899,0.2789,0.0049,0.055,,
