t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,1,0,3,4,0,0,4,3
120,0,0,3,3,0,0,2,1
180,6,0,1,2,11,4,0,0
240,8,4,0,0,4,0,2,0
300,9,6,0,0,0,0,7,4
360,13,4,0,0,0,0,7,4
420,13,3,0,0,2,0,6,2
480,5,1,0,3,11,0,5,2
540,6,0,2,5,14,0,4,1
600,9,0,2,4,12,4,0,0
660,9,0,3,3,2,1,3,0
720,11,0,2,2,0,0,8,4
780,12,1,0,0,6,0,7,3
840,8,0,0,1,10,0,6,2
900,10,0,4,6,17,6,0,0
960,12,0,3,4,11,3,0,0
1020,13,0,2,2,7,0,1,0
1080,14,3,1,1,0,0,8,3
1140,13,2,0,0,9,0,8,3
1200,7,1,0,0,12,0,7,2
1260,9,0,4,5,17,5,0,0
1320,7,0,3,4,6,2,2,0
1380,16,2,0,2,0,0,9,5
1440,14,2,0,1,5,0,7,4
1500,8,1,0,0,8,0,6,2
1560,7,1,0,0,10,0,5,2
1620,11,0,2,4,12,0,2,1
1680,6,0,4,5,11,3,0,0
1740,12,0,3,2,7,1,1,0
1800,9,0,2,2,0,0,11,5
1860,14,1,2,1,0,0,8,5
1920,12,11,1,0,8,0,5,10
1980,12,6,4,0,12,2,1,10
2040,20,12,0,0,18,21,0,10
2100,21,22,5,0,13,23,0,30
2160,22,14,0,0,0,37,5,38
2220,26,19,5,0,12,34,0,8
2280,17,14,9,3,0,24,6,39
2340,24,26,6,1,0,30,3,19
2400,23,24,0,0,7,43,0,41
2460,14,12,2,0,1,11,3,31
2520,14,8,1,0,4,22,2,15
2580,17,10,8,4,13,24,0,27
2640,27,20,6,2,0,21,1,48
2700,31,18,2,1,1,50,0,20
2760,21,16,1,1,5,31,0,1
2820,24,15,2,0,4,28,0,4
2880,23,15,1,1,0,24,0,11
2940,14,21,2,0,0,26,3,20
3000,32,5,0,0,3,36,0,8
3060,34,7,6,3,5,32,0,0
3120,32,14,2,2,1,29,0,0
3180,24,14,1,1,0,29,0,1
3240,9,12,6,1,2,22,0,2
3300,19,17,2,1,0,24,1,5
3360,7,22,6,1,0,15,3,13
3420,23,22,2,1,1,35,0,7
3480,12,23,5,0,6,28,0,6
3540,27,23,0,0,4,40,0,0
3600,9,26,3,1,0,17,3,12
3660,14,11,2,0,0,21,0,8
3720,11,20,0,0,0,4,0,5
3780,1,19,0,0,1,3,0,1
3840,8,7,0,0,0,13,0,2
3900,10,5,0,0,0,7,0,0
3960,5,17,0,0,0,10,0,0
4020,4,23,0,0,2,13,0,0
4080,11,18,0,0,0,9,0,0
4140,1,9,0,0,0,13,0,0
4200,9,9,0,0,0,11,0,0
4260,7,20,0,0,0,9,0,0
4320,1,21,0,0,3,16,0,0
4380,0,3,0,0,0,8,0,0
4440,0,0,0,0,0,0,0,0
4500,0,0,0,0,0,0,0,0
4560,0,6,0,0,0,5,0,0
4620,0,0,0,0,0,5,0,0
4680,0,0,0,0,0,0,0,0
4740,0,0,0,0,0,0,0,0
4800,0,0,0,0,0,0,0,0
4860,0,5,0,0,0,0,0,0
4920,0,0,0,0,0,4,0,0
4980,0,0,0,0,0,1,0,0
5040,0,0,0,0,0,0,0,0
5100,0,0,0,0,0,0,0,0
5160,0,2,0,0,0,2,0,0
5220,0,0,0,0,0,0,0,0
5280,0,0,0,0,0,0,0,0
5340,0,0,0,0,0,0,0,0
