brazo,metrica,n,media,sd,ic95,delta_pct,delta_ic95,p_wilcoxon,p_mannwhitney,cliff,delta_pct_act,delta_ic95_act,p_wilcoxon_act,p_mannwhitney_act,cliff_act,delta_pct_rl,delta_ic95_rl,p_wilcoxon_rl,p_mannwhitney_rl,cliff_rl
fijo,timeloss_prom,10,153.881,3.007,2.151,,,,,,,,,,,,,,,
fijo,espera_prom,10,62.593,1.728,1.236,,,,,,,,,,,,,,,
fijo,cola_prom,10,44.538,1.077,0.771,,,,,,,,,,,,,,,
fijo,cola_max,10,105.9,5.626,4.025,,,,,,,,,,,,,,,
fijo,paradas_prom,10,6.294,0.13,0.093,,,,,,,,,,,,,,,
fijo,throughput,10,2923.1,10.005,7.157,,,,,,,,,,,,,,,
fijo,co2_prom,10,432.43,4.424,3.165,,,,,,,,,,,,,,,
fijo,nox_prom,10,151.39,1.73,1.238,,,,,,,,,,,,,,,
fijo,recompensa_decision,10,-23.89,0.599,0.428,,,,,,,,,,,,,,,
fijo,cambios_fase,10,446.8,2.3,1.645,,,,,,,,,,,,,,,
fijo,no_terminados,10,0.0,0.0,0.0,,,,,,,,,,,,,,,
fijo,viaje_corredor_prom,10,265.668,4.429,3.168,,,,,,,,,,,,,,,
fijo,retraso_corredor_prom,10,182.755,4.457,3.188,,,,,,,,,,,,,,,
fijo,retraso_corredor_punta,10,191.412,6.244,4.466,,,,,,,,,,,,,,,
fijo,paradas_corredor,10,8.103,0.206,0.147,,,,,,,,,,,,,,,
fijo,paradas_corredor_le1,10,0.159,0.003,0.002,,,,,,,,,,,,,,,
fijo,spillback_tasa,10,0.0,0.0,0.0,,,,,,,,,,,,,,,
fijo,spillback_seg,10,0.0,0.0,0.0,,,,,,,,,,,,,,,
fijo,spillback_eventos,10,0.0,0.0,0.0,,,,,,,,,,,,,,,
fijo,cola_max_enlace,10,23.8,0.919,0.657,,,,,,,,,,,,,,,
fijo,veh_max_enlace,10,37.0,0.0,0.0,,,,,,,,,,,,,,,
actuado,timeloss_prom,10,122.967,5.155,3.688,-20.1,"[-22.0, -18.0]",0.00195,0.000183,-1.0,,,,,,,,,,
actuado,espera_prom,10,74.819,4.522,3.235,19.5,"[15.4, 24.3]",0.00195,0.000183,1.0,,,,,,,,,,
actuado,cola_prom,10,49.572,2.924,2.092,11.3,"[7.8, 15.3]",0.00195,0.00058,0.92,,,,,,,,,,
actuado,cola_max,10,151.7,14.69,10.508,43.2,"[33.1, 55.0]",0.00195,0.000177,1.0,,,,,,,,,,
actuado,paradas_prom,10,2.871,0.1,0.072,-54.4,"[-55.3, -53.3]",0.00195,0.000183,-1.0,,,,,,,,,,
actuado,throughput,10,2851.7,21.71,15.531,-2.4,"[-2.9, -2.0]",0.00195,0.00018,-1.0,,,,,,,,,,
actuado,co2_prom,10,387.27,7.939,5.679,-10.4,"[-11.5, -9.3]",0.00195,0.000183,-1.0,,,,,,,,,,
actuado,nox_prom,10,137.48,3.14,2.246,-9.2,"[-10.4, -7.9]",0.00195,0.000182,-1.0,,,,,,,,,,
actuado,recompensa_decision,10,-30.603,2.248,1.608,28.1,"[23.0, 34.1]",0.00195,0.000183,-1.0,,,,,,,,,,
actuado,cambios_fase,10,261.4,4.789,3.426,-41.5,"[-42.2, -40.8]",0.00195,0.000167,-1.0,,,,,,,,,,
actuado,no_terminados,10,0.0,0.0,0.0,,,,,,,,,,,,,,,
actuado,viaje_corredor_prom,10,257.628,2.865,2.049,-3.0,"[-4.0, -1.9]",0.00391,0.000769,-0.9,,,,,,,,,,
actuado,retraso_corredor_prom,10,174.715,2.814,2.013,-4.4,"[-5.7, -2.8]",0.00391,0.000769,-0.9,,,,,,,,,,
actuado,retraso_corredor_punta,10,190.987,3.716,2.659,-0.2,"[-1.9, 1.8]",0.625,0.85,0.06,,,,,,,,,,
actuado,paradas_corredor,10,4.108,0.175,0.125,-49.3,"[-50.7, -48.0]",0.00195,0.000183,-1.0,,,,,,,,,,
actuado,paradas_corredor_le1,10,0.299,0.033,0.023,87.9,"[76.1, 101.7]",0.00195,0.000171,1.0,,,,,,,,,,
actuado,spillback_tasa,10,0.022,0.011,0.008,,,,,,,,,,,,,,,
actuado,spillback_seg,10,79.2,40.052,28.652,,,,,,,,,,,,,,,
actuado,spillback_eventos,10,7.3,3.02,2.161,,,,,,,,,,,,,,,
actuado,cola_max_enlace,10,38.0,0.0,0.0,59.7,"[56.4, 63.8]",0.00195,5.43e-05,1.0,,,,,,,,,,
actuado,veh_max_enlace,10,38.0,0.0,0.0,2.7,"[2.7, 2.7]",0.00195,1.59e-05,1.0,,,,,,,,,,
rl,timeloss_prom,10,211.116,31.597,22.603,37.2,"[25.8, 50.1]",0.00195,0.000183,1.0,,,,,,,,,,
rl,espera_prom,10,88.283,35.009,25.044,41.0,"[9.6, 75.9]",0.16,0.241,0.32,,,,,,,,,,
rl,cola_prom,10,55.169,21.085,15.083,23.9,"[-2.6, 53.2]",0.492,0.97,-0.02,,,,,,,,,,
rl,cola_max,10,158.4,32.756,23.432,49.6,"[29.8, 70.2]",0.00391,0.000982,0.88,,,,,,,,,,
rl,paradas_prom,10,7.304,0.381,0.272,16.0,"[12.7, 19.1]",0.00195,0.000183,1.0,,,,,,,,,,
rl,throughput,10,2667.3,107.511,76.909,-8.8,"[-11.1, -6.8]",0.00195,0.000182,-1.0,,,,,,,,,,
rl,co2_prom,10,507.07,49.248,35.23,17.3,"[11.0, 24.4]",0.00195,0.000183,1.0,,,,,,,,,,
rl,nox_prom,10,179.09,19.994,14.303,18.3,"[11.0, 26.6]",0.00195,0.000182,1.0,,,,,,,,,,
rl,recompensa_decision,10,-31.798,13.655,9.768,33.1,"[1.2, 68.6]",0.432,1,0.0,,,,,,,,,,
rl,cambios_fase,10,590.8,71.768,51.34,32.2,"[22.3, 41.0]",0.00195,0.000169,1.0,,,,,,,,,,
rl,no_terminados,10,8.9,26.768,19.149,,,,,,,,,,,,,,,
rl,viaje_corredor_prom,10,320.793,25.807,18.461,20.7,"[15.0, 25.8]",0.00195,0.000183,1.0,,,,,,,,,,
rl,retraso_corredor_prom,10,238.138,26.126,18.689,30.3,"[21.9, 37.6]",0.00195,0.000183,1.0,,,,,,,,,,
rl,retraso_corredor_punta,10,279.927,28.514,20.397,46.2,"[37.7, 53.7]",0.00195,0.000183,1.0,,,,,,,,,,
rl,paradas_corredor,10,9.086,1.242,0.888,12.1,"[2.9, 20.2]",0.0195,0.121,0.42,,,,,,,,,,
rl,paradas_corredor_le1,10,0.075,0.027,0.02,-52.8,"[-62.8, -42.6]",0.00195,0.00017,-1.0,,,,,,,,,,
rl,spillback_tasa,10,0.002,0.003,0.002,,,,,,,,,,,,,,,
rl,spillback_seg,10,29.2,64.008,45.789,,,,,,,,,,,,,,,
rl,spillback_eventos,10,2.7,4.809,3.44,,,,,,,,,,,,,,,
rl,cola_max_enlace,10,33.7,3.683,2.635,41.6,"[32.1, 49.6]",0.00195,0.000158,1.0,,,,,,,,,,
rl,veh_max_enlace,10,37.3,0.483,0.346,0.8,"[0.0, 1.6]",0.25,0.0767,0.3,,,,,,,,,,
ippo_local,timeloss_prom,10,121.975,1.718,1.229,-20.7,"[-21.8, -19.5]",0.00195,0.000183,-1.0,-0.8,"[-3.0, 1.6]",0.695,0.791,-0.08,-42.2,"[-47.1, -36.9]",0.00195,0.000183,-1.0
ippo_local,espera_prom,10,64.001,1.943,1.39,2.2,"[-0.3, 4.9]",0.16,0.162,0.38,-14.5,"[-17.5, -11.3]",0.00195,0.000183,-1.0,-27.5,"[-42.0, -6.0]",0.16,0.385,-0.24
ippo_local,cola_prom,10,44.016,1.159,0.829,-1.2,"[-3.2, 1.0]",0.375,0.29,-0.29,-11.2,"[-14.3, -8.0]",0.00195,0.000243,-0.98,-20.2,"[-35.6, 2.1]",0.492,0.97,0.02
ippo_local,cola_max,10,127.9,7.233,5.174,20.8,"[14.9, 27.6]",0.00195,0.000178,1.0,-15.7,"[-20.4, -11.3]",0.00195,0.000986,-0.88,-19.3,"[-28.1, -7.5]",0.0371,0.0585,-0.51
ippo_local,paradas_prom,10,3.729,0.053,0.038,-40.7,"[-41.6, -39.9]",0.00195,0.000183,-1.0,29.9,"[27.5, 32.5]",0.00195,0.000183,1.0,-48.9,"[-50.3, -47.4]",0.00195,0.000183,-1.0
ippo_local,throughput,10,2927.9,10.734,7.678,0.2,"[-0.1, 0.4]",0.238,0.57,0.16,2.7,"[2.2, 3.1]",0.00195,0.00018,1.0,9.8,"[7.4, 12.6]",0.00195,0.000182,1.0
ippo_local,co2_prom,10,385.0,2.612,1.868,-11.0,"[-11.6, -10.3]",0.00195,0.000183,-1.0,-0.6,"[-1.7, 0.6]",0.389,0.678,-0.12,-24.1,"[-28.4, -19.6]",0.00195,0.000183,-1.0
ippo_local,nox_prom,10,135.6,1.06,0.759,-10.4,"[-11.1, -9.7]",0.00195,0.000182,-1.0,-1.4,"[-2.6, -0.1]",0.105,0.273,-0.3,-24.3,"[-29.2, -19.1]",0.00195,0.000183,-1.0
ippo_local,recompensa_decision,10,-25.161,0.813,0.581,5.3,"[3.1, 7.8]",0.00391,0.00283,-0.8,-17.8,"[-21.7, -13.9]",0.00195,0.000183,1.0,-20.9,"[-37.6, 4.7]",0.492,0.91,-0.04
ippo_local,cambios_fase,10,300.5,3.028,2.166,-32.7,"[-33.2, -32.3]",0.00195,0.000163,-1.0,15.0,"[13.3, 16.7]",0.00195,0.000175,1.0,-49.1,"[-52.3, -45.0]",0.00195,0.000177,-1.0
ippo_local,no_terminados,10,0.0,0.0,0.0,,,,,,,,,,,-100.0,"[nan, nan]",0.5,0.168,-0.2
ippo_local,viaje_corredor_prom,10,258.52,2.233,1.598,-2.7,"[-3.8, -1.5]",0.00586,0.00101,-0.88,0.3,"[-0.5, 1.2]",0.625,0.623,0.14,-19.4,"[-22.9, -15.2]",0.00195,0.000183,-1.0
ippo_local,retraso_corredor_prom,10,175.607,2.232,1.596,-3.9,"[-5.6, -2.1]",0.00586,0.00101,-0.88,0.5,"[-0.8, 1.8]",0.625,0.571,0.16,-26.3,"[-30.5, -21.0]",0.00195,0.000183,-1.0
ippo_local,retraso_corredor_punta,10,191.319,2.286,1.635,-0.0,"[-2.2, 2.2]",1,0.85,0.06,0.2,"[-1.3, 1.9]",0.922,1,0.0,-31.7,"[-35.3, -27.5]",0.00195,0.000183,-1.0
ippo_local,paradas_corredor,10,5.469,0.135,0.097,-32.5,"[-34.0, -31.0]",0.00195,0.000183,-1.0,33.1,"[29.5, 37.1]",0.00195,0.000183,1.0,-39.8,"[-43.8, -34.4]",0.00195,0.000183,-1.0
ippo_local,paradas_corredor_le1,10,0.22,0.022,0.016,38.6,"[30.9, 46.4]",0.00195,0.00017,1.0,-26.2,"[-32.5, -19.0]",0.00195,0.000182,-1.0,193.9,"[141.1, 272.0]",0.00195,0.000181,1.0
ippo_local,spillback_tasa,10,0.0,0.0,0.0,,,,,,-100.0,"[-100.0, -100.0]",0.00195,6.39e-05,-1.0,-100.0,"[nan, nan]",0.0625,0.0149,-0.5
ippo_local,spillback_seg,10,1.9,6.008,4.298,,,,,,-97.6,"[-100.0, -93.3]",0.00195,8.74e-05,-1.0,-93.5,"[-100.0, -8.1]",0.0938,0.0297,-0.5
ippo_local,spillback_eventos,10,0.1,0.316,0.226,,,,,,-98.6,"[-100.0, -96.1]",0.00195,8.4e-05,-1.0,-96.3,"[-100.0, -70.0]",0.0312,0.0142,-0.56
ippo_local,cola_max_enlace,10,31.7,2.058,1.472,33.2,"[27.8, 39.5]",0.00195,0.00014,1.0,-16.6,"[-19.2, -12.9]",0.00195,5.35e-05,-1.0,-5.9,"[-13.1, 4.2]",0.232,0.0724,-0.48
ippo_local,veh_max_enlace,10,37.2,0.422,0.302,0.5,"[0.0, 1.4]",0.5,0.167,0.2,-2.1,"[-2.6, -1.3]",0.00781,0.000441,-0.8,-0.3,"[-1.1, 0.5]",1,0.651,-0.1
ippo_spill_s2042,timeloss_prom,10,118.493,2.251,1.61,-23.0,"[-24.6, -21.7]",0.00195,0.000182,-1.0,-3.6,"[-6.1, -1.2]",0.0645,0.0639,-0.5,-43.9,"[-48.6, -38.7]",0.00195,0.000182,-1.0
ippo_spill_s2042,espera_prom,10,61.626,1.848,1.322,-1.5,"[-4.5, 1.1]",0.715,0.473,-0.2,-17.6,"[-20.7, -14.5]",0.00195,0.000183,-1.0,-30.2,"[-43.8, -10.0]",0.0645,0.121,-0.42
ippo_spill_s2042,cola_prom,10,42.475,0.996,0.713,-4.6,"[-6.8, -2.8]",0.00195,0.00131,-0.86,-14.3,"[-17.3, -11.2]",0.00195,0.000182,-1.0,-23.0,"[-37.6, -2.0]",0.432,1,0.0
ippo_spill_s2042,cola_max,10,128.4,12.695,9.081,21.2,"[11.7, 30.5]",0.00586,0.00165,0.84,-15.4,"[-22.2, -8.3]",0.00195,0.00214,-0.82,-18.9,"[-27.9, -6.3]",0.0195,0.0375,-0.56
