t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,1,0,3,4,0,0,4,3
120,0,0,4,6,0,0,7,4
180,0,0,4,7,0,0,8,3
240,3,1,0,3,1,0,7,2
300,5,1,0,0,7,0,6,2
360,7,2,0,0,13,3,1,0
420,6,0,0,3,5,0,6,0
480,2,2,2,7,0,0,10,5
540,4,1,0,4,11,0,8,3
600,8,2,0,4,15,0,3,2
660,6,0,4,8,9,2,0,0
720,13,0,2,5,8,3,0,0
780,9,0,2,4,0,0,10,6
840,11,0,1,3,1,1,6,1
900,16,4,0,2,5,1,7,2
960,19,2,0,0,5,0,6,4
1020,5,1,0,0,9,0,5,2
1080,7,0,5,8,11,3,0,0
1140,12,0,3,5,8,2,0,0
1200,10,0,3,4,0,0,9,5
1260,11,0,1,3,0,0,8,3
1320,12,3,0,0,9,0,7,2
1380,9,4,0,0,11,0,6,1
1440,6,0,2,6,11,2,1,0
1500,8,0,4,8,11,3,0,0
1560,8,0,4,7,17,5,0,0
1620,10,0,3,6,3,1,3,0
1680,15,0,2,1,0,0,7,3
1740,14,0,1,1,3,0,6,3
1800,10,2,0,0,14,0,2,1
1860,7,1,0,0,4,5,0,0
1920,14,11,6,3,0,0,5,11
1980,0,4,11,5,2,1,3,14
2040,8,9,14,3,14,18,0,8
2100,16,8,15,3,12,17,0,8
2160,21,19,10,1,0,18,4,26
2220,25,26,0,0,0,29,2,12
2280,13,13,2,0,8,33,0,30
2340,16,7,10,0,0,21,5,37
2400,15,4,10,3,8,31,1,9
2460,15,12,8,3,10,17,0,19
2520,16,18,8,2,0,17,5,31
2580,30,24,0,0,0,40,2,14
2640,21,19,1,0,7,35,0,0
2700,17,22,1,0,16,28,0,0
2760,23,6,1,0,6,19,0,17
2820,29,3,5,1,1,35,0,9
2880,25,17,6,2,1,19,0,8
2940,12,14,9,2,0,27,3,10
3000,31,21,4,1,1,33,0,1
3060,24,16,4,1,0,23,0,0
3120,23,20,0,0,0,18,1,2
3180,9,32,5,0,0,22,3,4
3240,22,19,0,0,0,27,0,6
3300,11,27,8,0,0,29,2,4
3360,25,11,11,0,2,33,0,11
3420,31,12,10,2,3,35,0,0
3480,17,24,6,1,2,25,0,0
3540,7,13,10,4,1,34,0,4
3600,26,21,5,2,1,28,0,2
3660,7,32,0,0,0,25,1,6
3720,15,10,0,0,0,29,0,3
3780,13,10,0,0,0,11,0,3
3840,6,7,0,0,3,22,0,0
3900,8,12,0,0,0,20,0,0
3960,6,27,0,0,0,19,0,0
4020,0,25,0,0,0,25,0,0
4080,13,11,0,0,0,26,0,0
4140,6,8,0,0,1,22,0,0
4200,9,17,0,0,0,19,0,0
4260,7,27,0,0,0,23,0,0
4320,0,1,0,0,0,20,0,0
4380,0,0,0,0,0,6,0,0
4440,0,4,0,0,0,6,0,0
4500,0,3,0,0,0,1,0,0
4560,0,4,0,0,0,1,0,0
4620,0,0,0,0,0,1,0,0
4680,0,0,0,0,0,1,0,0
4740,0,1,0,0,0,1,0,0
4800,0,4,0,0,0,0,0,0
4860,0,2,0,0,0,1,0,0
4920,0,0,0,0,0,0,0,0
4980,0,0,0,0,0,2,0,0
5040,0,0,0,0,0,0,0,0
5100,0,5,0,0,0,1,0,0
5160,0,0,0,0,0,1,0,0
5220,0,0,0,0,0,0,0,0
5280,0,0,0,0,0,0,0,0
