t,W_C1,C2_C1,N1_C1,S1_C1,C1_C2,E_C2,N2_C2,S2_C2
60,1,0,3,4,0,0,4,3
120,0,0,4,6,0,0,5,3
180,1,0,3,5,0,0,3,1
240,0,0,3,4,5,2,0,0
300,6,0,1,3,3,1,3,0
360,9,0,1,2,0,0,6,4
420,9,1,0,0,19,0,2,0
480,0,0,5,9,5,0,1,0
540,16,0,2,4,0,0,8,4
600,13,3,0,0,13,0,4,2
660,7,0,6,6,15,5,0,0
720,9,0,3,4,4,0,5,0
780,16,0,0,1,0,0,7,4
840,6,0,0,0,15,0,3,1
900,9,0,4,6,12,3,0,0
960,18,3,1,0,0,0,9,5
1020,12,2,0,0,14,0,3,2
1080,5,0,5,6,13,3,0,0
1140,13,0,2,3,0,0,8,6
1200,12,3,0,0,10,0,5,3
1260,4,0,5,7,14,0,2,1
1320,11,0,3,3,6,2,0,0
1380,16,2,0,1,0,0,7,5
1440,10,2,0,0,13,0,4,2
1500,4,0,5,6,13,4,0,0
1560,12,0,2,3,0,0,9,5
1620,18,2,0,0,11,0,5,3
1680,4,0,6,8,15,0,1,1
1740,11,0,3,5,3,1,1,0
1800,16,4,1,2,0,0,6,4
1860,11,1,1,0,10,0,4,2
1920,13,15,6,4,14,9,0,6
1980,15,14,9,3,0,9,5,14
2040,18,14,6,2,6,23,1,8
2100,13,13,6,2,4,7,0,13
2160,21,24,0,0,0,13,4,26
2220,17,17,0,0,0,30,3,22
2280,19,9,1,0,0,13,4,26
2340,11,7,6,0,13,23,0,26
2400,17,10,10,3,0,19,6,39
2460,21,12,5,2,7,44,1,12
2520,16,18,5,1,3,3,2,41
2580,25,20,0,0,7,43,0,6
2640,30,13,1,0,3,24,0,19
2700,27,5,4,0,2,31,0,9
2760,30,8,6,3,0,39,1,8
2820,24,7,3,2,7,37,0,1
2880,33,15,3,0,1,23,0,7
2940,17,23,0,0,0,27,3,17
3000,25,10,6,0,0,32,2,14
3060,32,3,4,0,0,30,1,6
3120,16,15,7,3,0,23,1,2
3180,17,10,11,3,3,29,0,0
3240,39,21,3,1,1,36,0,0
3300,23,29,0,0,2,25,0,7
3360,29,16,0,0,0,52,0,0
3420,26,9,1,0,4,26,0,0
3480,28,5,1,0,4,27,0,0
3540,30,0,6,2,2,29,0,0
3600,28,11,5,2,0,24,2,4
3660,14,8,6,0,0,12,1,1
3720,8,21,0,0,0,16,0,0
3780,10,18,2,0,0,18,0,0
3840,10,10,0,0,0,13,0,0
3900,10,7,0,0,0,13,0,0
3960,5,17,0,0,0,8,0,0
4020,4,24,0,0,4,12,0,0
4080,0,18,0,0,0,10,0,0
4140,4,7,0,0,0,11,0,0
4200,10,10,0,0,0,8,0,0
4260,5,19,0,0,0,9,0,0
4320,1,23,0,0,2,15,0,0
4380,1,16,0,0,0,10,0,0
4440,0,5,0,0,0,13,0,0
4500,0,1,0,0,0,3,0,0
4560,0,5,0,0,0,6,0,0
4620,0,0,0,0,0,4,0,0
4680,0,0,0,0,0,0,0,0
4740,0,0,0,0,0,0,0,0
4800,0,0,0,0,0,0,0,0
4860,0,6,0,0,0,2,0,0
4920,0,0,0,0,0,1,0,0
4980,0,0,0,0,0,0,0,0
5040,0,0,0,0,0,0,0,0
5100,0,0,0,0,0,0,0,0
5160,0,1,0,0,0,2,0,0
5220,0,0,0,0,0,0,0,0
5280,0,0,0,0,0,0,0,0
